x=0,y=0,z=0,t=0
( 1.94511651438431102E-07 , -3.20632438972172837E-07 )
( 4.79355850140881861E-07 , -2.38793471841645051E-07 )
( -4.34606851278706990E-07 , 2.74685432130318196E-08 )
( -1.65736668549335658E-07 , -2.81999893867797476E-07 )
( 1.87959925772457615E-07 , -2.83204499672625697E-08 )
( 7.26228077716268210E-08 , 3.67750288859976650E-07 )
( 1.56571284436354188E-07 , 1.86778890269734286E-07 )
( 2.36250435465728894E-07 , 2.22166973922294804E-07 )
( 3.48349430305263226E-07 , 6.26094339246305568E-07 )
( 3.32578830229386920E-07 , 2.55564269906894613E-08 )
( 1.37336486996617770E-07 , 5.27660892112749278E-08 )
( -2.40309429764086537E-08 , 2.62058825152937388E-07 )
x=1,y=0,z=0,t=0
( 3.86612937292712252E-07 , -3.38221872805704868E-07 )
( -5.56285004793143860E-08 , -6.04924827271497968E-07 )
( 2.96553503901888965E-07 , -2.28116130015847587E-07 )
( 3.90490862059124489E-07 , 3.02580134966058212E-08 )
( -1.15545996212947041E-07 , -1.36335727895785040E-07 )
( -2.06426162535978709E-07 , 4.83878274034059567E-09 )
( -2.70584394204980368E-07 , 4.45696087342021654E-08 )
( -1.55967313905525952E-07 , 2.09988197687838320E-08 )
( 3.71499783466714378E-07 , -2.09722269298036722E-07 )
( 3.88719319258919411E-07 , -2.53702625438304552E-07 )
( 1.90082751537985240E-08 , 1.80321812552540924E-07 )
( 2.06514111669595477E-07 , 2.49509174890225894E-07 )
x=2,y=0,z=0,t=0
( -3.69892035112404934E-07 , -6.26115667441788353E-07 )
( 2.02485700053585132E-07 , 3.98291830374681923E-07 )
( 3.18346549341869873E-07 , -2.19398490084973863E-08 )
( -1.56490366761395519E-08 , -3.01040608004309316E-07 )
( -1.07570484063544662E-07 , 1.65474555107575108E-07 )
( -4.67393253920973470E-07 , -2.07432706772961340E-07 )
( 2.82277429540395693E-07 , 4.14937178528127626E-08 )
( 1.80415781854472747E-07 , 5.96243179898761635E-08 )
( 1.62586837300657987E-08 , -1.79956290314601847E-07 )
( -3.54360907553501739E-07 , -2.49341909160350084E-07 )
( -2.71816279147728485E-07 , 3.05409200125187648E-07 )
( -1.57726671017952034E-08 , -2.58706252058607667E-07 )
x=3,y=0,z=0,t=0
( 1.50817516432866512E-07 , 1.22657042602590394E-08 )
( -9.24619461912116134E-08 , -1.67238426153347283E-07 )
( -9.47971796111878852E-08 , -2.95802789621436886E-07 )
( -1.37740212028572793E-07 , 2.89153613385696024E-07 )
( -4.72130494347669939E-07 , -2.90357113829413256E-09 )
( -2.37369087443416412E-07 , -2.36466510127303326E-07 )
( 9.33353155073510429E-08 , 4.40574155826200613E-07 )
( -6.31822745488288217E-08 , -2.12878791071214685E-07 )
( 7.96205487063344718E-08 , 2.81687491943758161E-07 )
( -1.81264716572911940E-07 , -2.26952080812313231E-07 )
( -7.00601368390085115E-08 , -3.29979091264998260E-07 )
( -2.47266903810073570E-07 , 4.19486476434081868E-07 )
x=0,y=1,z=0,t=0
( -1.47178178312863934E-07 , 9.74046988937584683E-08 )
( -2.31686398123050847E-07 , -3.15060437856883954E-07 )
( 4.13198318168144359E-07 , -2.16337909550804802E-07 )
( 7.85392279724904536E-08 , -2.23697280903432508E-07 )
( -3.39271627770226771E-07 , 1.74757521970198279E-08 )
( 4.35213701694390009E-07 , -8.17779833537391144E-08 )
( 2.18167300101704782E-07 , -3.78089435538824585E-07 )
( 2.21892743707962930E-07 , -2.72285818622887842E-07 )
( 5.53567743809879864E-08 , -4.23402245139767858E-08 )
( 4.10035454784357444E-07 , 8.63398681784434667E-08 )
( 1.51253937791536668E-07 , 4.27840692403573712E-08 )
( -1.09555199913474196E-07 , 2.65578943706343796E-07 )
x=1,y=1,z=0,t=0
( -3.49542363035621429E-07 , -5.54473979889208765E-08 )
( -6.04718517197590233E-08 , -2.41814755143058422E-07 )
( 2.00345807796384137E-07 , -2.13795812835293888E-07 )
( -2.92361397574407655E-07 , -1.08987240734815646E-07 )
( -1.91050698557574788E-07 , -3.34894036647924412E-08 )
( -9.30325398281645657E-08 , 4.52365834230785637E-08 )
( -9.82061386070690927E-09 , -1.52212415301613249E-07 )
( 1.90088660189065417E-07 , 3.79244668098103613E-07 )
( -1.30308471279929214E-07 , -3.41251443581681938E-07 )
( 5.20857468989166261E-08 , 1.59923602548909466E-07 )
( -2.88852677477924542E-07 , -7.17976986229793474E-09 )
( 5.68034299588012246E-08 , -2.29136514772834508E-07 )
x=2,y=1,z=0,t=0
( -5.31559713119048252E-07 , -1.27697223547436305E-07 )
( 4.36385637662340650E-07 , -2.64952840724899828E-07 )
( -3.03275156043840365E-07 , -4.69416673169626479E-09 )
( -8.58554653288589961E-09 , 5.83899691933313217E-08 )
( -8.18734632533004582E-08 , 4.72209563483445293E-07 )
( 2.04550587754449838E-09 , 2.67588094592217270E-07 )
( -1.41186250256943380E-07 , 7.97176434479790249E-08 )
( 5.89409891793671390E-08 , 2.35625007385885387E-07 )
( 4.50344799108407603E-07 , 2.51891671937344858E-08 )
( 6.20528106206440879E-08 , -2.52284187065181383E-07 )
( 2.25747214608292964E-08 , -2.41685974575522673E-07 )
( 2.57142075093515238E-07 , -4.47512248133653346E-07 )
x=3,y=1,z=0,t=0
( -1.69097313622107046E-07 , -1.64817853269486904E-07 )
( 4.82141337778834653E-07 , 3.41585993078098714E-07 )
( -2.62207864490837644E-07 , -2.54910360370012082E-07 )
( -1.39695997605822738E-07 , -1.51048961418224062E-07 )
( -7.95812889219602531E-08 , -4.21056951959377988E-07 )
( -6.03239164495091689E-07 , 1.66132005600651034E-07 )
( 2.78809874759351444E-07 , -5.40801655802586051E-08 )
( -4.82245364857703377E-07 , -6.80043211808095367E-08 )
( 8.79163889878202348E-08 , 1.77370665303670930E-07 )
( -3.59571460788424447E-07 , -2.23521320535339702E-07 )
( -2.57702529249601922E-07 , 2.89660917173502105E-07 )
( -1.69607161341762064E-07 , -1.93516713704196580E-07 )
x=0,y=2,z=0,t=0
( -2.12978615944836557E-07 , -1.31529215061134363E-07 )
( -1.06840557132251414E-07 , -3.92115893034076636E-08 )
( 2.38776063494122530E-07 , -4.70366134222811224E-07 )
( 7.07194575337713407E-08 , 6.68055956345374570E-08 )
( -4.51301548366782579E-08 , -1.44423471052740570E-07 )
( 2.80292420782609938E-08 , 8.09615100870979395E-08 )
( 2.44080843140099236E-07 , -1.74142041550002913E-07 )
( 2.07578712517329022E-07 , -3.86715493106029911E-07 )
( -1.04298597913155800E-07 , 2.11571088511454015E-07 )
( 4.42217625482772688E-07 , -2.68570272238365219E-08 )
( 1.60747826235147168E-08 , 1.35555533472916891E-07 )
( 1.20903689861074654E-07 , 1.84345811635605031E-07 )
x=1,y=2,z=0,t=0
( -4.95853345881738687E-07 , 4.70522259797738537E-07 )
( 2.48326922053881783E-07 , 1.41550764643807944E-07 )
( 3.25640601567779796E-07 , -2.13955603023067913E-07 )
( 3.77302081565109679E-07 , 1.36619190060179588E-07 )
( 1.09144430107603875E-07 , 4.06205150467108778E-07 )
( -4.58812631690825122E-07 , -1.51085452568304928E-07 )
( 3.78699361357000334E-07 , 3.34433489595049342E-07 )
( -4.28276506471267743E-07 , -2.09372883459524695E-07 )
( 3.20382938428452907E-07 , 5.66676221161690271E-08 )
( -4.85015172672144355E-07 , 1.55853723900293229E-07 )
( 4.22612428059799113E-07 , 4.24953354870124489E-07 )
( 1.01542225669113140E-07 , 5.79386675662629756E-10 )
x=2,y=2,z=0,t=0
( 5.40854469405187198E-07 , 2.51135656613240501E-07 )
( 1.67874483249807847E-07 , -3.00020988416836077E-07 )
( 3.01757607923735829E-07 , 1.25726402756825923E-07 )
( -4.33423972414768193E-07 , 4.72448470409013662E-07 )
( -4.46236015170959837E-08 , 9.14457068307590594E-07 )
( 8.89523159602986355E-08 , 1.17103452719713742E-07 )
( -2.05921011034696106E-07 , 3.57201120136377686E-07 )
( -7.32711326131543496E-08 , 4.90864759958124066E-07 )
( 5.03434359815241298E-07 , 5.22212076672809734E-07 )
( -1.51239109065791716E-07 , -9.43931734536479593E-08 )
( 2.91456548185710401E-07 , 8.20162767151797422E-08 )
( 5.09932919302463463E-08 , -4.51668199797918376E-08 )
x=3,y=2,z=0,t=0
( 1.55322392674790795E-07 , -2.39194070757264349E-07 )
( -5.81645102378251474E-08 , -3.14063900777912842E-07 )
( -1.84247847675065775E-08 , 2.77359975821731655E-07 )
( -3.80478768397216876E-08 , 2.32421211680292406E-07 )
( -1.52571732652482137E-07 , -6.53250351663347506E-08 )
( -4.67753321706688872E-07 , 2.78579106201231718E-07 )
( -2.74987110840060782E-08 , -9.62278917509202592E-08 )
( -3.47541115211643909E-08 , 1.47633766903729900E-07 )
( -1.04101192694239925E-07 , 2.91288104444113153E-09 )
( -1.50502395982402216E-07 , 1.11537974718839210E-07 )
( 1.45736877971660776E-07 , -2.29621383775519598E-07 )
( -5.20914034935378344E-08 , 3.02247369041769400E-07 )
x=0,y=3,z=0,t=0
( -4.15125095280945986E-07 , -3.96893186182922501E-07 )
( -1.24096601986386157E-07 , -2.43421128950735781E-07 )
( -7.28258950260301391E-08 , 1.20678917504719863E-07 )
( 7.05699952732954296E-08 , -2.12121891463916293E-07 )
( -2.49867567290619031E-08 , -5.13673733581407262E-08 )
( -9.71093655623023722E-08 , 2.65698416201448762E-07 )
( 2.92992129983772889E-07 , 2.05648960639838105E-07 )
( -2.16914679554318617E-07 , -9.46477293324044990E-08 )
( -1.58719028397764027E-08 , 6.55328258413236498E-08 )
( -1.85896340947114709E-08 , -2.11118440443668876E-07 )
( -3.22129145870577984E-07 , -1.72297829929303815E-07 )
( -2.24395025051332873E-07 , -1.25318985044216719E-07 )
x=1,y=3,z=0,t=0
( -1.14203231455696206E-07 , 6.24253790639511098E-08 )
( 3.98531959701400053E-07 , -3.69966165593050841E-07 )
( 7.66938141612340172E-08 , -2.06677620118164369E-07 )
( -1.75049937276720534E-09 , 8.54085504287859213E-08 )
( 1.77120750155737286E-07 , 1.36678586476923869E-07 )
( 3.10006795118263894E-08 , 7.72283530658016405E-08 )
( -4.00834521058175505E-07 , 1.08449224783417199E-07 )
( -8.78473297570153229E-08 , 3.66757355734995764E-07 )
( -2.02899892903190996E-07 , 2.25906263491965880E-07 )
( 2.96170431202294086E-07 , -1.76148058026619912E-07 )
( 3.84335881529685912E-07 , -2.02107736247259182E-07 )
( -2.65866722636037680E-07 , 1.76802089063936379E-07 )
x=2,y=3,z=0,t=0
( -1.34493860199197990E-07 , 8.17089664805660224E-07 )
( -1.29642994142962747E-07 , 4.26764193149593385E-07 )
( -4.58252926436112691E-07 , 2.14720862822715276E-07 )
( 2.73879717831233077E-07 , -3.24537660771006818E-07 )
( 2.88084296129350126E-07 , 4.73991325846581810E-07 )
( 4.58558918424016902E-07 , -5.02665696200017134E-07 )
( -2.13966925884340876E-07 , -2.40669265804888907E-07 )
( 1.21532147342676082E-07 , -5.34245479599240044E-07 )
( -5.38751552540868172E-07 , 2.41090354611703065E-08 )
( 3.11102420982082984E-08 , 3.04451002366772027E-07 )
( -1.33390997133541860E-07 , -1.04845269454890528E-07 )
( 2.46932606594114870E-07 , -1.39488283915533540E-07 )
x=3,y=3,z=0,t=0
( 1.20786384890917536E-07 , 2.62807965405933273E-07 )
( 5.16781599430278896E-07 , -3.20768842657689228E-07 )
( -6.10357819767515741E-08 , 2.36972467924014940E-07 )
( 9.66727410283132624E-10 , -6.23434579495029512E-08 )
( -2.67920536687771078E-07 , -1.26816323300542665E-07 )
( -1.03971131065124509E-07 , 1.23207460455299427E-07 )
( -2.34181014375878860E-07 , 1.13072717707425879E-07 )
( -1.08133474299448175E-07 , 1.65821315845747354E-07 )
( -3.41039111209944415E-08 , -3.40154859063600457E-07 )
( 2.86398192244325836E-07 , -5.82746525733137927E-08 )
( -4.03715985759006119E-07 , -2.01856504136438988E-07 )
( -1.81150725236685080E-09 , -4.83071569479554980E-07 )
x=0,y=0,z=1,t=0
( 3.81740759112501251E-07 , -3.03872130147022875E-07 )
( -4.78368230673901212E-07 , 9.12962097315622556E-08 )
( -4.90373512901718715E-07 , -8.01718228398944510E-07 )
( 6.79499762251808919E-07 , 1.03163715931872173E-07 )
( 1.43657290325568767E-08 , -6.12471537844385938E-08 )
( -7.26390407178863688E-07 , 8.85516901936870386E-08 )
( -1.89450528809220446E-07 , 7.87596280895385152E-08 )
( 1.27972592737570965E-07 , 3.54684247667648360E-07 )
( 1.12128123082608787E-07 , -2.31092534011028760E-07 )
( -1.30537199151250921E-07 , -2.73423608434456097E-07 )
( 8.97461642306328054E-07 , -4.32803104818365588E-07 )
( -2.21995486074379750E-07 , 1.36847397795980675E-07 )
x=1,y=0,z=1,t=0
( 1.84204166926973395E-07 , 1.40762478973135203E-08 )
( -4.22992428431530118E-08 , 2.32599283500514361E-07 )
( -3.45864223911392464E-08 , -1.92945633621914570E-07 )
( -2.12748167257884307E-08 , -1.07581913485464776E-07 )
( 1.39156831987075739E-07 , 2.81732591708156255E-08 )
( 3.34657725884486481E-08 , -1.46720790961729851E-07 )
( -2.59498714054934250E-08 , 4.21555529426041325E-07 )
( -1.97881162957621439E-07 , -3.23588015109950488E-07 )
( 9.45173245680609877E-08 , 2.65865489213978177E-08 )
( 2.96646934312269332E-07 , -6.78671270853095085E-07 )
( -1.38701530293891696E-07 , -3.72672138578768972E-07 )
( -1.94463578945102810E-07 , 3.32180568972316740E-07 )
x=2,y=0,z=1,t=0
( 1.96317532472557373E-08 , 3.28812498964558557E-07 )
( -2.21950767054830324E-07 , 3.96399205822918611E-07 )
( 8.30986700063801326E-08 , -1.02680403560302868E-07 )
( 1.00226722989297966E-07 , -1.55518070816871235E-07 )
( 4.00368727189660913E-07 , 4.17270159928933487E-07 )
( 2.17490177876213025E-07 , 3.86891758899127714E-07 )
( 1.27698250835879393E-10 , 1.71943603787556077E-07 )
( -1.78904404784908303E-07 , -1.52536446782230573E-07 )
( -3.35757252855113848E-09 , 4.41296911600118534E-07 )
( -2.33197097826209861E-07 , 1.36075629644513707E-07 )
( 1.21855949374590451E-07 , -3.54518153554970241E-08 )
( -4.35017627675817474E-07 , -5.39765726960603458E-08 )
x=3,y=0,z=1,t=0
( -5.65665284696298353E-07 , 4.34783537681490309E-08 )
( -1.37448415831526974E-08 , 3.29532428823930315E-07 )
( 1.17116571312821716E-08 , 1.80528236850437751E-08 )
( -1.11243221883511685E-07 , 1.34407332768082284E-07 )
( 6.64546877773864817E-07 , -4.28244205847312186E-07 )
( 3.81100331137987200E-08 , -3.96145680903757245E-08 )
( 1.08107376334420351E-07 , 1.03326471425309294E-07 )
( -2.18860339476979712E-07 , 2.29017658584109152E-07 )
( -1.29751265993782560E-07 , 1.66244917208277839E-07 )
( -1.84604519740511943E-07 , 1.64814578385369698E-07 )
( -2.75361224515885038E-08 , 3.29197252061700309E-07 )
( 2.31659520466220384E-07 , 1.31009114116421603E-07 )
x=0,y=1,z=1,t=0
( 6.43465483235598936E-07 , -1.02573829201280271E-07 )
( -8.78231738124898424E-09 , 1.18726047267134987E-07 )
( -3.30662390576842048E-07 , 2.34519458800275833E-07 )
( -6.65288432133952464E-08 , -3.69995210203815125E-07 )
( 6.12269425972372907E-08 , 1.98780348107853793E-07 )
( -1.66506043702427184E-07 , 3.25068020068274193E-07 )
( -4.58171381438950856E-07 , 6.75738166165779547E-08 )
( -8.26661585337634213E-08 , -1.17508239264014164E-07 )
( -7.19402096504363468E-08 , -4.50336696434288324E-07 )
( -6.84627974727399410E-08 , 7.73900114514676414E-08 )
( -3.03459062820774268E-07 , -4.04038303902623715E-09 )
( 9.80278965946824061E-08 , 4.07413521662151735E-07 )
x=1,y=1,z=1,t=0
( -2.38348970686229390E-07 , 7.31173388987599398E-08 )
( -3.20034434657316127E-07 , 6.44670251155243112E-08 )
( 2.04310047941733024E-07 , 1.21947895386557876E-07 )
( 3.60721767411753907E-07 , 9.75925450528886939E-08 )
( -6.63163199829628115E-08 , -3.13365005748720578E-07 )
( -3.32731307427045126E-08 , -7.56442905980963354E-09 )
( -2.98477065115984331E-07 , -3.37191702022327680E-07 )
( 6.04127509334791374E-09 , 3.78679341557882149E-07 )
( 1.46349201645346194E-07 , -4.83571561148999534E-07 )
( -8.66780459561429221E-08 , 1.74840468266663680E-07 )
( -2.03485705740087244E-07 , -2.10429159513082987E-07 )
( 2.00991501180365310E-07 , -7.04069654129971931E-09 )
x=2,y=1,z=1,t=0
( 4.51933378931096066E-07 , 5.08163334860715642E-07 )
( -2.23867695839156979E-07 , -7.31181906274551217E-08 )
( -1.19399951429479484E-07 , 3.49688089821821679E-08 )
( 3.21954502296257787E-07 , 1.00885513451340475E-08 )
