index: 0
( 4.99286369104407456E-04 , 1.02243370754229873E-03 )
( 5.19585780435157050E-03 , 2.88856294251395047E-04 )
( 7.52657003753963525E-03 , -2.61430693450230220E-03 )
( 9.50097370648013049E-04 , 5.42132717984209617E-03 )
( -2.23522232027640027E-05 , 1.64015081128662983E-03 )
( -6.23452165074093209E-04 , -1.24063074035031941E-03 )
( -1.67224557077968712E-04 , -3.65004471085975807E-03 )
( -2.00713198184774688E-03 , -1.94250439812372871E-03 )
( -3.96006432248971734E-03 , -8.49642543158184507E-04 )
( -4.29950310369843318E-03 , 9.27294324132939729E-04 )
( 1.23052992870161470E-03 , -7.90099597617561177E-03 )
( 1.64235128229709175E-03 , 3.58995244537010190E-03 )
index: 1
( 3.59896855194258031E-03 , -1.64903460577210063E-03 )
( 3.18752181920330677E-03 , -2.00381015357857994E-03 )
( -4.62785972224980923E-04 , -1.27646838674684506E-03 )
( -3.85576450845676998E-03 , -3.86364816959225681E-04 )
( -8.44221253837537482E-03 , 7.45664453627055781E-04 )
( 4.42334106078569496E-04 , 4.14690905581112726E-03 )
( -4.41407083209120147E-03 , 4.67882240829693447E-03 )
( -1.93265302610737592E-03 , 4.27398509169539531E-03 )
( 1.58177926404539509E-03 , -2.59898668920499317E-03 )
( -1.64647054244090266E-03 , -6.00077506795478055E-04 )
( 8.56964124530399654E-04 , -6.07671400994942625E-03 )
( -2.96779851272760669E-03 , 2.08998928144563849E-03 )
index: 2
( -3.57919374525988293E-03 , -6.24989042797940986E-03 )
( -1.05501187981122584E-03 , 1.74370837091194250E-03 )
( -3.63545099059091673E-03 , 2.35749501159048577E-03 )
( -1.96762757780884591E-03 , -1.86174353564505122E-03 )
( 4.25719427122076000E-03 , 2.12164131750637933E-03 )
( -2.77548948710621898E-03 , 9.25544365797649807E-04 )
( 1.30614104700058336E-03 , 3.39454985720111799E-03 )
( 2.76689021893595198E-03 , 1.58379715917751889E-03 )
( 2.31418600531999377E-03 , 2.03194546534488357E-03 )
( 2.16677887502755503E-03 , -5.43835291879481153E-03 )
( -8.68877393508292462E-04 , 4.04111333842261614E-03 )
( -3.30050363519707136E-03 , 3.74399322244594766E-03 )
index: 3
( 5.41612383605096295E-03 , -1.31936840664629933E-03 )
( 3.86842784081405187E-03 , 3.34147345272142260E-03 )
( -1.13711594209741544E-03 , -1.82762285983346603E-03 )
( -4.04533179899669703E-04 , -1.03842515064066156E-03 )
( 1.49645606740688515E-03 , 9.92992417134815671E-04 )
( -1.53749078983227540E-03 , -2.18693757372192491E-03 )
( -3.45759793439090555E-03 , -1.75011872968125655E-03 )
( -2.26419349620425028E-03 , -6.43195084097129702E-04 )
( 2.03606291615718782E-03 , 1.79015886830436594E-03 )
( -8.80869091128308294E-03 , 4.29544214418079405E-03 )
( 2.72009835766911070E-03 , 1.07010006121760134E-03 )
( -3.93428157333203764E-03 , -1.62670817388739958E-04 )
index: 4
( 3.83026319528578275E-03 , 2.60106901052572538E-03 )
( -1.75462446599499822E-04 , -3.18711091690782652E-03 )
( -6.78657423020232603E-03 , 7.35878134506074712E-04 )
( 2.15170548774185153E-03 , -2.53464946818436360E-03 )
( 3.50649748860403041E-03 , -3.90148989883287896E-03 )
( -7.44930245167782328E-03 , 4.11541617721812320E-03 )
( -8.90736389686315596E-04 , 6.56541670161019195E-03 )
( 3.65019533667247436E-03 , 4.10912531729351344E-03 )
( 1.79026612649859111E-03 , -9.54606010117425006E-05 )
( -2.11948121187619529E-03 , -1.77291208859444360E-03 )
( 2.84420080122749263E-03 , -7.74003318385549366E-05 )
( -1.54244316274518463E-03 , 9.34872441412826108E-04 )
index: 5
( 5.14667793198702195E-03 , 3.57460604390564488E-03 )
( 5.35485121518629661E-03 , 1.32010621561883456E-03 )
( 1.90850409445172129E-03 , -2.66524444151741181E-03 )
( -1.11696370172729596E-03 , 2.21503017943542073E-03 )
( -1.72534478411643212E-03 , 6.16543741620994255E-03 )
( -2.82217880561143591E-03 , -7.08850863256883269E-03 )
( 5.31322696285593202E-03 , -1.85031096611295849E-03 )
( -1.72478781583758974E-03 , -3.70204600478329991E-04 )
( -2.13323149806824309E-03 , 2.17519270322433927E-04 )
( 3.17247074609768422E-03 , -4.99071690989052845E-03 )
( -1.33763818608568716E-03 , -1.71953033205858650E-03 )
( 3.04924487093923783E-03 , -3.60343050882540837E-03 )
index: 6
( 1.68572440473303701E-03 , -1.20714450725381410E-03 )
