index: 0
( -5.52970417851828336E-03 , 8.56868932884640930E-03 )
( -9.88834003511303641E-03 , -1.28364916284088876E-02 )
( 1.72910890202726646E-02 , -1.09278034734941257E-02 )
( -4.10358890557768925E-03 , 4.41699715774444661E-03 )
( 1.20742587774775520E-02 , 1.91924871125093675E-03 )
( 3.86318228728461163E-03 , -1.79004109438179043E-02 )
( -6.69798028268378531E-03 , 1.14701800199071974E-04 )
( 3.47773413336247440E-03 , 4.49927339361117298E-03 )
( 1.65104104031078038E-02 , -1.84064938624037208E-02 )
( -5.92875205496439309E-03 , 9.93552978010899673E-05 )
( -1.45079983157798999E-02 , -2.07998761655600398E-02 )
( -4.61024414226266768E-04 , -6.87016004202962473E-03 )
index: 1
( -3.75663881119706793E-03 , 2.09203815042062063E-02 )
( -4.84016354424878642E-03 , 1.79115877469567843E-02 )
( -5.82224767010693436E-03 , 5.32765040739999109E-03 )
( 9.42513106735396074E-03 , -2.10323200940268421E-02 )
( 4.44660552989106003E-03 , -1.19926201746029890E-02 )
( 1.00377426669874190E-03 , -6.54837842945061015E-03 )
( -4.42958420825959563E-03 , 4.62773530563936192E-03 )
( 3.83213889891585984E-03 , -1.82195688045388542E-02 )
( 3.35647690726662354E-02 , -6.59315918720775052E-03 )
( 2.72969058456857400E-03 , 1.90721799785881253E-02 )
( 1.71258758727558386E-02 , -3.58233850916823970E-02 )
( -6.22045050423956219E-03 , -1.20619437325241996E-02 )
index: 2
( -4.94390041770650240E-05 , -1.47151558890777859E-02 )
( 8.41327324104053711E-03 , 2.98092875024391548E-03 )
( 5.09518704592020616E-03 , 3.32680210671967708E-02 )
( 1.54505446978489940E-02 , -1.98915195118397892E-02 )
( 5.22079742553183297E-03 , -3.19341792971315902E-02 )
( 4.86697502180408019E-03 , -1.58278440438664042E-02 )
( 2.43456564736241159E-03 , 1.91807589530956293E-02 )
( -1.28737563805779356E-02 , 1.33587863183984388E-02 )
( -4.96025695565664552E-03 , 3.65764298722384695E-04 )
( 6.47732766087965282E-03 , -1.26956025187242201E-02 )
( -2.76170633129136939E-03 , 1.00392779525419942E-02 )
( -3.18181456781981148E-02 , -2.81521293939155925E-02 )
index: 3
( -7.95673997479028235E-03 , -1.11594319318195218E-02 )
( -1.79793494911553112E-03 , 1.19395786381416326E-02 )
( 4.40706675718411864E-03 , 1.19162542124297416E-02 )
( -1.55784842520645030E-02 , -8.77824267024359534E-03 )
( -3.04172441617539535E-02 , -8.72607168716924182E-03 )
( 9.05140731413482322E-03 , -5.37842107720662432E-03 )
( -3.07254731444537438E-03 , -2.30302218843522755E-02 )
( 9.04448988552115571E-04 , -2.17116101547765866E-02 )
( 6.39289082739679434E-03 , -1.03102838915184857E-03 )
( -2.27531772141332175E-02 , 9.94962630889215105E-03 )
( 1.29105303554172008E-03 , 1.53423540046690437E-02 )
( -3.44012912396184480E-03 , -1.60525254293033721E-02 )
index: 4
( -1.03557251998848982E-02 , 1.90479152742865990E-02 )
( 4.30142365310564375E-03 , 7.13144422667146352E-03 )
( -1.51640763972986734E-02 , 1.20543733748878605E-02 )
