x=0,y=0,z=0,t=0
( 2.70051753111063934E-03 , 3.35738239319732443E-03 )
( -6.56346297315852679E-03 , -3.03536932612420316E-03 )
( -6.30437273234858752E-04 , -3.22726730239085088E-03 )
( -5.51163720828479545E-03 , 2.62771304805770782E-03 )
( 1.03028144455677233E-03 , -1.03679070513410781E-02 )
( -3.60863124943601758E-03 , 5.99538240419283941E-03 )
( -4.72837548283402444E-04 , -3.97110621953751866E-03 )
( 3.95468917783857454E-03 , -5.55085952168738773E-03 )
( -1.91992599853492766E-04 , -5.55892110290935604E-03 )
( 3.32627169593551885E-03 , 2.47057860963177884E-03 )
( -8.14964542567713683E-04 , 3.72830220295934482E-03 )
( -6.59827997273601096E-03 , 3.73303291685117425E-03 )
x=1,y=0,z=0,t=0
( -9.45643120749043928E-04 , -3.72433965218196697E-03 )
( -4.09298603536226678E-03 , 1.07323695269956462E-03 )
( -1.25614303588672867E-02 , 4.45225116444375544E-03 )
( -1.39119047073807010E-03 , 2.81570864336944506E-03 )
( 1.37666270681457981E-03 , -5.62928400317783302E-03 )
( -9.75435541010495274E-03 , 1.57235230193466385E-03 )
( 7.08920815340640872E-03 , -1.54616773719761912E-03 )
( -1.60136983281868126E-03 , -2.94750341061109241E-04 )
( -7.61656792333326171E-03 , -6.93125836432766183E-03 )
( -7.03706247521743242E-03 , -5.03683221171925474E-03 )
( 9.02027854819862501E-03 , -5.11264095838427721E-03 )
( 1.29913346758917577E-03 , -1.39334264721503081E-03 )
x=2,y=0,z=0,t=0
( 1.39180155777990909E-03 , 3.91910195162816118E-04 )
( 4.54139772753148034E-04 , 5.27157349089188952E-03 )
( 4.45081290108822070E-03 , 8.86927465208228044E-03 )
( -5.92172984618307991E-03 , 2.85005598841419489E-03 )
( -7.32957393074519861E-03 , 1.10686683051970007E-03 )
( 3.77144566135472490E-03 , 2.52579831192187559E-03 )
( -2.27312733646929015E-03 , -7.61895413607744862E-03 )
( 3.28908592866094000E-03 , 6.75917261529569106E-03 )
( 8.48627537028847148E-03 , -2.85654552051043623E-03 )
( -1.73326272268447277E-03 , -9.32352574608765437E-03 )
( -1.14797627795565002E-03 , -1.25360819257816459E-04 )
( 4.16285654134938843E-03 , -4.43831103837163433E-03 )
x=3,y=0,z=0,t=0
( 6.30474877807108737E-03 , -4.85618868892447389E-03 )
( -2.15958559893482914E-03 , -7.00907377051992932E-03 )
( 3.55066124840899703E-03 , -6.30204975730644205E-03 )
( -5.07024080912836430E-03 , 9.26413146139973102E-03 )
( -9.15028955306286247E-04 , -5.02808226012704286E-03 )
( -1.10982446637075292E-03 , 1.05183918057435398E-02 )
( 1.59251876893813475E-03 , 9.70597659409482352E-03 )
( 5.85110281533215114E-03 , -3.33926650978768344E-03 )
( -1.11241995971829485E-02 , -3.08804013270792647E-03 )
( -5.12324733382469883E-03 , 2.56315495879146441E-03 )
( 4.47794483997049700E-03 , -5.56399514766297253E-03 )
( 1.21676285739165356E-02 , 8.71885440069481397E-03 )
x=0,y=1,z=0,t=0
( -4.62008475809475190E-03 , 7.69176963350281639E-03 )
( 2.93957366474745588E-04 , -3.01286628051781547E-03 )
( -4.32551884155127526E-03 , -8.91974446679111299E-03 )
( 5.14158008976800442E-03 , 5.17672742861478765E-04 )
( -3.49563933430148714E-03 , 2.41799016303648195E-03 )
( -1.50309429636900048E-03 , 6.96754787436496166E-04 )
( -4.57281499709597406E-04 , 1.28809512336121356E-04 )
( 9.89214464664310913E-04 , -4.20011383275654439E-03 )
( -3.24989362345464491E-03 , -3.64013130720357032E-03 )
( 3.21042626151212896E-03 , -8.76892435351302700E-03 )
( 2.32884313140433764E-04 , -5.35092024669424435E-03 )
( -8.61495532044136061E-04 , -5.57700672186569636E-03 )
x=1,y=1,z=0,t=0
( -9.89140334887979138E-03 , -9.42294542204455236E-03 )
( 1.28222058019211325E-03 , 1.84586208046829086E-03 )
( -8.39705836162702758E-03 , 2.44576997745758404E-03 )
( -1.41368364778711756E-03 , 9.47613459276452951E-04 )
( -4.81615973224788080E-03 , 1.30366637428852832E-03 )
( 2.43847130389968601E-03 , 3.96880455240972325E-03 )
( 7.90658910771585739E-03 , -6.94782833569394017E-03 )
( 2.92308169373600279E-03 , 2.14156941348196943E-04 )
( 1.67018506417768837E-04 , 2.86817447675697963E-03 )
( -2.41786551496987745E-03 , 5.90498435254858609E-03 )
( -6.26709854416891113E-04 , 1.44246835903296625E-03 )
( -8.67343407115696990E-03 , 1.31470236423429192E-02 )
x=2,y=1,z=0,t=0
( 7.87937293788228826E-04 , -9.66682029229291038E-04 )
( 1.75641650887688834E-04 , -5.48526878473205946E-03 )
( 6.88009797998126449E-03 , -1.33843181277651445E-05 )
( -2.70836695593391821E-03 , 9.72478982027150281E-04 )
( -4.75012009001984925E-03 , 5.69324619801095388E-06 )
( 4.00573125181716023E-03 , 2.87237928291928044E-03 )
( 1.97558476867508090E-03 , -2.36768029039994936E-03 )
( -1.07222633095988441E-03 , -2.48061784030566192E-03 )
( -6.34109692980452510E-03 , -3.53565338811235187E-03 )
( -4.84105083555018325E-03 , -3.94865210767608200E-03 )
( 3.60179904037149449E-03 , 2.38431064809495850E-03 )
( 2.52495120895880436E-03 , 1.20755263859811581E-02 )
x=3,y=1,z=0,t=0
( -2.06843393012793274E-04 , 8.19518845591378151E-04 )
( 9.28152201289077390E-03 , 4.37576049025286372E-03 )
( 1.27411137312542014E-02 , -5.20988381110205206E-03 )
( 4.77160597744511264E-03 , 3.35709550121849384E-03 )
( 2.70835351251007186E-03 , 5.18836312421931505E-03 )
( -5.54723796202264210E-03 , -9.30164115711967429E-03 )
( -9.65160027423687950E-04 , -9.75417951707091297E-04 )
( -1.45632509826662277E-03 , -3.59411227042150030E-03 )
( 4.79190718940742527E-03 , 1.07976304843737138E-03 )
( 8.74828419661205330E-03 , 3.29684903510619846E-03 )
( -9.06320548218865442E-04 , 4.35885759818041216E-03 )
( 1.42645316340178456E-03 , -1.08861107189877643E-02 )
x=0,y=2,z=0,t=0
( -8.97000114089190753E-03 , 2.03004635606701938E-03 )
( -7.51391122760841287E-03 , 5.92910446711784108E-03 )
( -7.66349635634853196E-03 , 4.94527535894443001E-04 )
( 2.51474214096076469E-03 , 3.03504741389027093E-03 )
( -2.37048427503966895E-03 , 2.57743980927219564E-03 )
( -6.82731708706416952E-03 , 8.51245683016258609E-03 )
( 6.94564576032152652E-03 , -3.49525300226638481E-03 )
