index: 0
( 3.60912282490647153E-11 , 7.03081104364286549E-11 )
( -2.58126590946435940E-10 , 1.25278233051190551E-10 )
( 4.95204710154939405E-11 , -1.41594264285493277E-10 )
( -1.61582295455260802E-11 , 4.34546208504024098E-11 )
( 7.36290912925498015E-11 , 2.42927748005780442E-11 )
( -1.16572305185424991E-10 , -8.67404315453431681E-12 )
( 1.72984562561538270E-10 , 1.05870182170374346E-10 )
( -4.36380815432713800E-11 , -1.48737160038946568E-10 )
( 6.36222595621627374E-11 , -1.11379732358488350E-10 )
( 2.06294550928251662E-10 , 6.61049513803759463E-11 )
( -1.86971023411065290E-11 , 9.77601412774738244E-11 )
( 1.34979881984139127E-10 , -5.16210488654410724E-11 )
index: 1
( -1.30497458655175934E-10 , 3.84128737333675040E-11 )
( -5.52725926609548464E-11 , -1.03012774457325892E-10 )
( -1.49786055869285280E-10 , 1.13711328310851855E-11 )
( 9.47883551814519711E-11 , -1.99753611837312598E-11 )
( 2.33704295960445544E-10 , -7.48343899580519677E-11 )
( 5.46194169658654944E-11 , -1.17154929508423694E-10 )
( -1.96708697997593159E-10 , -1.08952176937800470E-10 )
( -3.50040998290566921E-10 , 5.45734975222368555E-11 )
( -2.38726309384172269E-10 , -7.04099550128869817E-11 )
( 8.94331309512451988E-11 , -3.66989206350848694E-11 )
( -4.09432011787462559E-11 , -6.20383187514521740E-11 )
( 1.06196520546598428E-10 , -1.23697426249407670E-10 )
index: 2
( -7.07848836956005996E-11 , -2.28561190690910813E-10 )
( 2.46033071732237078E-10 , 2.95609899553134435E-11 )
( -4.13128396580854450E-11 , 1.57782209544633163E-11 )
( 9.83463654773051501E-11 , 1.61453186686157342E-10 )
( -6.82984039140986333E-11 , -5.94632735422016305E-11 )
( -1.85918580603495954E-10 , -1.60660845786502255E-10 )
( -1.28898892365331138E-10 , -2.99270020080505692E-10 )
( 1.61959709718249672E-10 , -2.85421537822289891E-11 )
( -2.44698887358675572E-11 , 8.85218158961798083E-11 )
( 1.06980636778258586E-10 , 7.26250198549647685E-11 )
( -1.10529484115508823E-10 , 7.11358222736406052E-11 )
