index: 0
( -2.50430270017758633E-06 , 1.38550209061207180E-06 )
( -1.66705579056402487E-06 , 1.88074857637677516E-06 )
( -7.33529841698775484E-07 , 3.94262429802972789E-07 )
( 1.35321906029873870E-06 , 8.72356608641528184E-07 )
( 6.67793780989612600E-07 , -8.25980254043139769E-07 )
( 1.80023045667771623E-06 , -1.35939958697214357E-06 )
( -7.57919053650466199E-07 , -9.32503500710263129E-07 )
( 1.65452932861831868E-06 , -8.78708509897568206E-07 )
( -2.89531437534426912E-07 , 2.87936236308160725E-07 )
( 2.15094789673977456E-07 , 1.54079241120306369E-06 )
( 2.28545333601923770E-07 , 4.85453064416808654E-07 )
( -2.22880483464321661E-06 , -2.63326727831803032E-07 )
index: 1
( 3.43523698932111822E-06 , -2.65164724329207147E-06 )
( -8.69396897698504724E-07 , 2.33204852654259737E-06 )
( -9.69533017024765350E-07 , -1.88832028696007277E-06 )
( 1.24663901909995628E-07 , -1.78702211931223274E-06 )
( -1.40232309885967093E-06 , 1.61454749665250239E-06 )
( -5.86598372075873978E-07 , 1.53242547391913568E-06 )
( 2.31033372999589644E-06 , 1.79179510173366421E-06 )
( -8.18886078908885738E-07 , 7.19342706142331979E-07 )
( -4.88742045679383979E-07 , 6.68340970588190888E-08 )
( 2.67989129853238641E-06 , -2.21497645061332627E-06 )
( -1.07097299989381880E-06 , -2.95710160307912190E-07 )
( -3.87839526649490344E-07 , 1.06002013297053246E-06 )
index: 2
( 2.81241977766713121E-07 , 1.90842383142955324E-06 )
( -4.69609962714716503E-07 , -3.40306154294804175E-06 )
( 5.40013889552944168E-07 , -2.03674766591155645E-06 )
( -6.31312143213938603E-07 , -2.05636353417731786E-06 )
( 1.08280958595194028E-06 , 1.67019978914085913E-06 )
( 7.96783205810827051E-07 , 3.00288663132656421E-06 )
( 2.51070809139573906E-06 , -1.25437048899780280E-06 )
( 1.09214780293891788E-06 , -6.83921387234889755E-08 )
( 1.75052276585585808E-06 , 2.93755460255547225E-06 )
( -3.72196090342245202E-06 , -1.18020040126937873E-07 )
( 2.99893148914542113E-06 , 6.94998867052802481E-07 )
( 5.36702088275550656E-07 , -2.17307371738114180E-06 )
index: 3
( 3.84526245044353292E-07 , 1.83000454132361583E-06 )
( -1.72929162310603826E-06 , -3.15050844473419363E-07 )
( -4.44671933767455107E-06 , -2.98087184418253777E-06 )
( 1.56677219946051787E-06 , -4.80211764758338410E-06 )
( 2.39517880215669890E-06 , -2.35166432237242369E-07 )
( 4.56501369131875811E-06 , -2.13227990858373050E-06 )
( 1.50962348374756129E-06 , -3.26682711532286990E-06 )
( -9.29537490143775794E-08 , 4.07465707921305756E-06 )
( 1.65391019501620902E-06 , 7.37737438374191003E-07 )
( 2.90971914727551310E-06 , -1.56966678114625090E-06 )
( -6.80968573727145122E-07 , 1.96291563418752933E-06 )
( 5.66969442869197300E-07 , -1.84108090039233740E-06 )
index: 4
( 2.37032756779242615E-06 , -4.99850857923810559E-07 )
( 9.38832827585429556E-07 , -2.70304783647250345E-07 )
( -9.55710937616455952E-07 , -1.83153363791586676E-06 )
( 1.61915234509795526E-06 , 3.63085842657378520E-06 )
( -3.61173159348995543E-06 , 2.15403478290183578E-06 )
( -5.58822863106957138E-06 , 2.36274416851244643E-06 )
( -1.63086028439652964E-06 , 3.95248894880718766E-07 )
( -5.19835007077035868E-07 , 5.42763277228647968E-08 )
( 3.41049093074109763E-07 , -1.49829899527243287E-06 )
( -1.10120388628695195E-06 , 1.47278706674029641E-06 )
( -1.43979093270051011E-06 , -7.70394078553934111E-07 )
( 2.25210468941111884E-06 , 2.72972374445034332E-06 )
index: 5
( -1.60035594830513370E-07 , -1.19996669851760474E-06 )
( 7.37530760421452590E-07 , 1.68851481704769566E-06 )
( -2.53425333791853106E-06 , -6.69845929760389929E-07 )
( 5.97401494597115779E-07 , 1.68628693586926671E-06 )
( 1.23416305329142559E-06 , 8.91888566987957115E-07 )
( -4.98972991678611640E-08 , -1.25868398562990679E-07 )
( -8.56580331061082187E-07 , 2.72443011466837876E-06 )
( -1.45700529853951439E-06 , 8.45886132715070836E-08 )
( -1.32885903894550683E-07 , 1.11707776552093372E-06 )
( -6.22343016800836419E-06 , 2.63283037868019360E-06 )
( -1.54120222211435217E-07 , -8.32742039847540230E-07 )
( 1.27108609826650596E-08 , 6.91222976304561033E-07 )
index: 6
( -2.24175581311334019E-06 , 4.33709461119792363E-07 )
( 5.17731817670150489E-07 , -1.58016058193382585E-06 )
( -1.00501429771293323E-06 , 5.99967993827127902E-07 )
( 1.96813049615347171E-06 , -1.18007215458553327E-06 )
( 1.09687197051582252E-06 , -1.76304675102560768E-06 )
( -1.66615322291001002E-06 , 1.05576822167323189E-07 )
( -5.55353887974313204E-06 , 7.57444104389652463E-07 )
( -1.18325159646971485E-07 , -4.22032159028369741E-06 )
( -7.42110315209336355E-07 , 2.71646593441488822E-07 )
( 5.81245544813151288E-07 , 1.07262964296303270E-06 )
( 1.99736447491866252E-07 , -2.74136877173855262E-06 )
