x=0,y=0,z=0,t=0
( -6.04466049627378749E-07 , 3.44759423349591447E-06 )
( -1.73311186927299484E-06 , 1.22996500726843225E-06 )
( -2.08012176558095435E-06 , -1.84524507848081399E-06 )
( -2.66914654816266576E-06 , 9.18475624596185686E-07 )
( -2.91514491490222935E-06 , 4.72307139818235174E-07 )
( -2.59595241908647094E-07 , 1.97052113048662997E-06 )
( -1.49007956384212335E-06 , 2.20053607973808254E-06 )
( 2.27287196922838564E-06 , 3.20676733124910510E-07 )
( 1.63717000141888457E-06 , -2.12022101500149559E-06 )
( 2.17385763702612759E-06 , 5.39352351388629013E-07 )
( 1.13117094164726849E-06 , 4.36826553650728209E-07 )
( -2.66581937794363816E-06 , 7.09674707310262242E-07 )
x=1,y=0,z=0,t=0
( 4.16112436944692386E-07 , 1.97490087202795994E-07 )
( 8.87860288479781746E-07 , -2.64167672628595929E-06 )
( 1.26055162672360406E-06 , 4.65842071119924291E-07 )
( 2.30663247529921167E-06 , 3.27065832144367478E-06 )
( -1.85907210228762416E-07 , 1.12522687092292911E-06 )
( 2.59860594533025334E-06 , 1.78159024123716635E-06 )
( 2.04660969738563202E-06 , 2.11034646643928710E-06 )
( 7.05653423159758988E-07 , -1.42474887174822277E-06 )
( -3.99587531524312743E-07 , 1.01990868659905021E-06 )
( -2.00284082762350401E-06 , -2.87139696317251207E-06 )
( -4.13809654663958568E-07 , 4.80300021337612354E-07 )
( 2.11134648632586869E-06 , -1.37700048002266782E-06 )
x=2,y=0,z=0,t=0
( 3.53626674700786226E-06 , -4.96776795202861055E-07 )
( -2.07221443416675992E-06 , -2.54748218051720712E-06 )
( 1.05703835463019167E-06 , 8.18853085616905607E-07 )
( 2.57930107367132019E-06 , -1.61276667634964469E-06 )
( -1.59990297172235648E-06 , 1.41404834955271640E-06 )
( 7.47577184947397752E-07 , -2.13298395516646747E-06 )
( 1.15790521263074924E-06 , -1.17821315825031378E-06 )
( -5.37102917144715267E-07 , -9.10230152533444503E-07 )
( 3.12378341058809944E-06 , -4.31534711476525956E-07 )
( -1.77178163642360669E-06 , 1.76723702864781107E-06 )
( -9.43382670171146255E-07 , 1.24113014593279106E-06 )
( -6.90912129710994034E-07 , -2.12071949319757738E-06 )
x=3,y=0,z=0,t=0
( 1.93577556800495054E-06 , 2.55187558493550885E-07 )
( 1.89735477440305966E-06 , 8.24746257134166735E-07 )
( -3.15297388465811395E-07 , 1.89767858119708993E-07 )
( 8.31032352159982930E-07 , -2.43685173825917892E-06 )
( 1.31053857220643097E-06 , 4.63439618962376934E-07 )
( -9.11881845639428778E-08 , 2.59248479234445024E-06 )
( -8.18382095542930255E-07 , 6.10039593185975753E-07 )
( 6.46160975118020542E-07 , -6.64126859729915018E-07 )
( 1.40547283188195860E-06 , -2.21373259551197027E-06 )
( 3.48126002227521080E-07 , -1.41361404407047253E-06 )
( -4.92677489339163360E-07 , 1.90307166454100731E-06 )
( 3.37454282323303069E-07 , 1.39108162969722465E-06 )
x=0,y=1,z=0,t=0
( -3.05394687691280918E-07 , 5.15972302322469931E-06 )
( -1.01887543996899622E-06 , -2.79777262409161035E-06 )
( -2.48050966799384179E-07 , -1.70700173414645969E-06 )
( 8.11834575308022218E-07 , 1.58320037355989293E-06 )
( 1.33463443390980737E-06 , 1.88906750609437537E-07 )
( -3.26978943943827129E-06 , -1.19635889353176893E-06 )
( 1.06237450456260017E-06 , 1.80239344828241799E-06 )
( 2.00630837323768501E-06 , 1.59277138433823887E-07 )
( -1.09779097750798883E-06 , 5.75894275201052746E-07 )
( 4.08833674011183140E-07 , -1.25555940239890106E-06 )
( -9.99414645714760483E-07 , 4.81434839232644396E-07 )
( -1.32783111358766226E-06 , 3.00097637098209763E-06 )
x=1,y=1,z=0,t=0
( 1.98420444534369370E-06 , -2.02033189978828586E-06 )
( 3.37994756036044997E-06 , 8.21062452030352813E-07 )
( -9.12166582327943242E-07 , 2.97936249939429747E-06 )
( 1.97276921333381315E-06 , -2.41861834720191209E-06 )
( 9.64850605487753479E-07 , -1.14171233154380548E-06 )
