index: 0
( -9.91160500480957329E-03 , -6.35269078420797745E-03 )
( -1.22491100650622929E-02 , -7.16455718802417804E-03 )
( 8.39098426922155020E-03 , -1.14522833824759959E-02 )
( 5.10304941854566874E-03 , -1.64873748463529590E-02 )
( 1.15563346405320420E-02 , 5.92571160889482015E-03 )
( 3.18105580987169696E-03 , -1.05445813022676162E-02 )
( -9.25063542882703475E-03 , -4.41602515420281682E-03 )
( 5.25441747489289665E-03 , 8.97141307566774737E-05 )
( 1.68439917829040775E-02 , -2.21448943242677256E-02 )
( -8.05172258801360730E-03 , -5.50344831060872036E-03 )
( -7.66644551176096783E-03 , -2.22196987893513512E-02 )
( 1.13975160203470746E-02 , 5.30676028733009786E-03 )
index: 1
( 9.41000141149904434E-03 , 2.60231596197067067E-02 )
( -2.29377473193784556E-03 , 2.93179087324567690E-02 )
( -7.87985059285176495E-03 , 5.96721306167687050E-04 )
( 2.62317766267827421E-03 , -5.56642851914415648E-03 )
( 9.58683824970032669E-03 , -4.95663997824085170E-03 )
( 2.34325578785979372E-03 , -1.03634751038089550E-03 )
( 1.16834811437069204E-02 , -1.87903581455540949E-04 )
( 1.80065838382015841E-02 , -1.31066377622630660E-02 )
( 2.94277695720337705E-02 , -8.53607354798602974E-03 )
( 1.55901337697073698E-02 , 1.94511576036979911E-02 )
( 3.02390324842224320E-02 , -4.31042402784774306E-02 )
( -7.73087925810559025E-03 , -1.41672208518830618E-02 )
index: 2
( -1.03170033797161803E-02 , -1.20111033671669396E-02 )
( 9.03296390798859032E-03 , 2.15913580738788385E-02 )
( 8.64193921628991085E-03 , 2.75191219212031213E-02 )
( -2.25040839532997250E-03 , -1.46651888745215342E-02 )
( 5.52610580309623005E-03 , -3.42079612919691453E-02 )
( 1.39458856871996391E-03 , -1.35235942364483087E-02 )
( 3.91402992838781397E-03 , 3.20950209309910639E-02 )
( -1.25495033059909774E-02 , 9.92562025452860958E-03 )
( -6.14224681349948183E-03 , 2.67138147328219860E-03 )
( 1.03465407270088329E-02 , -2.10348290652088155E-02 )
( -2.21766055475805914E-03 , 1.06210742188139647E-02 )
( -2.75282573355096968E-02 , -1.47680783538023889E-02 )
index: 3
( -1.93060115459860911E-02 , -1.21576985215441635E-02 )
