x=0,y=0,z=0,t=0
( -1.32167654539285206E-10 , -4.26473920453047238E-11 )
( 3.87412136518349333E-11 , 1.01390548478635813E-10 )
( 1.06561524036494581E-10 , 3.08838972301137963E-12 )
( -1.53078435179930380E-10 , 2.82723807709106384E-10 )
( -3.89123868039970330E-10 , -6.66184035351825224E-11 )
( 1.18302991595804698E-10 , 2.64778596158611501E-10 )
( 3.95954249387762190E-10 , -1.22313476003307926E-10 )
( -1.44113020540222371E-10 , -1.49887117059088195E-10 )
( -2.91562673241420169E-10 , -8.69872926417748400E-11 )
( -4.97271815767098840E-11 , 1.17328951759362936E-11 )
( 2.77542895063383829E-10 , 4.75101380117927147E-11 )
( -1.59148379595585204E-11 , 3.37268737761250806E-10 )
x=1,y=0,z=0,t=0
( -8.90184951631710018E-11 , 2.18508166966615803E-10 )
( -7.79598606831454666E-11 , -2.14161736751123766E-10 )
( -1.62802662526867852E-10 , -1.81354158781834761E-10 )
( 2.12201050241229661E-11 , 1.15536795937863467E-10 )
( 3.02616794521704759E-11 , -3.30888218449333142E-11 )
( 2.36693436851096115E-11 , -8.65262746877856270E-11 )
( -1.41894881010152334E-11 , 1.95811729786686506E-11 )
( 1.89429687473521318E-10 , 3.72547104251278656E-11 )
( -1.55586491960157159E-10 , -2.60426288944480952E-10 )
( 1.29849731992377734E-10 , -7.28356476717889362E-11 )
( -6.68046785324609850E-11 , 2.09908369825678541E-10 )
( -3.44403738223650400E-11 , -1.10609098043232378E-10 )
x=2,y=0,z=0,t=0
( 1.52121128733613114E-10 , 3.94693330860871116E-10 )
( -1.00541419054346627E-10 , -3.09705135205365991E-10 )
( 4.01051636956211135E-10 , -1.58854340196215433E-10 )
( -1.22282753577681869E-10 , -4.67367226397144921E-12 )
( -3.01525792477211034E-10 , -4.54319945992829309E-11 )
( 1.11232387060690243E-10 , 2.56284880275695878E-10 )
( -2.86968643737380248E-10 , -1.15296741830908487E-10 )
( 4.39381487625887113E-10 , 1.53655845947846633E-11 )
( 4.37707519699816760E-11 , -2.48664496623383325E-10 )
( -1.00009518566771120E-10 , -2.80743035690611729E-10 )
( 3.83257790264830061E-11 , -1.49290358715354707E-10 )
( 2.26449139178233464E-11 , 1.40593829078627688E-11 )
x=3,y=0,z=0,t=0
( -8.57641956365042574E-11 , -1.05777184104998312E-10 )
( -2.41098283034499323E-10 , 1.58337326483459267E-10 )
( 1.12929336033416568E-10 , 1.22873337313986431E-10 )
( 3.09316264509622912E-10 , 1.47738649762722448E-10 )
( -5.39277929069629955E-10 , 2.18265862782613609E-10 )
( 3.68728620212413139E-10 , -1.67102125076768799E-10 )
( 3.27586705512086638E-10 , -2.28034023087025154E-10 )
( -4.01557151473675954E-10 , -7.85115733677220223E-11 )
( 3.27265534209041638E-10 , 7.28839977112353687E-10 )
( -4.64743803288931494E-10 , 3.92367942931690152E-10 )
( -4.16487406768679236E-10 , -4.16586320289723216E-10 )
( 2.05872984807135260E-10 , -2.11983132003999159E-10 )
x=0,y=1,z=0,t=0
( 8.79525108139688891E-10 , -6.20843119699203567E-10 )
( -1.49491552728333573E-11 , 1.57876665778141426E-10 )
( -8.79126450381336413E-10 , 3.51672824200211223E-10 )
( 2.28018527701053807E-10 , 1.99897891762004060E-11 )
( -3.38999683285245011E-11 , 1.98249008110854774E-10 )
( 2.43255196431349862E-10 , 4.23706110573560283E-10 )
( 1.52615999927960973E-11 , -1.98304207829330902E-10 )
( -9.18072740717694929E-11 , -4.86338303946101171E-10 )
( -6.23804695551744445E-11 , 2.79759846840111255E-10 )
( -2.59456196787611500E-10 , 2.06846014927621847E-10 )
( 1.47619206612966861E-10 , 4.78934993568155105E-11 )
( 3.77487620167878324E-10 , -1.11647246138920690E-10 )
x=1,y=1,z=0,t=0
( 2.35684782110917671E-10 , 1.25783020655123028E-10 )
( 7.79777493801712705E-12 , 3.65393835761031071E-10 )
( -1.75719898526027798E-10 , -5.18195473796811215E-11 )
( -3.73533481466039723E-11 , -1.80356413198420985E-10 )
( -2.92744854664980562E-10 , 2.02208878814585603E-12 )
( -1.20899339112127929E-10 , 1.84019894157964024E-10 )
( 2.25968068855194446E-10 , 1.61020758904071175E-10 )
( 1.90941569740616765E-10 , -5.64584283111100490E-13 )
( -4.09131581770137994E-12 , 4.01963174889525290E-11 )
( -1.73431912378996716E-10 , -1.15232033414627671E-10 )
( -1.41541246504593271E-10 , 1.22496390847383659E-10 )
( 1.23544522107497814E-10 , -1.02498995086455835E-10 )
x=2,y=1,z=0,t=0
( 8.36770435972116597E-12 , 1.51379505324976790E-10 )
( -7.29585857708493834E-11 , 1.23658029876145655E-10 )
( -1.21796262349287298E-11 , -1.41651986733197042E-10 )
( -7.10694067456822545E-11 , 2.42916689197992421E-10 )
( 5.57870020189646762E-11 , 2.62166896468346202E-10 )
( -2.72372949275944585E-10 , 3.62559285370346190E-11 )
( -1.25423190687481864E-11 , -3.85476332233627107E-11 )
( -7.78003218610948270E-11 , 2.00469892325549541E-10 )
( -1.76231479442626106E-10 , -5.78037741129044838E-11 )
( 6.02120927247980226E-11 , -3.10528580213184600E-10 )
( -5.93781826129425303E-11 , 1.34624150055203683E-10 )
( -6.89090204661071511E-11 , 1.40867850812371896E-10 )
x=3,y=1,z=0,t=0
( -8.86018633707546346E-11 , 2.66889408278292680E-10 )
( -1.91680168481783177E-10 , -2.09871023636084569E-10 )
( -1.06369182142422119E-10 , -9.77179240774353660E-11 )
( 4.07672714920322393E-10 , -2.73555781058611844E-10 )
( 1.23187389574951170E-10 , -1.74722333162166654E-10 )
( -7.82249144564507946E-11 , 6.71290140842978644E-11 )
( -4.67176943286514409E-11 , 3.37546746783019284E-11 )
