index: 0
( -9.64393679439191189E-08 , -3.66658533018332309E-08 )
( 6.77700883374928189E-08 , 1.13889173428696266E-08 )
( 1.17908618574999718E-07 , 1.96152615757335562E-08 )
( -4.01436719099320420E-08 , 1.57616567238945419E-08 )
( -6.28169937149171292E-08 , 5.92168589345389495E-08 )
( -2.66378256176393791E-08 , -2.41426597036619143E-08 )
( -2.57113305272842304E-08 , -5.19010718409670156E-09 )
( -3.98420211955733467E-08 , 2.73961172579497825E-08 )
( -2.99069615933753144E-08 , 4.91480458396021147E-08 )
( -7.91683129553828523E-09 , -5.93861056042445289E-08 )
( 5.34699931002957050E-08 , 6.40264945504722391E-09 )
( 1.29100658217314928E-08 , 7.33354827272366170E-08 )
index: 1
( -5.94573902416227917E-08 , -5.48592937905452589E-08 )
( -9.65882147036911760E-08 , -9.81102001619087669E-09 )
( 3.05358199627242159E-08 , 2.94273036787836265E-08 )
( 3.60591552746710104E-09 , 1.75023396802338584E-08 )
( 1.73568729108097240E-08 , -2.70420872118066264E-08 )
( -8.09299587252534626E-08 , -1.14621854951273817E-08 )
( 2.73874009082045326E-08 , -3.60857704473607646E-08 )
( -6.16277491904905667E-08 , -3.85866545786910986E-09 )
( -3.59366543404843236E-08 , -9.42802223189057399E-08 )
( -1.85557868537524485E-08 , -4.15166552264808205E-08 )
( 3.10685059229188634E-08 , -7.33349277127528285E-08 )
( 6.35710547205904278E-08 , -6.26190884742964840E-08 )
index: 2
( -2.48005608733132365E-08 , -3.17384307443182984E-08 )
( -2.70600917869300317E-08 , -1.37907274162044980E-08 )
( 8.49527697675494027E-08 , -6.77469756728941300E-09 )
( 3.41140211827570136E-08 , -7.27950552308737839E-08 )
( 1.41746878496472026E-08 , -1.06319623403300825E-08 )
( 9.00718557193458614E-09 , 2.74001908028206083E-08 )
( 1.03573529899359331E-08 , 7.77270290635333517E-08 )
( -5.03437033260094408E-08 , -6.43989962448519516E-08 )
( 4.47588938374229677E-08 , 2.51410380067074542E-08 )
( -1.87310270411627997E-09 , -3.23458720739054075E-09 )
( 5.47242976759497814E-08 , -2.38973445725917603E-08 )
( -8.13234383634583639E-08 , -5.11964070902176758E-08 )
index: 3
( -1.03572700771343454E-07 , 7.05442510012039417E-10 )
( -1.08542049439031933E-08 , -2.33445117794149469E-08 )
( 7.67647589964727021E-08 , 1.29138237856269005E-08 )
( -4.26522471616308730E-08 , 6.24915629096835811E-08 )
( 9.46859813037818969E-08 , 7.88551559395633096E-08 )
( -5.25208142474270436E-08 , 7.19740513756456782E-09 )
( -2.32096017285034903E-08 , -9.24477332991919548E-09 )
( -4.62677376470672090E-08 , 3.16108485402953332E-08 )
( -5.06146005549978628E-08 , -4.16267555274511261E-08 )
( 1.81397601975598721E-08 , -3.29395653480928611E-09 )
( 6.39463824914610676E-08 , -1.42210042658860493E-09 )
( -1.69298771756939137E-08 , -1.42371892989953092E-08 )
index: 4
( -7.61058101248734541E-08 , -3.25729196546934112E-08 )
( 6.78601736839128898E-09 , -2.60590023558670649E-08 )
( 2.46850972104415143E-08 , -1.09987364251244035E-08 )
( -5.94744265533300669E-08 , -8.47755994895296907E-09 )
( 2.86896534349558614E-08 , 1.26231329142144678E-08 )
( 1.69295643857185218E-08 , -2.35187391542465756E-08 )
( -4.42639813367290038E-08 , -4.96878913733976363E-10 )
( 3.02220048620081710E-08 , -5.82335429848388121E-08 )
( 5.15503196550301666E-08 , -1.02026150111181735E-07 )
( 3.20779824421377968E-08 , 4.84591760361784255E-09 )
( 5.56766664657709064E-08 , 6.21617763499058355E-08 )
( 5.12355514951250183E-08 , -5.00674898966712167E-08 )
index: 5
( -7.34386836075640953E-08 , -2.20038069698366780E-08 )
( -1.42661886145225295E-09 , 5.28993717578419845E-08 )
( 5.36878709105634911E-08 , 3.50314552261469118E-09 )
( -2.77429945410911752E-08 , 2.49423204865275511E-08 )
( 4.29006729466330992E-08 , 2.47987777890257729E-08 )
( -5.09265113902647159E-09 , -3.27328101219015192E-08 )
( -3.64531086158422231E-09 , -1.31983653790889097E-08 )
( 6.21660351113278268E-08 , 6.37800264962000609E-08 )
( -2.42343813728565972E-08 , -1.33541678670067074E-08 )
( 1.56414319520546195E-09 , -5.22284870710596496E-09 )
( -9.51645748601163227E-09 , 2.03943678783219887E-08 )
( 6.19994299601403860E-08 , -7.35942756744388889E-10 )
index: 6
( 3.46010710090210128E-08 , 6.25988902208445593E-08 )
( 5.75630601798010634E-08 , 7.72424467192052871E-08 )
( -3.63529646968626049E-08 , -2.97761699083977023E-09 )
( 2.75314462164807731E-08 , -8.56195076895583720E-08 )
( -4.61615265747985775E-08 , 3.20315386738843749E-09 )
( 4.54738605739207350E-08 , -4.66685922650331961E-09 )
( 2.29008833959206532E-08 , 8.80705568890036803E-10 )
( -2.39737931117742596E-08 , -1.02505058487568459E-08 )
( -5.59663035188270829E-08 , 6.73844994740823156E-08 )
( 5.02137648777230484E-08 , 4.42886072217978115E-08 )
( 3.39798728724073307E-08 , 1.53617488261126376E-08 )
( 3.98695240564831144E-08 , -1.51931043520194521E-07 )
index: 7
( 5.79307033251714609E-08 , 9.98400866654515300E-10 )
( 1.72754067367092199E-08 , 2.13974478793666200E-09 )
( -7.78140524651143654E-09 , 5.27688273789472431E-08 )
( 6.53372546704533184E-08 , 1.28422549246956661E-08 )
( -2.78606842231287763E-08 , 3.80637033018382358E-08 )
( 2.25496412882831453E-08 , 6.25654824567821801E-09 )
( -8.45714384967224714E-08 , 2.84523865806727395E-08 )
( 2.78559231516764462E-08 , -3.31667521131624922E-10 )
( 7.86557145058002265E-08 , 6.75055070584365060E-08 )
( 6.83585154483996524E-09 , -2.02839443159314774E-09 )
( 3.57178174084141943E-08 , 3.30431579617207589E-08 )
( 3.88785045652346224E-08 , -1.19334595043564218E-07 )
index: 8
( 6.19416003437450857E-08 , 4.01644605450664320E-08 )
( -5.22745961053423379E-08 , -9.24513744312844459E-08 )
( -1.41512918791125026E-08 , -8.53293512579010700E-08 )
( 8.88977223576739991E-08 , -6.62200740663684829E-08 )
( 2.60619158864030665E-08 , -6.23641832851977442E-08 )
( 5.57064517892914830E-08 , -2.20673607952058506E-08 )
( 2.50015301644697640E-08 , 7.82741505737240967E-09 )
( -7.71109028291965211E-08 , 3.83254256079199871E-08 )
( 4.21648455838374180E-08 , 5.69537788004652434E-08 )
( -2.15141499565740483E-08 , 3.82975501586506594E-08 )
( 7.07569988367169419E-08 , 4.45779234265914042E-08 )
( -2.70056341252174757E-08 , -5.26247540635890438E-08 )
