x=0,y=0,z=0,t=0
( -6.43051684023111434E-04 , -2.52645232116828836E-03 )
( 6.48323145737129199E-04 , 1.29665805785847150E-03 )
( 6.73566194429563278E-04 , 3.52622952877267894E-04 )
( 2.86985327703574906E-04 , -6.27701131128411880E-04 )
( 4.90708472929425295E-05 , -6.25491345363080086E-04 )
( -2.01218226056560593E-04 , -1.36779606762814235E-03 )
( 1.27099670813715041E-03 , 2.82325414067655621E-03 )
( 1.63680456966448676E-03 , 1.65232765844461490E-04 )
( 2.85678865280672911E-03 , -2.75629397832643759E-03 )
( 2.19039481748554542E-03 , 1.89506590513482129E-03 )
( -8.15721951025146375E-04 , -1.28308065250799710E-04 )
( -7.80251004808466811E-04 , 1.61573523624817823E-03 )
x=1,y=0,z=0,t=0
( -2.65579617193474008E-03 , -1.60345835417382383E-03 )
( -4.57414040342228373E-04 , -3.87789356113429993E-03 )
( 5.10642689685229020E-04 , -2.86679822061825179E-03 )
( -1.16378977239297524E-03 , 1.48294598878615045E-03 )
( -1.43406028005287523E-03 , 2.01275781405753145E-03 )
( -8.56733565309667931E-04 , -1.48792172462771017E-03 )
( 1.01168455200175843E-03 , 5.01627371892209560E-04 )
( -2.19314945833303052E-03 , 8.96086346115249456E-04 )
( 3.31904428232660973E-03 , -1.23646529911624389E-03 )
( -6.13119294821740232E-04 , -8.90010071312262625E-04 )
( -3.83448084034552919E-03 , -9.59321190386729344E-04 )
( -2.25766510418109600E-04 , -1.95705528140669620E-03 )
x=2,y=0,z=0,t=0
( 1.17367400086924758E-03 , 1.90174183659876095E-03 )
( 2.22396769206417754E-03 , -1.12370887779956541E-03 )
( 1.83686336944235734E-03 , 2.27818982683265867E-03 )
( -1.74717119110644973E-04 , 4.05594622697466947E-05 )
( 1.11471538217871756E-03 , -1.32178826810828509E-03 )
( 1.92934017817704591E-03 , 9.99306424021005960E-04 )
( 4.61133023990571104E-04 , -2.76800064283149730E-03 )
( 9.38113456824305240E-04 , 7.33036154149216673E-04 )
( 2.03817464003726626E-04 , 8.53202950796030755E-05 )
( 1.68109354547192657E-03 , -4.03428125501464636E-04 )
( 4.57199795898749722E-04 , -1.57574411415256036E-05 )
( -1.50392345026055746E-03 , -1.43027226492636991E-03 )
x=3,y=0,z=0,t=0
( -1.74750713218873904E-03 , -1.82710881416606012E-03 )
( -3.88115328964145842E-03 , 6.40090151833868780E-04 )
( -2.86995298482659554E-03 , 1.09401969301085606E-03 )
( 4.02148752537867353E-03 , -1.67364469697702835E-03 )
( -4.13333844902834951E-03 , 2.06850448106531831E-03 )
( 3.35813690962162310E-03 , 2.29024357749248392E-03 )
( 4.09000284962601421E-03 , 1.16469183184998108E-03 )
( 1.27618620974838393E-03 , 2.63907717972884561E-04 )
( -7.00270989365544909E-05 , 3.04837934356021059E-03 )
( -1.48116503809227846E-03 , 2.70573329391962788E-03 )
( -6.93778604586973730E-04 , -7.10533754149702060E-03 )
( 2.95842931342280751E-03 , -4.04045069701476633E-03 )
x=0,y=1,z=0,t=0
( 8.63895325628344975E-04 , 1.13022184351614522E-03 )
( 1.82813992245837173E-03 , -3.37520278610149444E-04 )
( -1.31730626962836377E-03 , -1.61359018358135783E-04 )
( -2.63841588551369543E-04 , 4.84175881693220541E-04 )
( 1.04754902809051998E-03 , 1.36894443023654233E-03 )
( 3.90903233265927578E-03 , 5.94380360986028434E-04 )
( -7.53114534353404664E-04 , -9.40715801918556795E-04 )
( -3.47586200656001439E-03 , 1.29185203346639612E-03 )
( 1.93837876768034327E-03 , 5.81492456972259372E-04 )
( -3.70052746330635628E-03 , 2.03919765350100328E-03 )
( -6.10516605637191406E-04 , -2.03119587525924785E-03 )
( 1.98976697104415179E-03 , -8.99437298970511326E-04 )
x=1,y=1,z=0,t=0
( 1.02453403258852206E-03 , -1.35431826729991373E-03 )
( -2.51277175442912205E-03 , 5.19148044590695052E-04 )
( -1.21715257656386457E-03 , 1.43740191383578617E-03 )
( 1.57104679332754579E-03 , -1.88520329893873684E-03 )
( -1.33722978804288518E-03 , -2.16333129611504882E-04 )
( -1.12785446650772413E-03 , -3.67385310993649148E-04 )
( 3.60139468496590166E-03 , 2.28704930818684690E-03 )
( 9.68307784709492112E-04 , -9.80505454403124942E-04 )
( -9.89692651110550157E-04 , -2.29414055267669452E-04 )
( -1.80931112365275868E-03 , -1.84550308483665302E-04 )
( 7.00520092751861904E-04 , -2.18305003587440855E-04 )
