index: 0
( -1.18533654325584639E-04 , 5.38302133829337840E-05 )
( -4.87071095210221705E-04 , 8.78862761577543978E-04 )
( -4.05012972724022428E-04 , -8.01821752728716143E-05 )
( -4.77515395033820025E-04 , -7.87215075625642918E-05 )
( 2.42623757699074921E-04 , -1.44103942710603400E-04 )
( -4.76807634873681612E-04 , -4.13685041446074228E-04 )
( -1.85569733289202917E-04 , -2.33500213705794337E-04 )
( -3.05505117175601819E-04 , 3.39447835629761612E-04 )
( 2.23890836038613203E-04 , -2.16459169323811139E-04 )
( 7.06135073161741518E-04 , 9.33119666713840435E-04 )
( -5.21532064136719705E-04 , -7.28974981332581158E-05 )
( 3.24499731576292829E-05 , -4.09126884463077646E-05 )
index: 1
( 2.11128434781181640E-04 , -2.00321685811446365E-04 )
( -3.65914253103592183E-04 , -4.63510646860116455E-04 )
( -7.84905414372568750E-05 , -4.44151782425104738E-05 )
( 3.76378901716075472E-05 , 7.35106566303824166E-04 )
( -2.69662100238357376E-05 , -9.93100838932522425E-04 )
( -2.10363453962722073E-04 , -5.96845890241030561E-04 )
( -5.23510517760938541E-04 , -6.31938885456161809E-04 )
( 2.68437764602942760E-04 , 4.32053465846129309E-04 )
( -1.85571415369450684E-04 , -3.48298594751051229E-04 )
( -2.93503605487111646E-04 , -3.33727013537186534E-04 )
( 3.29967088632927515E-04 , 2.42858237986783531E-04 )
( -4.74079783003817192E-05 , 4.04639040211657829E-05 )
index: 2
( -2.91207087176244663E-04 , 2.55075027002871706E-05 )
( -6.44392229034476856E-04 , 2.54517368345043868E-04 )
( 2.08913245195480805E-04 , 6.38310906951509451E-04 )
( -3.77803921515999102E-04 , 6.68037724798203241E-04 )
( -4.71102510877125587E-04 , -9.32795961451589122E-05 )
( 6.14570966885082896E-04 , -2.33520779133957899E-04 )
( 1.39215158643630609E-04 , 1.51614780046560848E-04 )
( -3.38574950223393691E-04 , -1.07682751815918741E-04 )
( -4.21786876904019941E-04 , -1.71571552553853070E-04 )
( 5.46428992161918656E-04 , 7.60020048762453308E-05 )
( 1.20030068962905279E-04 , 2.49534515054962804E-04 )
( 1.66346112461063407E-04 , -4.20404794321621535E-04 )
index: 3
( -4.77464510306949185E-04 , -1.21152218291449147E-04 )
( -2.82858659090965217E-04 , 1.44551728592668489E-04 )
( 1.16609603712374910E-03 , 1.48560537909599052E-04 )
( 4.21781520621572741E-06 , 8.75633314763006902E-04 )
( 1.47075503562744953E-04 , -4.30015714041069932E-04 )
( -3.57768469017793415E-05 , 3.68782370532033340E-04 )
( 4.42121239034328861E-05 , -8.15201650762290616E-04 )
( -4.53834769093504993E-04 , -7.13899857192470478E-06 )
( -2.27224336691797833E-04 , -2.59850986651761812E-04 )
( 2.30317734852471148E-05 , 6.34883109986791958E-04 )
