index: 0
( -1.51613831969539196E-08 , -1.55115243090792063E-08 )
( 1.33756782827187728E-08 , 1.22330382281211283E-08 )
( -1.59648115038370316E-08 , -3.05629031463702638E-09 )
( -1.71040986682184790E-08 , -1.61548874495479518E-08 )
( -3.09836488325295214E-10 , 1.17135399069890066E-08 )
( 1.24698013891964667E-08 , 3.49257569962516540E-09 )
( 3.58499770330304230E-08 , 8.51999599278139488E-09 )
( 3.26665985918140271E-08 , -3.24167066587855763E-09 )
( -1.87069267872877095E-08 , -2.44913196818259073E-08 )
( -1.38480448449163841E-09 , 1.94528407684484771E-08 )
( -2.86477979920380636E-08 , -5.78854616129141225E-09 )
( -1.23332767884311703E-08 , -3.95713344336708085E-09 )
index: 1
( -1.96607239931417954E-10 , -3.07216355670621693E-08 )
( 1.74175804040933424E-08 , -1.33744844453730272E-08 )
( -8.47510842035457521E-10 , -2.39754349312432496E-08 )
( -2.32927700914601179E-08 , 3.06837825635001200E-09 )
( 1.42773513670748092E-09 , 1.52319247894083191E-09 )
( -5.65173389655732339E-09 , -6.94991525253535786E-09 )
( -1.22148743388454291E-08 , 1.52534655995309362E-08 )
( 7.54486826287858432E-09 , 4.93139765854888994E-10 )
( 2.65121425061521527E-09 , 3.49944875237823463E-08 )
( -7.13067532189388943E-09 , -1.98958401517653617E-08 )
( -1.63775102449336773E-08 , -2.92097805381480869E-09 )
( 1.68133140611395997E-08 , 3.99409186501328798E-09 )
index: 2
( -3.49127981018423296E-08 , -7.79503253201621760E-09 )
( -2.27876594407929803E-08 , 2.49019483482204097E-09 )
( 1.10245769832325976E-08 , 4.29520949393479281E-09 )
( -2.87867851453876956E-08 , 3.07015006381560439E-08 )
( -1.01306282723257152E-08 , 1.94799228281909588E-09 )
( -1.64045402889347630E-08 , 7.70015708437546308E-09 )
( -9.78074191950435188E-09 , -3.61833909346817518E-09 )
( 1.38525393316616916E-08 , 2.54544003498295100E-08 )
( -3.44515875031642460E-08 , -1.08383791932300405E-09 )
( 4.64211556775842335E-08 , 1.69780336342348605E-08 )
( 5.73189870533294635E-09 , 1.92977767750038196E-08 )
