index: 0
( -3.75426721258147710E-03 , -3.95091741982381978E-03 )
( 2.26482695198033240E-03 , -2.98196481451042366E-03 )
( 2.01147045291777838E-03 , 6.77077178468043074E-04 )
( 1.38288087481492554E-03 , -1.85559769447629815E-04 )
( 1.50510139609550666E-03 , 1.01108595092878006E-03 )
( 1.41133135362928974E-03 , -8.22990839254195226E-04 )
( 3.44227354283022742E-04 , -4.50461246336833574E-03 )
( 1.60192526052579639E-03 , 1.89078731060858670E-03 )
( 7.56962092621268207E-04 , 1.93672981464559457E-04 )
( -3.87326801295776553E-03 , -1.41093978387136034E-03 )
( -2.15295872977603166E-03 , 1.43840142177340804E-03 )
( 3.63955064499398712E-03 , 4.04434354325177402E-03 )
index: 1
( -8.04983044242049261E-04 , 3.74668839030012184E-03 )
( 4.21087993750952081E-05 , 1.06869465537856546E-03 )
( -4.64725845182226149E-03 , -1.56685389826106015E-03 )
( -5.95438663732057488E-04 , 5.15634089210940017E-04 )
( -1.04956817327201551E-03 , -4.56402727322290612E-03 )
( -4.44200510454736963E-03 , 2.53346337044197800E-03 )
( -7.83507795223742885E-04 , 1.79361353959814210E-03 )
( 5.21500966673223501E-04 , -1.57951590909602251E-03 )
( 3.10209196157524669E-04 , 2.82483883277257104E-03 )
( -8.85169365417252116E-04 , -7.04154040685382602E-04 )
( -5.59375792968202362E-04 , 2.04016437271470601E-03 )
( -2.71699504993177469E-03 , 1.81529072445848214E-03 )
index: 2
( -2.70962628809405309E-03 , -2.54568940766881349E-03 )
( 1.03154548906987708E-03 , 1.62916780338739865E-03 )
( 5.81596846329501989E-03 , -5.52846637061040272E-06 )
( -2.98868740941299338E-03 , 8.59202429039790665E-04 )
( 1.84816095926685167E-03 , -1.21204636023361989E-03 )
( -1.09655019843816299E-03 , -3.95219053347921779E-03 )
( 4.08927291575099730E-03 , 3.28695380953113831E-03 )
( 2.08500947770530291E-03 , 7.66536337627958639E-04 )
( 4.43412333883011587E-04 , -3.69308303095915169E-03 )
( -8.77524300911435712E-04 , 1.54427098601121271E-03 )
( 9.87790829622337517E-04 , -9.68956335979992292E-04 )
( -6.31722080964313738E-05 , 2.01116153520447538E-03 )
index: 3
( 1.09257644077041804E-03 , -5.04928126788783613E-03 )
( 3.12389493872866240E-03 , -3.29506399133880270E-03 )
( 1.56510601367751347E-03 , 1.17722447795966636E-03 )
( -1.85785093425602831E-03 , 1.88807811016641273E-03 )
( -6.45244513033006056E-04 , -1.42093230149891261E-04 )
( 1.23856123980176536E-04 , -3.51067246881292582E-04 )
( 2.87881049482243724E-03 , -1.43938398339985311E-03 )
( 2.45232730705861619E-03 , 4.42785977754591440E-04 )
( -1.83248618198592972E-03 , -2.21140020806728777E-04 )
( 1.79289773265898893E-03 , 2.96525550436087726E-03 )
( -2.64538813663827387E-03 , 2.33485447604904733E-03 )
( 3.06254479446759105E-03 , -1.31861227274132674E-03 )
index: 4
( -1.45592594675240006E-03 , 3.94098308960525064E-03 )
( 2.48114180325850709E-03 , 4.28138345449203313E-03 )
( 7.29724542497320458E-04 , 1.29706040151309127E-03 )
( 3.04881018542725677E-03 , 8.93658224993820749E-04 )
( 9.94528776265958363E-05 , -4.04146953344068378E-04 )
( 8.15192194932494365E-04 , 1.46577437620052384E-03 )
( -2.00799903542567271E-03 , 1.54194716920393179E-03 )
( -1.71267993628455677E-03 , -1.87953024971186265E-03 )
( 1.63947640098942760E-03 , -5.56153592315509018E-04 )
( 4.01499811596236003E-03 , 4.30694746995151801E-03 )
( -1.90277156635197502E-03 , 7.04850865087570944E-04 )
( -3.00002670269741700E-03 , 6.80749274532647507E-04 )
index: 5
( -5.44886768641904750E-04 , 2.82555579485353238E-03 )
( 1.21791259727154736E-03 , 1.00074813083719577E-03 )
( 2.11297579462043240E-03 , 9.49673280735913519E-03 )
( -2.32439630452477286E-03 , 2.39678754738448761E-03 )
( -5.10919801602918722E-03 , 2.83651057405713385E-03 )
( 3.34100057174193006E-03 , -2.84648965848076797E-03 )
( -3.38793353993776776E-03 , -7.96210862789186119E-04 )
( 4.54000247631599144E-03 , -1.04940189922294062E-03 )
( -3.55717129164461170E-03 , -2.71456450006267577E-03 )
( -2.69732984812278906E-03 , -2.15192846198557003E-03 )
( 5.66210038144206260E-03 , 2.35573079537760395E-03 )
( -1.50413193277105302E-03 , -7.87926139969342965E-03 )
index: 6
( 5.18395360412970464E-05 , 1.73215475215822900E-03 )
( -1.86431999374490681E-03 , 2.11980119729034177E-03 )
( 2.71885175921287572E-03 , -1.47018117200327023E-03 )
( 5.09997127796201237E-04 , 4.79160776661504437E-04 )
( 5.74639295758635300E-04 , -2.03647607511592624E-03 )
( -8.36307060486268664E-04 , 9.64109828073753550E-04 )
( 1.84202875660066569E-03 , -3.99764976408924222E-03 )
( -1.31913124209913140E-03 , 1.42061539391672548E-03 )
( 4.12173866824567907E-03 , 2.03244036289171358E-03 )
( -1.23613720940323694E-03 , 1.09452564762165449E-03 )
( -2.03438797031006832E-03 , 2.56884152060003149E-03 )
( 1.67866350695335207E-04 , 3.36126222998399480E-03 )
index: 7
( 4.71521211236344958E-04 , 4.78707250206150507E-03 )
( -5.52271050127247417E-03 , 2.64711727479130911E-04 )
( -2.03730192710253021E-03 , -5.17914792543127875E-04 )
( 3.22521716620949306E-03 , 2.06695320005238336E-03 )
( 2.14472400154910522E-03 , 3.35695998574722480E-04 )
( -2.57112542916367558E-03 , 1.49035720869592349E-03 )
( 5.39193138694759222E-04 , 3.03370352577064187E-03 )
( 2.72950920472695563E-04 , 3.67230403389383559E-03 )
