index: 0
( -3.07904862314761663E-01 , -1.12697281440698749E+00 )
( 3.44513109559142994E-01 , -2.64230937885392925E-01 )
( -9.44423364262799159E-02 , 1.24914182488194503E+00 )
( 3.24686992992139281E-02 , 8.37781262141140903E-01 )
( 1.18140320171941138E+00 , 5.39151428488036932E-02 )
( 1.08103582027058076E+00 , -2.85854492602668304E-03 )
( -2.34039558285365212E-02 , -1.26681941766932427E-01 )
( -1.03315666716453691E+00 , -2.60887133699015152E-03 )
( -4.34372501422536195E-01 , -8.27082580153455996E-03 )
( 8.69243770396345372E-01 , -2.44475949693543554E-01 )
( -1.50977269723359148E-01 , 1.96590659302243398E-01 )
( 8.98278255878752763E-01 , 4.41243133359455864E-01 )
index: 1
( 5.23504395948755752E-01 , -8.61092967301334222E-01 )
( 4.42240885110570414E-01 , -1.05761365798320872E+00 )
( -5.85344588897048324E-01 , -4.97985555244821188E-01 )
( 6.92511114791998783E-02 , -8.19143837263347940E-01 )
( -2.84420204208872429E-01 , -7.78822248667929262E-01 )
( -1.78964323016214899E-01 , 8.15697612703178004E-02 )
( -1.71337177501604909E+00 , 6.79050248829748848E-01 )
( -6.97985830181104383E-01 , 3.31963128399202445E-01 )
( -9.21839763754943919E-01 , -2.98565103534150611E-01 )
( 7.07361576676622389E-02 , -7.53047253449571352E-01 )
( -9.90397251052746785E-01 , 2.52635717775829660E-01 )
( -1.61274899528987187E-01 , -4.35574259966623245E-01 )
index: 2
( 2.87694813410998174E-01 , -6.99690205969300760E-01 )
( -4.20810725867023339E-01 , -8.20314797265871698E-02 )
( 1.77164664774867864E-01 , -6.20905679086419360E-01 )
( -8.32101159850629379E-01 , -1.20175430942148137E-01 )
( -1.12958630245707337E+00 , -7.93390355392778357E-01 )
( -1.00366507689964621E-01 , -2.65987861722033092E-01 )
( 1.09600454632098998E-01 , -6.10218007444189636E-01 )
( -5.57158659411047585E-01 , -3.51454755322133383E-01 )
( -5.59696434710323265E-01 , -1.11771286306671921E-01 )
( -3.84552169393599097E-01 , 3.84310545614233223E-01 )
( -3.35558367437885807E-01 , -8.59016828745487571E-01 )
( -1.08572736210370543E-01 , -9.64443116986303917E-01 )
index: 3
( 5.83297177508703357E-01 , -6.26865297469680227E-01 )
( 3.73509655655982875E-01 , -3.37110266679573167E-01 )
( 6.43766260869938822E-01 , -4.79301228530610746E-01 )
( -8.91653981923190231E-01 , 5.77435684871149491E-01 )
( -3.12824760952033765E-01 , 2.30483731700312416E-01 )
( -1.07960557334841956E+00 , 1.13300373028499446E+00 )
( -6.79686172509607167E-01 , -1.33681363890540572E+00 )
( -2.00372523813720727E-01 , 1.89591111898469222E-01 )
( 7.42266953617504721E-01 , -1.15764413670490129E+00 )
( -1.10651955077651176E+00 , 6.72722415751970004E-01 )
( -1.06244505362231156E+00 , -6.42170143721034536E-01 )
( -2.43642187329288384E-01 , 7.07010736705500520E-01 )
index: 4
( 8.55675942363203212E-01 , -1.09307593439989237E+00 )
( 8.95387163371927253E-01 , -1.89668129494445958E+00 )
( -1.83507905722302134E-01 , -7.95672350923620209E-01 )
( -4.53215505811482289E-01 , -5.51967919802656276E-02 )
( 6.30363428051465835E-01 , -6.02177881029039574E-02 )
( 8.12603375558779040E-01 , 6.57277338600363303E-01 )
( -5.49065447869139800E-01 , -8.05647567714590784E-01 )
( 2.58496642513447672E-01 , -7.54018719711995522E-01 )
( -1.39095706714722112E+00 , -3.31455743527976521E-01 )
( -1.40749120293813257E+00 , 1.31954833003802086E+00 )
( -3.36925913547666156E-01 , -5.02117649909375019E-01 )
( -3.21897669217509397E-01 , 1.04170563331186572E+00 )
index: 5
( 8.25328216862134867E-01 , 5.76219526615823319E-01 )
( 9.02317874621936578E-01 , 3.96428629539319177E-01 )
( -1.22652454135922051E+00 , -6.00053751775425526E-01 )
( 9.30721416410363767E-01 , 1.11816120971713473E+00 )
( -6.66548650472399196E-01 , 1.32317854525041789E+00 )
( -6.14345354566275037E-01 , -9.12070527496387229E-02 )
( 5.20240810345927063E-01 , -5.82204851988522704E-02 )
( -1.08573764658773531E+00 , 4.49564136087782396E-01 )
( 4.07901879730540151E-01 , 3.36690871666948388E-01 )
( -2.74605169245272229E-01 , 1.37534578462678336E+00 )
( 1.42109525639287870E+00 , 8.31300245785330461E-01 )
( -2.20993758745029911E+00 , -7.76903782809714283E-01 )
index: 6
( -1.81005561198484655E-01 , 4.70763879980318600E-01 )
( -7.71187727053877392E-01 , -2.07247270198653938E-01 )
( -1.29105745397484606E+00 , -1.06472297877435418E+00 )
( 4.40001055599720858E-01 , 5.68835909529007866E-01 )
( -1.37406152909684987E-02 , 1.10328391703110351E+00 )
( -1.15067471623443079E-01 , -5.59262246780962591E-01 )
( -3.01782242534759493E-01 , 7.67465546997909698E-01 )
( 2.74960431452397382E-02 , -9.98848578972875156E-02 )
( 6.34591113484729963E-01 , 7.00078558570359610E-01 )
( -6.78053256726956377E-01 , 1.40736820824772985E-01 )
( -8.04404707923627393E-01 , -1.08847886327902085E-01 )
( 4.33277078944586835E-01 , -1.20346272859714554E+00 )
index: 7
( 1.69740544718461867E-01 , 8.33862727085261213E-01 )
( 9.17640643157156988E-01 , -3.81660382756401462E-01 )
( 1.59070928850258952E+00 , -1.95708680077427299E+00 )
( -4.45792707898196028E-01 , -2.38496508098852214E-02 )
( 6.90083537655006851E-01 , 2.20414746936902745E-01 )
( -1.33788486742381907E+00 , -3.42793794969229182E-01 )
