index: 0
( 3.81383920546704416E-07 , 1.55214792483718907E-07 )
( 2.08743834664372846E-07 , -1.48115139871193663E-07 )
( 1.78739853432023140E-07 , 3.56651586778261115E-07 )
( -3.15994449907637206E-07 , -2.88298183285277554E-07 )
( 6.42450985089825897E-08 , 6.95882871752944243E-10 )
( -7.52989575861352266E-08 , 2.63025021984331057E-08 )
( 1.81592701690437921E-08 , -3.65648715908121432E-08 )
( -1.15752631369966180E-07 , 1.46446064837373496E-07 )
( -2.51139803719671999E-07 , 1.70610560073696906E-07 )
( 2.09919674235767305E-07 , -7.36612760561664195E-08 )
( -2.89669602537917178E-07 , 5.71668719502009847E-08 )
( 9.31168053487962894E-08 , 4.80256449192401598E-07 )
index: 1
( -3.98599929687973120E-07 , -6.68221247931950973E-08 )
( -1.30163383535970300E-07 , -8.18899640310824588E-08 )
( 1.11102678461832097E-07 , 7.25289655661812859E-08 )
( -9.77188525216524889E-08 , 3.96270753558556573E-07 )
( -8.24613216802706221E-08 , -3.61417856683894846E-07 )
( 2.29136756393925759E-07 , -1.88688788182006444E-07 )
( 2.50338693795206946E-07 , 1.27556757785309683E-07 )
( 1.96583849939669993E-07 , 9.18509092171924500E-09 )
( 4.00609189719299116E-08 , -2.21711672341342256E-07 )
( 3.31292893970415502E-09 , -1.92755612715672488E-08 )
( -1.77210425384909946E-07 , 7.32254460784569179E-07 )
( 2.25742651938780290E-08 , -3.65685754852387404E-07 )
index: 2
( 3.60944869961107779E-07 , -5.69585171093412288E-08 )
( 1.28187386508099998E-07 , -3.63600052082141129E-08 )
( 1.38810220097271266E-07 , 6.90149646052812487E-08 )
( 2.34522377534488885E-07 , -9.31594412375359166E-08 )
( -1.56005583402602671E-07 , 1.23332645469604958E-07 )
( -4.53079771606878296E-07 , -2.99706057002188805E-07 )
( -1.74671995941404778E-07 , 2.85032486360243771E-07 )
( -3.29416398088167505E-07 , -3.86994164824582515E-07 )
( -2.90707171707633925E-07 , 1.36199498721304294E-07 )
( -1.25479469613438322E-07 , -3.48180441901950537E-07 )
( -6.06369976949739942E-08 , -1.67325916544799798E-07 )
( -4.66605764582699250E-08 , -1.58812240301579334E-08 )
index: 3
( 2.01382850578592704E-07 , -2.56152368348504018E-07 )
( 9.87311752615206138E-08 , 1.86802643271457685E-07 )
( -2.59057522737267909E-07 , 2.54352866941857563E-07 )
( -5.64630054700351780E-08 , 2.50506378200735613E-07 )
( -8.64229466149857385E-08 , 1.18328519690474897E-07 )
( 3.45455504741748731E-09 , 2.41492855789481777E-07 )
( 3.95837011480913371E-07 , 6.87854715803600737E-08 )
( 2.19082511666283796E-07 , -1.78434461390158939E-08 )
( -2.83319929530211158E-07 , 1.36571554583992196E-07 )
( -3.42150012918922824E-07 , 1.89620987395297022E-07 )
( 4.01626493681024456E-07 , 4.30095802120886251E-07 )
( 2.17130566474726419E-08 , 1.12052274909924605E-07 )
index: 4
