index: 0
( 1.24370946702364207E-05 , -1.53451348061595820E-06 )
( -1.12519826473634994E-05 , -8.50548590202937767E-06 )
( -3.08576208090585312E-05 , 3.99685930263968328E-06 )
( -1.32514970305608388E-05 , 1.41802092082776647E-05 )
( -3.30668022669242784E-05 , -2.04231135426770821E-05 )
( 2.68143297841286276E-06 , -1.33227338153612747E-05 )
( 1.85044765685973845E-05 , 2.25342357491580201E-05 )
( -3.69717576086887210E-07 , 5.59081371917637620E-06 )
( 1.45668899304697703E-06 , -1.66942750032690986E-05 )
( 3.59995898469561010E-05 , 2.09240439600730643E-05 )
( 3.26987519747153937E-06 , -8.33215783152738776E-06 )
( -1.86032161037822126E-05 , 9.40160975889994788E-06 )
index: 1
( -9.07623985826476299E-06 , 1.73939932781813347E-05 )
( 2.28987359639213804E-05 , -1.02092347785184123E-05 )
( 8.13970670459028534E-06 , 6.65487522600510436E-06 )
( 2.46420193341070274E-06 , -2.51738317475182016E-05 )
( -2.01361386590118660E-05 , 1.36445718670342501E-06 )
( -3.97812651198922120E-06 , 3.32211799049882719E-07 )
( 5.49646739695160479E-06 , 1.83105476306090790E-05 )
( 1.15886875905979449E-05 , 3.19195318203286815E-06 )
( 1.29225920657709144E-05 , 1.36025127175548321E-05 )
( -3.22525928670055402E-06 , 1.54494789173560534E-06 )
( 8.63912656754696679E-06 , -4.99656915644051396E-06 )
( -2.31110919836296698E-05 , 1.79547215753411326E-06 )
index: 2
( 2.25741340362808751E-05 , 2.25391531903085774E-06 )
( -2.60478165876887572E-06 , -2.63913966240799793E-06 )
( -9.09986570441807090E-06 , -7.56249720234232818E-06 )
( 2.58962586824526565E-05 , -1.67538839515857772E-05 )
( 8.95954508174749630E-06 , 1.61915567336786231E-05 )
( 3.40854050811520288E-06 , 1.50697869359625766E-05 )
( -1.68305894799447762E-05 , 1.78360212518873722E-05 )
( 9.92527694086156069E-07 , -7.87264942636013655E-06 )
( -1.38992755568409545E-05 , 8.76246051233421577E-06 )
( -2.29736781518842965E-05 , 1.22169973372660802E-05 )
( 7.09663584441472084E-07 , -5.32002277833432489E-06 )
( -2.18406968385505203E-06 , 7.77145582266958811E-06 )
index: 3
( 1.02637340158473996E-05 , -1.02517706155133694E-05 )
( 7.16463833970028897E-06 , 1.54451831921821290E-06 )
( -2.67922804625956867E-05 , -2.15130767634613598E-05 )
( -8.93522708580597674E-07 , -8.81298168075047096E-06 )
( 1.44767101788204633E-05 , 2.06077428190285209E-05 )
( -1.51050728118970979E-06 , 3.66306859946302345E-05 )
( 1.91842521842411270E-06 , 1.04553769905577395E-05 )
( -2.90418572146437219E-05 , 3.74857507735316203E-07 )
( 1.63492043284538171E-05 , 1.49566824979465049E-05 )
( -2.26800402688041024E-05 , -3.39328830717548598E-06 )
( 1.20534333673857304E-05 , -2.01752479366233525E-05 )
( -1.85685408349096756E-06 , 9.41496981830410268E-06 )
index: 4
( -7.77679721213803447E-06 , -2.61171619007522117E-05 )
( 6.26686313659234812E-06 , -2.37695899023127875E-05 )
( -2.89044101597050549E-08 , 1.62928063730217808E-05 )
( 5.44335768201159828E-06 , 4.73199669131880852E-06 )
( 3.24709366634906108E-05 , 7.34470736845796425E-06 )
( 2.79989152709955079E-05 , 1.62719788344194400E-06 )
( 8.25743156807139056E-06 , 1.65097139625430211E-06 )
( 9.47370066299932915E-06 , -1.82429268895675696E-05 )
( -8.83633122375772250E-06 , 7.83103621091906963E-06 )
( -6.01100375128172176E-06 , 5.75045006928312105E-07 )
( -2.78464341382093186E-06 , 6.42846175320271787E-06 )
( 8.54413150382132941E-06 , -2.07855072190664899E-05 )
index: 5
( 2.96496442657376478E-06 , -8.31382791299705810E-07 )
( 5.02662815884837819E-06 , -9.93288415836133805E-06 )
( -1.25694886779318548E-06 , -9.92748549224765351E-07 )
( 5.08085750304502618E-06 , 5.26092175418880008E-06 )
( 2.89856254196575990E-06 , -1.29737424110121166E-05 )
( -5.83222694092185871E-06 , 8.41187275563252550E-06 )
( 1.09668515725513745E-05 , -7.56246652157064780E-07 )
( -3.05198775111601291E-06 , 2.28908602698957308E-05 )
( -3.45069944008837977E-06 , 1.89671892696659697E-05 )
( 2.08982580178525996E-05 , -1.65078363294543727E-07 )
( 3.75361655454050068E-06 , 1.75400262762119020E-06 )
( -8.22957582003286902E-06 , 2.15560211207472833E-05 )
index: 6
( 1.32438942530047931E-05 , 2.24427629469105059E-06 )
