index: 0
( 6.66560591706486377E-02 , -5.82902556202067532E-02 )
( 3.14198546117828992E-02 , -9.66450363705017856E-02 )
( -1.42768917169963563E-02 , 4.75480548821847898E-02 )
( 9.32808052335837301E-02 , -1.58727289465430965E-03 )
( 5.66937837804114345E-02 , -7.30404990702895329E-02 )
( 1.71931824169544653E-02 , -1.67846418479173989E-02 )
( 9.70003530592113963E-04 , -1.42655814991080026E-02 )
( 8.74760238809467287E-03 , -8.65449003287356300E-02 )
( -1.29888781470180806E-02 , -1.55950006698374680E-02 )
( 4.25379763841997119E-02 , 3.65108394359170349E-02 )
( 5.01215831341605342E-02 , -2.81446689178709332E-02 )
( 3.78764821115057104E-02 , 4.75068248483587890E-02 )
index: 1
( -1.56083043331527414E-02 , -2.65810854909708863E-02 )
( -1.31861551473392534E-02 , -8.62674053325084705E-02 )
( 1.09650473526244161E-02 , -5.96387067709472432E-02 )
( -4.02362201602012720E-04 , -4.01367278575478700E-02 )
( 4.76860415945722788E-02 , -1.24243280678324255E-02 )
( 4.91134411904934273E-02 , -3.47291055994443029E-04 )
( -6.07407251689748295E-03 , 4.26618365681339581E-02 )
( -3.44692975276719507E-02 , -5.68077961663184944E-02 )
( -4.30406038665348475E-02 , -2.94007607471378878E-02 )
( -2.06105613040988150E-02 , -3.86582219556390501E-03 )
( -2.36038294083010455E-02 , 1.62631673225967777E-02 )
( -3.54097886448537513E-02 , -7.98337297995792006E-02 )
index: 2
( -8.62284688156201087E-03 , 5.18421593156294658E-02 )
( -3.35517661077717327E-02 , -1.19395695628146167E-02 )
( 9.28660826640214168E-03 , -1.65732400492234443E-02 )
( 1.45640553740388132E-02 , 2.08024453827148383E-02 )
( -1.41934274126814912E-02 , 2.97427948383445807E-02 )
( 4.19635989147131849E-02 , -2.48665636728528788E-02 )
( -3.86654480062105926E-02 , -4.05370460041787894E-02 )
( -1.66795453423502285E-02 , -3.60482240958343459E-03 )
( 6.54240583275015886E-02 , -2.45580375937104328E-02 )
( -4.44499529151067274E-02 , 1.18441526502032022E-02 )
( -8.49687809935496113E-03 , -2.13722923646381263E-02 )
( 2.10737865232787057E-03 , 4.20922535248843335E-02 )
index: 3
( 1.53234501435660989E-02 , 1.30615668738730210E-02 )
( -2.60321950969823537E-03 , 2.99906364888353084E-03 )
( -2.17001116878597494E-02 , -2.23347429283307850E-02 )
( -2.96893190685185247E-03 , 2.38763066677135857E-02 )
( 1.81156945228481379E-02 , 4.65324499008866466E-02 )
( -3.95577202294834576E-02 , -3.09676838216878109E-02 )
( -6.31439042297432529E-02 , -2.35832903968621437E-02 )
( -3.95762107414237355E-02 , 5.58626469426352218E-02 )
( 7.59297215724083485E-02 , 5.57783981812221864E-04 )
( -2.87268742554987987E-02 , 1.88522758562570635E-02 )
( -4.89351996164550315E-02 , 5.27310930262457275E-02 )
( 6.96765714659532132E-03 , 2.78966630842605590E-02 )
index: 4
( 8.29596798071652181E-02 , -1.32545813416793584E-01 )
( -8.53152332430429927E-02 , -1.01267418372380916E-01 )
( -4.96530106526483078E-02 , 1.11508875079033808E-02 )
( 1.63278481607735254E-02 , -2.90564473761145414E-02 )
( -2.24179223640484093E-02 , -8.40753183729854581E-02 )
( 4.13441985670270212E-03 , -3.17194290975690487E-03 )
