index: 0
( -5.87742778883628379E-03 , -3.55823025930865431E-03 )
( -5.59027484830659262E-03 , 2.78349382288386798E-03 )
( 4.00831063060219303E-04 , -3.87173214450337077E-03 )
( -8.22161676520591356E-03 , 6.35269043468206576E-03 )
( 6.80331517535882370E-04 , 8.64076279657251950E-03 )
( -1.78403432621940857E-03 , -7.51285381053244054E-04 )
( 6.40780786051522999E-05 , -5.90609855066022687E-03 )
( -3.86737025655317168E-03 , 4.49414162478645966E-03 )
( -4.02570633368933874E-03 , -4.87966563551916338E-03 )
( -6.42830888779720271E-03 , -2.16772330764291796E-03 )
( 4.18719721124847892E-04 , 2.41598729511627178E-03 )
( 8.45848604474561117E-03 , 6.08356333070695764E-03 )
index: 1
( 5.67734179175200231E-03 , 8.42465634970055235E-03 )
( -1.67769443280072232E-03 , 3.77744333960021612E-03 )
( -8.54659997510425797E-03 , -5.45939389392131186E-03 )
( 6.45665601156425201E-03 , -9.10448201080623319E-03 )
( -7.00095300582184027E-03 , 2.31890814009075470E-03 )
( -9.65199507922684385E-03 , -1.63880528987450256E-03 )
( -2.11349452568621813E-03 , 2.56587025914115953E-03 )
( 5.24938881332265034E-03 , -3.44516605016348051E-03 )
( -7.77501253512703164E-03 , 5.48291331426917911E-03 )
( -2.36009056865065740E-03 , -4.78651251302776495E-03 )
( 1.83070159581018299E-03 , 7.09977735395005832E-04 )
( -3.04858306334202011E-03 , 5.28084659317489772E-03 )
index: 2
( -1.01704637857486808E-02 , 1.69160714613286007E-03 )
( 6.90782322920672522E-03 , 4.27461939055224106E-03 )
( 1.40025985428963631E-02 , 5.32285667774902611E-04 )
( -5.87361458552301385E-03 , 9.09303726480410399E-03 )
( 1.88602867709481868E-03 , -5.07511518154770205E-03 )
( -4.54300859327728263E-03 , 5.41247840499751390E-03 )
( 6.53642847858660128E-03 , 8.03740367824975349E-03 )
( 6.98615867262076477E-03 , -7.26993694169238668E-03 )
( -5.07111076243309429E-03 , -4.04491210422002270E-03 )
( 3.22268576638317164E-03 , 6.67144640467991733E-03 )
( 7.35162455328868241E-03 , 4.09456588728426829E-03 )
( -4.69272711604153646E-03 , 6.39907943682057126E-03 )
index: 3
( 3.41041539390066119E-03 , -3.87894957419954904E-03 )
( 5.46255315821487283E-04 , 4.13384937937691897E-03 )
( -1.21974200680789839E-02 , 6.37101492558999911E-03 )
( -1.59351504077859876E-02 , -6.71124856274696834E-03 )
( -3.17423298953668645E-03 , 7.94644498474963989E-03 )
( 3.73851055641004305E-03 , 2.36502168161464334E-03 )
( 2.73537505056627682E-03 , 4.47553008758753285E-03 )
( -3.05762574497719410E-03 , -2.69019383434960244E-03 )
( 5.76199077254288799E-04 , -1.80281337264078662E-04 )
( -3.51928762852593991E-03 , 6.95292379959537923E-04 )
( -2.98824262237521029E-03 , -5.83413755867594457E-03 )
( -2.10492613880355547E-03 , -3.58047613381915538E-03 )
index: 4
