index: 0
( -2.43658572160733879E-07 , 9.92705251373129480E-08 )
( -1.26191873301527436E-07 , -8.81099848801885032E-07 )
( 4.29417252271019442E-08 , -1.08649070413729562E-06 )
( -1.21864238618730041E-07 , 3.43812820542534680E-07 )
( 5.88643618692594705E-07 , 3.47264445331171385E-07 )
( -8.12992298190597131E-07 , -7.50995992306358140E-08 )
( -1.25387486957684910E-06 , 5.28649035876041026E-08 )
( -1.79522000750309710E-08 , 5.10552294984456194E-07 )
( -1.60649975677421311E-07 , -5.77703971011073047E-07 )
( -5.81225278126777904E-07 , 8.40656200279357704E-07 )
( 1.73460269921521543E-08 , 4.58378079093157450E-07 )
( 6.97983676179469130E-07 , 2.40499558108432977E-07 )
index: 1
( -3.92614954543915104E-07 , -3.61943006298578342E-07 )
( 7.40989389785614721E-07 , 5.66859441888173303E-07 )
( 4.31383497274399257E-07 , -1.00301029592512699E-06 )
( 7.80134388060047616E-07 , 6.61569018872374160E-07 )
( 5.36614527987434319E-07 , 8.09962368563494116E-07 )
( 1.16448708498769699E-07 , 6.51911436192958063E-07 )
( -8.66100779981045762E-07 , 7.81499603280331582E-07 )
( 2.49944644657279023E-07 , 1.45728743019462206E-06 )
( 5.01642200189504521E-08 , 5.70910001232254395E-07 )
( -6.80155841075644037E-07 , 8.90112894716849420E-07 )
( -6.14154993509821650E-08 , -7.20817131491483814E-09 )
( 8.83518873025365620E-07 , -1.04800365398756959E-07 )
index: 2
( -1.76697954899951827E-06 , 1.11576523023860214E-07 )
( -5.82796624362963981E-07 , -2.32695722361014500E-07 )
( -3.18245498789031263E-07 , -7.93854012487500998E-07 )
( 8.96831506078798391E-07 , -2.85799409082148966E-07 )
( -6.13956614160884087E-08 , -6.67478678705105603E-07 )
( 1.49065419108939584E-07 , 1.21204380856860357E-06 )
( 1.03731868719354568E-06 , 1.17855937332997507E-07 )
( 5.25395565457820552E-07 , -6.98484747233381221E-08 )
( -4.54717592798793241E-07 , -9.70240314268748690E-07 )
( 4.88460151540001543E-07 , 8.12554401132451320E-08 )
( -1.87977432020071420E-07 , 5.89373511556770923E-07 )
