index: 0
( -3.19576301783788874E-01 , -1.13655969515970545E+00 )
( 5.15830472317248323E-01 , -6.13274152018824723E-02 )
( -1.07564749787357217E+00 , 4.44522519330517119E-01 )
( 3.97687480596193299E-01 , 3.29839410010080991E-01 )
( -2.78275659599673819E-01 , 1.36341910310710923E+00 )
( 1.44090313379324209E+00 , 8.35891621118805328E-01 )
( -2.21000387569072743E+00 , -8.05983148919704906E-01 )
index: 6
( -1.79285093821810154E-01 , 4.71709679586248709E-01 )
( -7.73783803867429509E-01 , -2.03789843762248041E-01 )
( -1.28598881136964183E+00 , -1.06044489527670893E+00 )
( 4.38553631436250924E-01 , 5.70102515363425044E-01 )
( -1.31270581696595352E-02 , 1.09827767255478759E+00 )
( -1.17133468760396250E-01 , -5.58336551198890807E-01 )
( -2.87302786340046634E-01 , 7.58583055889588631E-01 )
( 1.89581853203008473E-02 , -9.39786150144188842E-02 )
( 6.44405977811791209E-01 , 7.02450505524842672E-01 )
( -6.76768058199625044E-01 , 1.47761658310578914E-01 )
( -8.06701010567805410E-01 , -1.04458934842313098E-01 )
( 4.35316886947598070E-01 , -1.19584325172573380E+00 )
index: 7
( 1.63798052309060527E-01 , 8.49144369614096561E-01 )
( 8.95571480317962521E-01 , -3.79740276476897953E-01 )
( 1.59178143462751298E+00 , -1.96365261236438027E+00 )
( -4.32507844221894366E-01 , -1.08090793150343468E-02 )
( 6.93420284957060984E-01 , 2.15580185504782695E-01 )
( -1.34076324124920454E+00 , -3.40190920847537159E-01 )
( 8.55590117741816591E-01 , -2.51167118201397366E-01 )
( -1.46925561270149663E+00 , -3.48831207568560620E-01 )
( 6.98479150730078491E-01 , -9.37089889702309303E-02 )
( -1.44236515856724190E+00 , -3.38151321184555931E-01 )
( 9.49448007260486837E-01 , 4.99089111460019774E-01 )
( 6.75141160186826128E-01 , -8.46947625388398857E-03 )
index: 8
( 7.18501480028363004E-01 , -8.35045903239170606E-01 )
( -5.39977688259461908E-01 , -1.79563561586307013E-01 )
( -2.64358060066683997E-01 , 6.23228101095883114E-01 )
( -1.66812590168285135E+00 , -6.79914003931551963E-02 )
( -3.07206873949308790E-01 , 1.03077127000813840E+00 )
( 3.88286740346383830E-01 , -1.51245521003262606E+00 )
( 9.33425921428445160E-02 , 8.55835312584659169E-01 )
( 1.52191100777295318E+00 , 7.29634290584841527E-01 )
( 1.49960449714301847E+00 , -7.73415351279761243E-01 )
( -3.94236666964218122E-02 , -4.28860606097992869E-01 )
( 8.49364129181850003E-01 , 3.26174935937444399E-01 )
( 5.58225394049584267E-01 , 5.06294486294291968E-02 )
index: 9
( 1.95164011484760952E-01 , -1.00749065720419106E+00 )
( -3.47563710955945515E-01 , -1.17969400850418876E-01 )
( -8.44443456427241695E-02 , 1.11692152042657411E+00 )
( -2.90392451257995510E-01 , -4.34949963237351467E-01 )
( -1.25845364324967468E+00 , -6.37882758833208219E-01 )
( 2.78652227251331264E-01 , -6.41997093796923934E-01 )
( -1.31466547237583908E+00 , -8.79938867522992774E-01 )
( -4.98317127196346077E-01 , -1.04664585240061569E+00 )
( -6.37354971769261147E-01 , -2.98188932558668685E-01 )
( -7.46063865968924711E-01 , 4.34801279677594410E-01 )
( -4.47965968172234774E-01 , 1.19898039212395746E+00 )
( 2.42149662613543037E-01 , 1.82438282065206625E+00 )
index: 10
( 3.72609038091068601E-01 , -4.28763105944061640E-01 )
( 5.11424074478753821E-01 , 8.89829975670141549E-01 )
( -1.95410802755932700E-01 , -1.34823998641125931E+00 )
( 3.14120652674820811E-01 , -3.16851155940441054E-01 )
( -2.06301675621786007E+00 , -1.45374286505675965E+00 )
( -1.12367030052724681E+00 , 3.50924838395713368E-01 )
( 8.88156320266856314E-02 , -6.94510512531177460E-01 )
( 1.66153927454523287E-01 , -6.92820560731289725E-01 )
( 5.07829370054407980E-01 , 1.21310035247022663E-01 )
( 5.12235319846240600E-01 , 9.45945553980339304E-01 )
( -2.62010112544949925E+00 , 7.09329851491305119E-01 )
( -1.49096930101917269E-01 , -5.09961845858514673E-01 )
index: 11
( 2.82504610784630905E-01 , -9.75398536122341508E-01 )
( -1.60774395656805158E+00 , -9.69213785355434676E-01 )
( 8.22092300129066200E-01 , -3.69863547356916622E-01 )
( 8.00058346374114771E-01 , 6.11484938530376443E-01 )
( -8.09632714647183088E-02 , -4.04765183197316469E-01 )
( -4.45900089729238114E-01 , -5.91816609370628965E-01 )
( -5.24616549362168574E-02 , -8.27950184320498939E-01 )
( -1.62761998737773528E-01 , -6.39739715243435453E-02 )
( 2.49898080188228788E-01 , 4.32376585476420272E-01 )
( 2.63350136184439587E-01 , 1.12257904589526736E+00 )
( 8.60997254751003860E-01 , -2.37180167762045230E-01 )
( 7.54675478418910362E-01 , 1.72898154768824885E+00 )
index: 12
( -1.70117555431629347E-01 , -2.09608599422095115E-01 )
( -1.79367770469419929E-02 , -8.69452540028861409E-01 )
( 6.72542979962149207E-02 , 4.80842801448443435E-01 )
( 2.24281190842355593E-01 , 2.84543108797474964E-01 )
( 8.35191810757081710E-01 , -2.66164136641548976E-01 )
( -3.66944522066691925E-01 , 1.29791962734914168E-01 )
( -1.86918286750850926E-01 , 1.03448987145570048E+00 )
( -2.81874225437983661E+00 , -7.97120160496793129E-01 )
( -1.93195194806473798E-02 , -8.53930596253796970E-01 )
( 8.13403780037651181E-02 , -1.30019261743179171E+00 )
( -4.19798255812569243E-01 , 3.81924171021978731E-01 )
( 1.46856097675059111E-01 , -9.34731151399386562E-01 )
index: 13
( 9.51881572320720348E-01 , -5.20725315407292305E-02 )
( 3.26379888379120076E-01 , -1.38628468103293345E+00 )
( -5.04214301502519668E-01 , 4.23140503083545838E-01 )
( 5.96001954748736629E-01 , 1.52881699778035296E+00 )
( 1.16997821517772271E+00 , 1.44073517245670168E+00 )
( -1.65961043117191265E+00 , 4.03420764855889402E-01 )
( -1.56805134937332591E+00 , 2.64858924514939809E-01 )
( -1.35904399556199734E-01 , 2.54454198835795176E-01 )
( 6.59050765732440591E-01 , -2.08945811343003746E-01 )
( 1.40459680910002294E+00 , -1.16330001898664770E-01 )
( -6.93996831897846334E-01 , -3.95540397173407277E-01 )
( -1.37096340160256580E+00 , 3.69789993525887428E-01 )
index: 14
( -4.78968672446719729E-02 , 5.09156816486435848E-01 )
( 1.64789973938438306E+00 , 4.58043349250117859E-01 )
( -3.95801539866286745E-01 , -5.81834674230505833E-01 )
( 4.90635566969766165E-02 , -2.95006651741307413E-01 )
( 5.25409239325914434E-01 , 3.22369227372384326E-01 )
( -1.29757831469198437E+00 , 1.62071301574234372E+00 )
( -9.53189649355994234E-02 , -1.31225974709652554E-01 )
( -2.86052380650260729E-01 , 5.48609115518804757E-01 )
( 3.72464055423163576E-01 , -5.59233388735566717E-01 )
( -1.49348132298523895E-01 , 5.81077168868272098E-01 )
( 1.23935994333067190E+00 , -2.42339976717351191E-03 )
( -3.71057848230692988E-01 , 5.02164199780345683E-02 )
index: 15
( 2.22050480745074025E-01 , 5.83371518939451494E-01 )
( 4.31604284697628016E-01 , -6.15146245512460110E-01 )
( -1.85215881850444064E+00 , -6.79606819259065076E-01 )
( -1.59950845310698919E-01 , -6.43206402370609887E-01 )
( 1.63714255820636345E+00 , 7.83309931322934805E-01 )
( -1.06518684827115107E+00 , 6.86456752176697549E-01 )
( 1.51084286290912057E-01 , -8.97425315298120196E-01 )
( -6.46408317862461335E-01 , -1.70529886784309137E-01 )
( 1.38084756192732222E-01 , 4.51491460703942971E-01 )
( 9.63630660673879147E-01 , 1.71960394920855714E-01 )
( -6.07330592363634292E-01 , 1.10035221289200535E+00 )
( 3.96418742858722639E-01 , -3.86648440868522625E-01 )
index: 16
( 9.50429363681510320E-02 , 1.21653256926927700E+00 )
( -7.41817151461571345E-01 , 1.79806279813330305E+00 )
( -1.22429254564873125E+00 , 4.71023620142789701E-01 )
( -2.42694625505644579E-01 , 7.43363622245832301E-02 )
( -5.70605622051997274E-01 , 1.07380661290693857E+00 )
( -1.21313342813278047E-01 , -1.42948217985256476E-01 )
( 1.94496380605503144E-01 , 1.85006329922511925E-01 )
( -3.03826663057470137E-01 , -1.29484430169007403E-01 )
( -6.21119728571525864E-01 , -5.48057593734064041E-01 )
( -2.48534384516966335E-02 , 2.27422320935148949E-02 )
( 9.97100461427303020E-01 , -3.86367380760284984E-01 )
( 6.87391149282359365E-02 , 5.15264755956666209E-01 )
index: 17
( -5.24985900505841596E-01 , 8.53240270913844578E-01 )
( -3.80663492117588875E-01 , 2.81650274211235396E-01 )
( -9.77990642001550087E-02 , 1.17538313685061624E+00 )
( 5.03044497950894787E-01 , 1.39436138530579168E+00 )
( 1.86205103830049534E+00 , -1.29882046945457086E+00 )
( 6.49925190323645929E-01 , 1.45967677591308881E-01 )
( -1.27803722256132457E-01 , -7.53328427910988419E-01 )
( -1.19304305208085304E+00 , 6.97360943059765703E-01 )
( -1.35094533808811335E+00 , 3.79869444747129581E-01 )
( -6.19958669566899490E-01 , -3.30745704491083037E-01 )
( 2.63703800239046549E-01 , -1.93086137402014080E-01 )
( -5.74741731317700899E-01 , 4.17462394192706365E-01 )
index: 18
( -5.23827832886270883E-01 , -3.73547895993670054E-01 )
( 5.99490704567232302E-01 , 2.54824203691228768E-01 )
( 4.85020283272027064E-01 , 6.64672403978562532E-01 )
( 3.55570124228789253E-01 , -2.06210760296685924E+00 )
( 3.84085985326329371E-01 , -8.90219709855412322E-01 )
( -6.76675752228874772E-01 , 3.01867983802908801E-01 )
( -2.61001975847574341E-01 , 4.49479178137738189E-01 )
( 6.04253798005972675E-01 , -3.50900953548548694E-02 )
( -7.77858501354463661E-01 , -2.14955992248061012E+00 )
( 8.48912997680108639E-01 , -7.97534539068673665E-01 )
( -1.25563559022053695E+00 , -3.77674705013266609E-01 )
( 1.03071334670416515E-02 , 3.36265280946532463E-01 )
index: 19
( -2.24631095672139208E-01 , 2.45209305773055192E-01 )
( -4.01363790190024328E-01 , 1.54990769957637142E+00 )
( 7.65024225064225072E-01 , 3.56139229278684355E-01 )
( -1.30348027022710089E-01 , 7.30800750620804296E-01 )
( 7.84417748662690095E-01 , -1.06578748879751761E+00 )
( -4.12925217599791505E-01 , -8.30686558154328569E-01 )
( 1.40404693971135441E+00 , 3.47942108623712443E-01 )
( 6.02068226771795167E-01 , -1.17510963835763982E+00 )
( 1.28810452346380155E+00 , 4.77706929503306454E-01 )
( -1.08341904832183955E+00 , -6.50127137372393693E-01 )
( 4.52899109946752143E-01 , 4.65129978020576221E-03 )
( 1.91789391968105272E+00 , -3.96264828285216253E-01 )
index: 20
( -1.01751632123322433E+00 , 7.21432515524672302E-02 )
( -5.91280193618996974E-01 , -3.81749140607039350E-01 )
( 1.02639219575414531E+00 , 9.41159146312965711E-01 )
( -8.01900203992640614E-01 , 1.04463047657426511E+00 )
( -9.11355909257753782E-01 , -3.87072360507274116E-01 )
( -2.31702526991513391E-01 , 2.64008545052388632E-01 )
( 4.05366807279624389E-02 , 3.90201765802636186E-02 )
( 1.83912550155646004E-01 , -3.60764175748728877E-01 )
( -6.99637821591996834E-01 , 1.99771708118031771E-01 )
( -1.00307817312445224E+00 , 5.23542359016926251E-01 )
( -3.44333837503204898E-01 , -2.14087002731751103E-01 )
( 3.79235293419098507E-01 , 1.65293777023289207E-01 )
index: 21
( 8.42791041936642893E-01 , 5.10469902881235060E-01 )
( 3.53058983246902436E-01 , -2.50606721201269145E-01 )
( -5.88749526028783055E-01 , -5.83613243066262832E-01 )
( -8.92677322974510190E-01 , 6.21777877712572868E-01 )
( -1.03162731695758492E+00 , -4.23474558122587719E-01 )
( 9.72234474389423675E-01 , -5.63367296484781677E-01 )
( 3.40338844408365593E-01 , 4.28417269922752253E-01 )
( -5.45042001569327361E-01 , -4.13478353253417863E-01 )
( 3.74088125288390472E-01 , -1.40666027503717428E-01 )
( -1.99283908104025492E-01 , 3.09695885953586159E-01 )
( 1.14231383587354673E+00 , -2.42314477226974828E-01 )
( 5.94602877144568165E-01 , 1.91909219124296093E-01 )
index: 22
( -3.99795721460030395E-01 , 3.27775321785326521E-02 )
( 6.18311893092600151E-01 , -4.52043488319831099E-01 )
( 9.47034397832063057E-02 , -6.63549068221579330E-01 )
( -1.40892530617101969E-01 , 5.39703077808232345E-01 )
( 5.03405805192759237E-01 , 1.28776935405714804E-01 )
( -7.81274821483146087E-01 , 8.10424325279292423E-01 )
( 2.83775218421128718E-02 , 2.23889764979225719E-01 )
( -3.20634828649819403E-01 , -5.14192211287253564E-01 )
( -3.56558925960789364E-01 , 1.11779518009521336E-01 )
( 5.43508262100496298E-01 , 7.06465601593273429E-01 )
( -2.31571971866575105E-01 , -5.36678499472391990E-01 )
( 9.03088792975253352E-01 , 3.38557273723069430E-01 )
index: 23
( 6.17848176825995354E-01 , -3.93283534063264106E-01 )
( -1.03366849553956008E+00 , -1.63337694201680228E+00 )
( -4.17364563363167684E-01 , 1.14244991250522876E+00 )
( -1.02747602318769871E+00 , -6.31477814995213049E-01 )
( 3.29009502175854451E-01 , 7.18322971824058021E-01 )
( 9.19966363025211953E-01 , 5.32985945354931157E-01 )
( 8.41048636603107025E-01 , 3.46651805410283564E-01 )
( -6.62511389858727873E-02 , -5.11296322563234540E-01 )
( 6.68529535609606262E-01 , -1.29596082466287155E+00 )
( 6.99826271994174798E-01 , 2.22598205231439333E-01 )
( -5.03424978551826219E-01 , 1.22441115023544114E-01 )
( -1.15437045439911845E+00 , 8.44040636045201409E-01 )
index: 24
( 4.79703149735626999E-01 , -6.72658463863968992E-01 )
( -1.38448110114097356E-01 , 2.16782609870581455E-01 )
( 5.19991984233697968E-01 , -9.11218422272361717E-01 )
( -1.28813553855795582E+00 , -1.53033446359149083E+00 )
( -2.50954096854618058E-01 , -1.01707538943612263E+00 )
( 9.12864406460172417E-01 , -8.55108432854733563E-02 )
( 9.96903959449666144E-01 , 5.71265629568549649E-01 )
( -3.46286827294944477E-01 , -8.90459767404585656E-01 )
( -6.23178831584648929E-01 , 7.91975075254179983E-01 )
( 8.67410508367876497E-03 , 9.01878533320344677E-02 )
( 2.12896755109305835E-02 , -1.05761832995345073E+00 )
( -7.51529394863311162E-01 , 9.49028502876577140E-02 )
index: 25
( -1.00675495802232207E+00 , -8.25034392870666378E-01 )
( 9.71383864544231868E-01 , 4.17928610653236776E-01 )
( 1.22118272878866022E-01 , 4.45743669967486766E-01 )
( 1.29673538836088606E-02 , 9.48552240806784797E-01 )
( -4.09090977477691742E-01 , 7.10524414051026953E-02 )
( -6.83115483058777638E-03 , 3.94965775177287370E-01 )
( -6.20503696069327759E-01 , -6.92137183147295110E-01 )
( 3.33679855258806168E-01 , 7.82292001789504088E-01 )
( -4.23083457885651160E-01 , -8.83570717875725831E-01 )
( -8.08413171221761817E-01 , -1.94566627017238059E+00 )
( 2.32660182527706899E-01 , -1.09621300723926729E+00 )
( 5.46625854138860223E-01 , 7.10585577579947891E-01 )
index: 26
( -9.24981633141054971E-01 , 2.77938211101677671E-02 )
( -4.71354054092798569E-01 , 7.40011046889756524E-02 )
( 3.41032520431736264E-01 , 1.49002097996138644E-01 )
( -2.48684573403440079E-01 , 2.20847133065615875E-01 )
( -9.67390666492748630E-01 , -6.61361174914176231E-01 )
( 1.36183331462797957E-01 , 8.97413184790972762E-02 )
( 9.51520620093127878E-01 , -3.97636157950808589E-01 )
( 1.19813186361586244E+00 , -1.05237054754125176E-01 )
( -1.27035491787917709E+00 , -3.92115226599394739E-01 )
( -4.09551404760860827E-01 , -4.37938121533064828E-01 )
( 1.38309386381504612E-01 , 4.59447525929900569E-01 )
( 7.72604469124216542E-01 , 9.52995710116494484E-03 )
index: 27
( 4.19746788749366939E-01 , -2.10618843732260363E-01 )
( 1.01789358525687712E+00 , -8.03300443956871113E-03 )
( 1.31646376072795834E+00 , -4.21977668364989122E-01 )
( 1.09464359180149140E+00 , -1.79212897722299780E+00 )
( -1.12789400446209043E+00 , 7.95680617893364972E-01 )
( -8.53922060646439274E-01 , -1.47791506780133503E-01 )
( 7.47448900606388356E-01 , -1.44195174434770552E-02 )
( -6.08956886710311451E-01 , 6.95674617557572317E-02 )
( -3.23315370991683892E-01 , -9.15980080009063391E-01 )
( -1.50981413578276824E-01 , 1.14893794010929273E+00 )
( 1.07143107837549012E+00 , 1.30822356834563780E+00 )
( -2.05403380353829407E-01 , 4.27464793306136515E-01 )
index: 28
( -1.51175186621348545E+00 , -8.68440614714072884E-02 )
( -9.83164933051061563E-01 , -1.33589070950939304E+00 )
( 5.37851407970320938E-01 , -1.21423519639348748E-01 )
( -5.33989826996507100E-01 , 1.20213698241132971E+00 )
( -1.46231564409410808E+00 , -4.13456399687666176E-01 )
( -1.50533585363989308E-01 , -7.81187046448454658E-02 )
( 3.14494587273839166E-01 , 5.05070436561184222E-01 )
( 1.77882548776265303E+00 , 4.37066525807212669E-01 )
( -5.09386336713782417E-01 , -1.04188292016247686E+00 )
( -2.13070069876392515E-01 , 5.45961131287427515E-01 )
( 5.93448401872688214E-01 , -5.14711772865812156E-01 )
( -1.26512826482146812E+00 , -1.37040070722598883E-01 )
index: 29
( 1.32969430455764037E-01 , 8.50568052494745985E-01 )
( 3.16546847153865329E-01 , 1.73111386779257659E+00 )
( -7.48562171861312020E-01 , 1.15035045859814256E+00 )
( -1.08483484404089925E+00 , -6.59092845296900265E-01 )
( -2.30316986730296658E-01 , 4.67354490709276926E-02 )
( -1.79491528833375408E-01 , 4.37751900749935530E-01 )
( -1.15193456768439395E+00 , 7.47264280055891961E-01 )
( 1.10687151324310751E+00 , 9.24022963601426106E-01 )
( 3.13955112024106142E-01 , 1.01616825962093515E+00 )
( 3.38260831760933342E-02 , 4.04089232190874698E-02 )
( -4.73389004420205983E-01 , -6.59649967888763178E-01 )
( 7.90173804177301098E-01 , -1.08915112555512898E-02 )
index: 30
( -1.41926330106763721E+00 , 1.04979856075263811E+00 )
( -5.19387652001114808E-01 , -2.83029177895723183E-01 )
( 8.02797620894318276E-01 , -1.85953313418994154E-01 )
( 1.76394725831543892E-01 , -7.93262766268210573E-01 )
( 3.01419443526524000E-01 , 4.81824413808204510E-01 )
( 1.40068384961861692E+00 , -3.64838502902891493E-01 )
( -4.86272870519987188E-01 , -5.14323429554106482E-01 )
( 6.20229547752821131E-01 , -3.78412769445698793E-01 )
( 7.11472395941851410E-01 , -1.13819910590547191E+00 )
( 1.66955955741415280E-01 , 6.28794111761940444E-01 )
( -6.49197829554815420E-01 , 1.34990913965972448E+00 )
( -1.92425603798522554E-01 , 6.21486140768436335E-01 )
index: 31
( 3.22142306061152864E-02 , -3.01345705237150763E-01 )
( 1.09240188731495505E-01 , 8.74685027555742955E-01 )
( -7.06222400644738180E-01 , 3.20256671235165380E-01 )
( 7.19809813522857556E-01 , -2.51080154437312630E-01 )
( 3.79582234641526572E-01 , -1.40278621233240020E+00 )
( -1.61144631484418238E-01 , -8.78600965760952257E-01 )
( -2.91047418080604969E-01 , -8.80858203961563779E-01 )
( 1.42097998693466043E+00 , -4.03382399413098405E-02 )
( 1.18670286628724320E+00 , 3.95163843887349098E-01 )
( 1.82847453019422762E-01 , -4.09041773004037268E-01 )
( 4.79469081126485452E-01 , 9.05072266656780089E-02 )
( -3.52856389031579509E-01 , 6.83534789548421617E-01 )
index: 32
( -4.15837947228511917E-01 , 4.52593798606463815E-01 )
( -3.29473712596209223E-01 , 1.08711312070772607E-02 )
( -1.64893821482779379E+00 , 1.53337911025677420E+00 )
( -4.34701969942248023E-02 , -3.01550570527038819E-01 )
( -3.45697261201748318E-01 , 6.93044423654361252E-01 )
( -1.14095349583895472E-01 , 4.13543886558420559E-01 )
( -7.66662959990230930E-01 , 2.50454795933056529E-01 )
( -8.82292857608466680E-02 , -8.14633121352359657E-01 )
( 9.07047056661449913E-01 , 8.66211394575605587E-01 )
( -7.63171902899968529E-02 , 1.24496217583975533E+00 )
( 8.97209013728419547E-01 , 3.71838645901521825E-01 )
( -2.61881542785829979E-01 , -1.52443161652448467E+00 )
index: 33
( -5.10264708265738831E-02 , 1.34589564736459089E+00 )
( -3.49646942937890837E-01 , -3.07083592243368231E-01 )
( -1.33381823610311634E+00 , 8.14734056067505819E-01 )
( 8.13243663947110784E-01 , 2.35082512833955010E-01 )
( -1.05162122691198956E+00 , 7.21738785634963576E-03 )
( 4.26430126761580597E-01 , -7.70890654987454127E-01 )
( 3.73097629724970237E-02 , 1.09611569286751331E+00 )
( 3.29072700499599358E-01 , 7.59254484349288439E-01 )
( 4.67275980500209132E-01 , 5.90314459574697192E-01 )
( 3.13063075699219762E-02 , 9.78332802875224061E-01 )
( 1.10116778815927940E+00 , 9.23652364676779136E-01 )
( 6.76247467710295036E-02 , -1.16846035119337754E+00 )
index: 34
( -3.61519861993788993E-01 , -1.09772000398978775E-01 )
( -2.96876837638484825E-01 , -5.41662581455090386E-01 )
( -1.53057247279750980E-01 , 7.10069420949166807E-01 )
( 4.30120466213685659E-01 , -3.49536547868214281E-02 )
( -1.12403726648692373E-01 , -2.94570029290317503E-01 )
( 1.82370462866319444E-01 , -3.88899399759766118E-01 )
( 1.87723302959565008E+00 , 1.00102462331013817E-01 )
( 7.99121360231450528E-01 , 7.38220782235573747E-01 )
( -1.08168863251677672E+00 , -5.08559470175991568E-01 )
( 1.16340809139870727E+00 , -3.13707403933045470E-01 )
( 3.15569398255136857E-01 , 4.74635538865315787E-01 )
( 5.19723775687658596E-01 , -3.55169213729952638E-01 )
index: 35
( -4.15991817119489293E-01 , -1.36674630818118992E+00 )
( 1.84508555001437674E-01 , 4.18217312696327281E-01 )
( 1.90233393230553077E-01 , -2.37046729080056001E-01 )
( -2.19919953921161954E-01 , -1.06585868729748112E+00 )
( 1.98400053920965408E-01 , 4.80889015241947881E-01 )
( -3.67791477664314304E-01 , -6.43581243842976991E-01 )
( -3.68605901342083819E-01 , 1.33628621569716777E+00 )
( 1.60151253256924572E-02 , -3.75647721542963442E-01 )
( 8.77426834576941372E-01 , 1.96431710040123553E-01 )
( -2.46421953901611868E-01 , 1.80563184846403524E+00 )
( 2.65966625372665744E-01 , -5.60859150134739304E-01 )
( -2.40441373169340250E-01 , -4.60495484669533883E-01 )
index: 36
( 1.76145449983930932E-02 , -1.17108892063849807E-01 )
( 4.55254215508764326E-01 , 2.54717513573616328E-01 )
( -4.32545814846264087E-01 , 1.78392452822120157E-01 )
( 2.18694020667157818E-02 , 1.63353242199447113E+00 )
( -1.40581567708964705E+00 , 4.51693494179182697E-01 )
( -3.95838175212823662E-01 , -4.69521149380500213E-01 )
( -7.35548352039007813E-01 , 6.83768471831818658E-01 )
( 5.33677258195742521E-01 , 6.89592781736765303E-01 )
( 2.25348412902989681E-01 , -2.25997025500642157E-01 )
( 6.30654445209363756E-02 , 2.91152024579202806E-01 )
( 6.02539389177014661E-01 , -4.95550631226355009E-01 )
( -4.01411166270281838E-02 , 1.36194851451075305E+00 )
index: 37
( -1.22823669625147097E-01 , 2.26583358819636843E-01 )
( -2.22581125955971904E-01 , 2.93896755008591137E-01 )
( 1.43796452352591686E+00 , -1.06520555118602256E+00 )
( -5.47386582746268724E-01 , -4.59103812060756289E-01 )
( -2.34143755527555120E-01 , 4.62538656888957456E-01 )
( -9.40984163092761783E-03 , 8.24480342193065541E-01 )
( 1.11781433208817371E+00 , -1.43554738089565953E-01 )
( -1.13681650928534572E+00 , -1.02952636589880608E+00 )
( 6.86183341919082146E-01 , -7.69877899807696719E-01 )
( 6.51310513038648842E-01 , -3.77764941158597212E-01 )
( -8.06260880728554508E-01 , -1.03194340101676385E-01 )
( 2.28825407208287590E-01 , 6.51054671470629232E-01 )
index: 38
( 4.88836244145545606E-01 , 7.58774264854802705E-01 )
( -4.41562306591554293E-02 , -1.49859250788288834E+00 )
( -6.36160457456809714E-01 , 3.58175751459603509E-01 )
