index: 0
( 4.09159534004467900E-05 , -2.37585864190764708E-05 )
( -7.10061789596526419E-07 , -3.26103795913481557E-05 )
( -3.13434170561426265E-05 , -1.99210671102074647E-05 )
( 1.09127933275383225E-05 , 4.15844021285310901E-05 )
( -7.04546188814287569E-05 , -4.04680568759117895E-05 )
( 1.15726311817925623E-05 , 7.80230815968685254E-06 )
( 4.46033754885319398E-06 , 5.55034177665326785E-05 )
( -1.16455395003404906E-05 , -2.88507009985285047E-05 )
( -8.59525434359094077E-06 , 2.97138674151875783E-05 )
( 3.42794285207869377E-05 , 6.12977335430805862E-05 )
( -3.27088970734869789E-05 , -3.98506958567520209E-05 )
( -4.45206370801460235E-05 , -7.23830831148113672E-06 )
index: 1
( -2.50723819435717033E-05 , 9.10942707848346073E-06 )
( 1.91878884544900733E-05 , 6.20626651743948873E-06 )
( 1.45119891345840071E-05 , 1.31252044835501407E-05 )
( 2.54122027050023263E-05 , 2.27087263202984814E-06 )
( -1.86542845098599272E-05 , 1.35352802986397319E-05 )
( -1.39764178171588376E-05 , -4.00544368341991164E-05 )
( 7.54578566015328490E-06 , 1.53372331227563919E-05 )
( 7.27471689250552183E-06 , 3.74311043102016180E-05 )
( 4.17671767958198681E-05 , 1.01810936071448554E-05 )
( 2.23209777946477735E-05 , 2.11168711787579772E-05 )
( 8.58596696181634954E-06 , -1.41768158210575576E-06 )
( -1.02216442028742140E-08 , 2.24337296781740097E-05 )
index: 2
( 3.15350557194552360E-05 , 9.66126181806714634E-06 )
( -2.91732391572323006E-05 , -1.11278492418244127E-06 )
( -3.92710297752143619E-05 , -7.51659062446150001E-06 )
( 1.52638782855919113E-05 , -3.99850939178524761E-05 )
( 3.49721590221350358E-05 , 1.07533493834305461E-05 )
( 1.91112144312383538E-05 , -4.40864707530943999E-06 )
( 9.51324163499224306E-06 , -3.39195136728546637E-05 )
( -3.37693948104160306E-05 , -3.75480447285521883E-05 )
( 9.50657529787680640E-06 , 1.82388676068165402E-05 )
( -3.33196984492368595E-05 , 8.13477159385949979E-06 )
( 1.73756753418689200E-05 , -8.08192176689770504E-06 )
( 1.48036226027577257E-05 , 6.84425718305000296E-06 )
index: 3
( 3.26276159279206975E-06 , -7.72564718395793237E-06 )
( 1.12523493435668207E-05 , 3.00242002640676810E-05 )
( -1.74145563983602123E-05 , -3.15991614367545828E-05 )
( -1.64436516444951002E-05 , -2.46175299305981401E-05 )
( 6.81901987441825655E-06 , -1.31228815832781707E-05 )
( -1.17514533893913346E-05 , 8.04232667970049926E-05 )
( 2.77768018424147110E-06 , 2.47811456544053514E-05 )
( -4.82883453305339701E-06 , -5.38582001377360433E-06 )
( -5.05627169520250240E-06 , -1.48353895590263243E-05 )
( -1.91360506641975868E-05 , -2.41170111570535793E-05 )
( 2.76825181531090154E-05 , -7.86602742380058213E-05 )
( -3.40275671588681433E-07 , 1.72602620135212724E-05 )
index: 4
( -1.37658015117649627E-05 , -1.39302941020191839E-05 )
( -1.48796204768144653E-05 , -4.39852764215746555E-06 )
( 2.06984929402454095E-05 , 7.28931476625090410E-06 )
( 2.67884242413406574E-05 , -3.72914847709094253E-06 )
( 4.06090898193541539E-05 , -1.24211921236440509E-05 )
( 3.18607547103192944E-05 , 1.15701677351608263E-05 )
( -4.28601786975373443E-06 , 1.88704105005402581E-05 )
( 2.26771030952106554E-05 , -1.63833806143542181E-05 )
( -4.64802351241866294E-06 , -6.03720210795655399E-06 )
( 7.34814103197605499E-06 , -8.09353927270702247E-06 )
( -8.08133775040127843E-06 , 3.01295909919717428E-05 )
( -1.82998356426679287E-05 , -2.08358829179153805E-05 )
index: 5
( 1.13080990930697322E-05 , -1.04804840468086689E-05 )
( -3.14413573762543011E-06 , -5.55466874297439131E-05 )
( 2.50871826938593140E-05 , -6.33406684242694256E-06 )
( -2.20675886169053296E-05 , -4.10364541850254840E-05 )
( 2.59672985683421931E-05 , -2.22229786617148849E-05 )
( -4.67283155938428486E-07 , 2.32491764452195942E-05 )
( -3.09744034694226000E-06 , 7.89455608486700781E-06 )
( -1.18216067335781900E-05 , 4.29007052685587325E-06 )
( 2.27618944449574863E-06 , 2.79914310756079049E-05 )
( -1.42917530876568062E-05 , 6.69602041123494106E-06 )
( 1.99962739720938414E-05 , 9.46651197032810661E-06 )
( -1.87862200469856100E-05 , 3.54243141284326824E-05 )
index: 6
( 1.70777315341085060E-05 , -2.39993062536301134E-06 )
( 1.58073611032072347E-05 , 1.92907401279876415E-05 )
( 1.32388155101756644E-05 , 2.72283215732290174E-07 )
( 2.63719985082350713E-05 , 9.01657431130263628E-06 )
( -1.27677483747900540E-05 , 1.61260897362895401E-06 )
( -2.04105304283741594E-05 , -3.99118978550063174E-06 )
( -1.76362583512552570E-05 , 2.06810867266251429E-05 )
( -1.59307684772571964E-06 , -2.30074931972919140E-05 )
( -1.83716308241954558E-05 , 5.07782821123125763E-06 )
( -4.07847990556684149E-05 , 1.64146399530578167E-05 )
( -1.06658279517339658E-05 , 2.49252539311348975E-05 )
( -1.13197004586979052E-05 , -6.21058170897542580E-06 )
index: 7
( 1.92254542425033119E-05 , -2.97881667251286880E-05 )
( 7.37336525248460397E-05 , 5.03760981605388608E-05 )
( -6.60335368431838134E-06 , 5.11097499776035134E-05 )
( -3.49652862149306095E-05 , -1.65638158563150052E-05 )
( 3.50825717620886268E-06 , 3.64871514848365814E-05 )
( 5.20365094374697424E-05 , 7.13564954747641048E-06 )
( 5.90470936829858673E-05 , -3.03513470178781386E-05 )
( -1.22031654904320472E-05 , 2.81101675322626804E-05 )
( 4.16063115918695897E-05 , 3.71641839892300865E-05 )
( 9.70276137569127360E-06 , -1.80247683233095856E-05 )
( -4.71375968272746466E-05 , -7.18922767186552688E-06 )
( -4.92642034740449399E-05 , -2.93334195194606737E-06 )
index: 8
( -1.34276775656993028E-05 , -4.84434368251332047E-05 )
( -2.32967324855635726E-05 , -3.28711656044956022E-05 )
( 2.92718774365321416E-05 , -8.39182206347729115E-06 )
( 2.68099225997337051E-05 , -2.42388979219098105E-05 )
( 4.52610937864793685E-05 , 3.15451881549235573E-05 )
( -1.22844253430804010E-05 , -8.44547367322797169E-06 )
( 2.56134177112246762E-05 , 1.24666295693154192E-05 )
( 2.60667461305088424E-05 , -4.10490468451474777E-07 )
( 1.75863434123538082E-05 , -3.03188664531130947E-06 )
( -8.83314875475925472E-06 , 2.66644338088101471E-05 )
( -3.17338591561575973E-05 , 1.56733080109139345E-05 )
( -1.45183849796287107E-05 , -1.31624476781152481E-05 )
index: 9
( 1.53363831268970225E-05 , 2.64495988104279504E-05 )
( 1.30405192971046026E-06 , -3.00691167675452378E-06 )
( 5.30600632059089619E-05 , -2.34222125687288683E-05 )
( 3.28808007365730259E-06 , 4.07606892869704333E-05 )
( -1.34313275594564645E-05 , -1.44026562423611067E-06 )
( -3.56830257213801213E-05 , 1.62260971945076270E-06 )
( 1.17486459776969216E-05 , -3.36951226999804540E-05 )
( -3.21642152758119733E-05 , 1.79090883641810007E-06 )
( 7.01891668581573689E-06 , 3.36092681481151316E-05 )
( 1.96973497421266082E-05 , 4.97403123501619651E-05 )
( -1.90671600775103586E-05 , -2.51126150270068952E-05 )
( -4.25012747410419677E-05 , 2.66361895347828291E-06 )
index: 10
( 4.57115275672188910E-05 , 2.80276054914729574E-05 )
( 5.25220353054324494E-05 , -6.00537411514830025E-05 )
( -3.59151803996190076E-05 , -3.70171474833609000E-05 )
( 2.90196564798542568E-05 , 2.97734496662771490E-05 )
( 1.01173804757331895E-06 , 6.58623615480483906E-06 )
( -1.93706322592102504E-06 , -7.08191383392450555E-06 )
( -1.02327559767620824E-05 , -2.88556918723155908E-05 )
( 1.13671346416625040E-05 , 2.48695611559161395E-05 )
( -1.04691907557662829E-05 , 4.43631723013035233E-05 )
( -1.23161235976749265E-05 , 5.49796386507370481E-06 )
( -5.92481381976749047E-06 , -8.45416876900365781E-05 )
( 1.89834509560965118E-05 , -3.33644353954110100E-05 )
index: 11
( 1.71427545659301377E-05 , 1.27202655074639592E-06 )
( -1.38359998104266244E-05 , 3.38494624194657023E-05 )
( 2.13992584692249892E-06 , -3.19556715553557597E-05 )
( -1.87637574759939769E-05 , 4.89242574650848637E-05 )
( 2.04574655080693178E-05 , 2.32101947190400131E-06 )
( 1.90289272304858326E-06 , -1.38894652494684154E-06 )
( -5.02708595179554173E-05 , 4.82877381568263942E-05 )
( 1.35246783814494133E-05 , 6.05500763417226312E-05 )
( 1.36266296661638373E-05 , 3.04638422313989517E-05 )
( 2.76225548187621719E-05 , -3.71747135554011812E-06 )
( 1.01558170826173491E-05 , 1.64292397379609231E-05 )
( -9.17325806297092362E-07 , 1.88387902325731932E-05 )
index: 12
( -6.39404870631592589E-06 , -1.98563926396195185E-05 )
( -3.31334766413431846E-05 , -7.13814214944250590E-06 )
( 1.73059677590738812E-05 , 3.13768086830107203E-06 )
( -9.85406501094766231E-06 , -5.53632562029439055E-06 )
( -4.08001788455921333E-05 , -1.87787164257639509E-05 )
( -2.32659914865866782E-05 , 2.75084472175675320E-05 )
( 2.70079660514898317E-05 , -6.28776977715700446E-06 )
( -2.03002653913436893E-05 , 3.36440043564726327E-05 )
( -1.65863681364479548E-05 , -3.91672310711245144E-06 )
( 2.26777394703551541E-05 , -2.64649214360424092E-05 )
( -3.09616933562651200E-05 , -1.91099766571620106E-05 )
( -3.78668914275922440E-05 , -1.22137909919884645E-05 )
index: 13
( 2.53327523419257110E-05 , 5.59273284842915473E-05 )
( 1.50726367310192868E-05 , -2.08387130664839106E-05 )
( -1.72766390903262212E-05 , -2.72294720893799237E-05 )
( -2.91482993767720972E-05 , 2.69348515100172446E-05 )
( -9.54747554010005283E-05 , 1.25275364855820031E-05 )
( 5.04279460105233184E-06 , -6.86371709916256374E-06 )
( 2.68607924134635242E-05 , 1.91518301082905608E-05 )
( -8.77007781664089657E-06 , -1.36535449163841943E-05 )
( 3.00798422402381182E-05 , 1.37786790036308168E-05 )
( -2.96789705513369535E-05 , 1.79473203248580348E-05 )
( 1.44114314308022788E-05 , 3.31228051266750591E-05 )
( -1.58364080837744637E-05 , -7.73276589678424648E-07 )
index: 14
( -3.87882313355308116E-06 , 1.90067249890657708E-05 )
( -5.05055123228413688E-06 , 9.46790963732748383E-06 )
( 9.34570505730292881E-06 , -2.31442050516779390E-05 )
( -7.23615754960148911E-05 , -6.76564054546009991E-06 )
( 2.37187835884164895E-06 , -3.69443701921226133E-05 )
( -2.26338817713854359E-05 , -3.07791860988056208E-05 )
( 2.40516796427859222E-06 , -1.69697533765982979E-06 )
( -2.48532873381110047E-05 , -2.88231365973136858E-05 )
( -1.93919609502050675E-05 , 7.73278138685556656E-05 )
( 1.59459074495378493E-05 , -2.70604227961935176E-05 )
( -9.92017606196742745E-06 , 5.20090789012970928E-05 )
( 2.14640346645143787E-05 , -4.55276421879264185E-05 )
index: 15
( -1.81253928789669118E-05 , -1.03658758691200853E-05 )
( -1.82316220518598737E-05 , -5.34986145113839951E-06 )
( -5.89638337420869455E-06 , 3.28634051544177060E-05 )
( -3.94573092780987691E-05 , 5.05623345154828896E-06 )
( -2.30209852037281249E-05 , 1.13816610913619289E-06 )
( -2.02702771945895008E-06 , 2.69525915751942455E-05 )
( -2.69348925601942216E-05 , -6.95732120937990321E-07 )
( -1.28149961721222423E-05 , -5.10666112193134455E-06 )
( 3.68212360718151794E-06 , -2.21349361273495763E-05 )
( -5.58493701919439938E-05 , 3.30796797864668765E-05 )
( -4.71916983531220662E-06 , -7.53659720482477758E-06 )
( -3.13076140571864637E-05 , -1.05527237228960771E-05 )
index: 16
( 9.08510680211160442E-05 , -1.84014818060098927E-05 )
( 2.99864961856410947E-05 , 3.93244848171489427E-05 )
( 2.30921055721740448E-05 , -1.05845434170420547E-05 )
( 3.93424286992344880E-06 , 3.51995045926628325E-05 )
( 2.86530928027837597E-05 , 6.70288591297996057E-05 )
( -1.98904889964929027E-05 , 1.32475847262014760E-05 )
( -3.08205784612446636E-05 , 6.09792154531782900E-06 )
( 1.88334420339841713E-05 , 3.18238949807630805E-05 )
( 3.28164682651303037E-06 , 8.25998677771197471E-05 )
( -3.47688279092196858E-05 , -6.25678876947261968E-05 )
( 3.52358148871257108E-05 , 6.17261114370806037E-05 )
( 2.75851796300845032E-05 , 8.77521098961308945E-06 )
index: 17
( 1.36382113754521644E-05 , -1.64444304354983815E-05 )
( 1.68495239323296409E-05 , 2.70499205072134404E-05 )
( -4.11215616667068117E-05 , 6.64897916907434189E-05 )
( 1.83260772804676227E-05 , 2.62366308013451430E-05 )
( 4.22800847820001613E-05 , 3.43329270510530390E-05 )
( 3.36926921153073015E-05 , 9.13444541350235030E-06 )
( 2.41926095027704063E-05 , 1.13262188791062049E-05 )
( -3.86001618496796103E-05 , -2.00440941827767236E-05 )
( 6.98272782879507965E-05 , -5.38793561418547600E-05 )
( -2.32675020954619608E-06 , 2.72731130021814999E-05 )
( -2.18668282059358699E-05 , 2.85650626412478696E-07 )
( 4.94126152063410100E-05 , 3.86825908950371442E-06 )
index: 18
