index: 0
( -1.56770005510695060E-02 , -1.17013036729052694E-02 )
( 2.03955262315386014E-03 , 1.16894517395041420E-02 )
( 2.38218616839870351E-03 , 5.27311129414504906E-03 )
( -2.42025419671625108E-03 , -3.03616434275927848E-03 )
( -7.85150316082281960E-04 , 1.76726112065363830E-02 )
( -1.12675148475328245E-02 , 1.02696190149369430E-02 )
( -1.07589553481863588E-03 , 4.63531499178552932E-03 )
( 1.37538008985117234E-03 , -7.28757681407275239E-03 )
( -5.10065459247803499E-04 , 1.06463362907337385E-02 )
( -9.42459688716884049E-03 , -2.59412218834195220E-04 )
( 1.50796502563858362E-02 , 3.90184535787261103E-03 )
( 1.35383546519003937E-02 , 2.48182774938664500E-03 )
index: 1
( 7.99253357717378751E-03 , -3.76061656316206694E-04 )
( -3.71947397953594546E-03 , 5.50349394241512330E-03 )
( -4.09405681872397099E-03 , -8.55553127055311280E-03 )
( 6.83395238005454373E-04 , 4.70990671834441502E-04 )
( 4.47766839832711150E-03 , 3.91589533472749829E-03 )
( -4.06418836747791945E-03 , 9.14541230414416158E-03 )
( 6.46452645271933246E-03 , 3.06292988709997100E-03 )
( 1.38422432868744935E-02 , -1.28097599002810151E-02 )
( -1.27599343641577705E-02 , 4.71199718834236329E-03 )
( 4.86343744605572358E-03 , -2.55763273670199173E-03 )
( 6.89555244002840878E-03 , -6.93991846870273960E-03 )
( -1.21369836413047927E-03 , -5.27959051137954181E-03 )
index: 2
( -6.08834979760228007E-03 , 9.90397549965101216E-03 )
( 9.97784971151566627E-03 , 1.18666094192813945E-02 )
( 1.73139815283327829E-02 , -6.62053017349835404E-03 )
( -1.35781866079202340E-02 , 5.03589573647527863E-03 )
( 4.38730483419605497E-03 , 2.67390498754484229E-03 )
( 3.35532560017053711E-03 , 3.80529635469960270E-03 )
( 2.67832835457790502E-03 , 5.34749539786682354E-03 )
( 6.51786399625068659E-03 , -1.09890605171564792E-02 )
( -1.01412064600424779E-03 , -8.88074296392300962E-03 )
( -3.42982823679699109E-03 , -1.33232328459270688E-04 )
( 6.04002142566528212E-03 , 9.23793064050304133E-04 )
( 6.25463711121004157E-03 , 1.20667328175868890E-02 )
index: 3
( -2.59444776146458903E-03 , 6.71166653424455639E-03 )
( -3.29375971142331593E-03 , -5.35014270785563913E-03 )
( -1.02679025529767119E-02 , 5.32963123098955348E-03 )
( -9.86926398516260912E-03 , -4.72101422298419962E-03 )
( 5.75942213929940897E-03 , 8.56507059234118753E-03 )
( -3.49701526643781367E-03 , 2.15230430517456906E-03 )
( -4.02411244379117985E-03 , 4.73836554681123998E-03 )
( -2.90435766160781778E-03 , 9.05539914647301991E-03 )
( 8.19586632484748008E-03 , -1.58154785593679834E-02 )
( 1.41667251820595391E-02 , 1.16286950867742350E-05 )
( -4.19886237200726119E-03 , 5.91384652485200252E-03 )
( 5.93753611244298481E-03 , 4.09303764714390259E-03 )
index: 4
( 1.10918189725676755E-02 , 2.32218343659694806E-03 )
( -1.06485859785282484E-02 , -6.95565699540340483E-03 )
( 4.28085816331791758E-03 , -4.34591279738729200E-03 )
( 1.22690403758548422E-02 , 5.51099254062483584E-03 )
( -1.70801461678287986E-03 , 7.58914204484732388E-04 )
( -3.13489771553788002E-03 , -2.99458193901053823E-03 )
( 3.35324524937309632E-03 , 6.82709685409797241E-03 )
( 5.82456869356626737E-03 , -6.04925614403195068E-03 )
( -1.09963533080674868E-02 , 3.35624756455261616E-03 )
( 4.13130913105947350E-04 , 8.90574528706658194E-03 )
( -9.99475196208148703E-03 , 1.63256624395063457E-02 )
( -4.13876283775662171E-03 , -8.00725613163489128E-03 )
index: 5
( -9.31226895760191124E-03 , -5.93994108494970419E-03 )
( -9.68732622401722275E-03 , 1.03687598718795980E-02 )
( -8.58331045336738555E-03 , 1.18693410405988613E-02 )
( 1.85511657223694400E-03 , -5.24117253788758918E-03 )
( -8.99217810148043167E-04 , 2.18088664395864719E-03 )
( 3.97164716686132339E-03 , -6.91796518809255877E-03 )
( -1.14105972682166275E-02 , -1.26000446850040339E-02 )
( 1.21428607873213731E-03 , -3.83485126762626513E-03 )
( 1.06035028082485539E-03 , 7.15764266129394200E-03 )
( -1.02965770192933945E-02 , -5.97237389278929172E-03 )
( 1.10301338588576145E-02 , 4.84661502240340582E-03 )
( -3.06341691509762594E-03 , -2.47024693873385340E-03 )
index: 6
( -5.44276575261730573E-03 , -2.74781370192238392E-03 )
( -2.12468570949223782E-03 , -1.37509400287692818E-03 )
( 4.18328311980989583E-03 , 1.83995169830465134E-03 )
( -3.94498377939048531E-03 , 1.83795497187970447E-02 )
( 2.44001221810385277E-03 , -1.59980365170001755E-02 )
( 4.83725999887173533E-03 , -5.97191877660715326E-04 )
( -8.67819595616896311E-03 , -6.26991016584665592E-03 )
( -5.83031904103747597E-03 , 4.04801239364957401E-03 )
( -8.91085882076053312E-03 , 3.93077665971809306E-04 )
( -4.13436100357314051E-03 , 6.68712873635469648E-04 )
( -8.01016175061109066E-03 , 1.18622017967648830E-03 )
( -6.68551308273081235E-03 , 1.49633352294374147E-02 )
index: 7
( -6.02792933736268684E-03 , -1.94155351291745845E-03 )
( -8.98003378613281174E-03 , -6.06622588255315703E-03 )
( 1.53706716205143645E-02 , -5.74771070469307782E-03 )
( 3.40543196916236537E-03 , 8.56446008299656392E-03 )
( -1.40152610643596784E-03 , 4.82088533346632445E-03 )
( -1.30770327960650842E-03 , 4.26325105522765840E-03 )
( 1.59215586729806458E-03 , -7.70201759935718391E-04 )
( 8.47988297653193106E-03 , -1.92650042860327483E-02 )
