index: 0
( 1.85631741123014750E-04 , -1.00951451766798182E-03 )
( -6.35617073871707250E-04 , -1.31781239023743202E-03 )
( 3.65507676093643793E-04 , -5.65616110197940739E-04 )
( 4.07560878016142438E-04 , 1.54539155769152069E-03 )
( -5.09857725701557828E-04 , 6.05858814835489147E-04 )
( 1.37297814617817629E-04 , -7.32353536835401585E-04 )
( 1.47148480784884013E-04 , 2.82785965669172092E-04 )
( 6.60396461331534657E-04 , -9.88478059503180044E-04 )
( -9.47444490314786362E-04 , -2.21307035160363621E-04 )
( -1.42667324983617480E-03 , -6.73059291355242498E-05 )
( 3.18691062352312402E-04 , -6.75787026659599834E-04 )
( 1.19054549173527456E-03 , 5.63497241049893630E-04 )
index: 1
( 4.89927216930860564E-04 , -4.85188683444762159E-04 )
( 2.52173081072076203E-04 , 8.61702426628689730E-04 )
( 4.54899836080878937E-04 , 1.61451305528626334E-04 )
( 5.86165649198267013E-04 , -5.59824599338304136E-04 )
( 3.92344478291664178E-04 , -3.49047017213308802E-05 )
( 5.47020929954677233E-04 , 1.02663960014103087E-04 )
( -1.72918801639865456E-03 , 2.70389869360127943E-04 )
( -1.06095171213886106E-04 , -1.77940425109596905E-04 )
( -8.79421659543723586E-04 , 5.86083690094150274E-04 )
( 6.46392312477715443E-05 , 4.29027596114022792E-04 )
( -7.53558947034437075E-04 , -2.07108788428615699E-03 )
( -2.70412479471287583E-04 , -1.05269180147334160E-03 )
index: 2
( 1.09943615325122255E-03 , -8.47760640021831893E-04 )
( 3.72601468025417269E-04 , -5.51217480091233157E-04 )
( -8.40013888424248579E-04 , 5.14366760567906006E-04 )
( -3.18369597280814638E-04 , -1.16799714144905629E-03 )
( 6.53389835919103781E-04 , 1.29496083585195726E-03 )
( -7.46559408086995124E-04 , -3.80679526886161090E-04 )
( -1.29564827974046077E-03 , 2.91813460104325224E-05 )
( 8.48423791064198255E-05 , 6.27270090710288107E-04 )
( 6.85587466348714508E-04 , 7.40040811335565540E-04 )
( -3.58208247178322132E-04 , -1.24344946187765547E-03 )
( 1.16297129092851419E-03 , 8.51752765217657685E-05 )
( 1.01755661893323818E-04 , 4.20069790817296325E-04 )
index: 3
( 6.64129281129412241E-05 , 4.18093338022211590E-04 )
( -3.10391841482217162E-04 , 6.93061845989831706E-04 )
( 1.49750224777556060E-04 , -9.52920472132819498E-04 )
( 4.14217335615972983E-04 , -5.75535489930200641E-04 )
( 7.26801318284870908E-04 , -2.30334514008938773E-04 )
( -3.36529172116387457E-04 , -3.85371258908378590E-04 )
( -1.17618209283209445E-03 , 5.30213035215996000E-04 )
( -4.68904868298568160E-04 , -4.17899558711191737E-04 )
( 4.92895866262238946E-04 , 5.22293380605148372E-04 )
( 3.47108143676119014E-04 , 1.01099068897626517E-03 )
( 3.14491017949795860E-04 , 6.30558518422771755E-04 )
( 1.24314974872855011E-04 , -1.20276035391222151E-04 )
index: 4
( -3.89449950416729791E-04 , -2.18157481472853088E-04 )
( -1.58788445415509842E-03 , -9.51469656011828878E-04 )
( 4.21668509408667093E-04 , 2.02650344790594424E-04 )
( 3.82026643755790148E-04 , 1.26664874556612532E-04 )
( -5.03218643602453496E-04 , -8.11712582075272988E-04 )
( -1.10911823811555904E-03 , 9.42601158352707191E-05 )
( 3.88508899818371643E-04 , -7.30118699983254064E-04 )
( -6.55523708137194586E-04 , 3.33048764666260555E-04 )
( -9.01396211775370190E-05 , -7.56557836217189609E-04 )
( -7.23462597637517294E-04 , -4.07159042152068764E-04 )
( 1.93739027303673546E-04 , 1.31347164724489188E-03 )
( 6.50316831132328283E-04 , 1.49485505914608583E-04 )
index: 5
( 9.91771793214995655E-04 , 1.21421622124887659E-04 )
( 3.17775788313852739E-04 , 9.79632816997092187E-04 )
( 5.10547733487629659E-04 , -7.78327558234786945E-04 )
