x=0,y=0,z=0,t=0
( 1.14754661142651184E-04 , 3.41148922859514780E-05 )
( 7.20924595528890698E-05 , -1.25067158861082452E-05 )
( -2.07788272375485390E-05 , -2.33209185814233611E-04 )
( -1.39612824778400583E-04 , 1.02188828025077979E-04 )
( -5.21895306788490746E-05 , 1.31868139599188104E-04 )
( 1.12924226862729440E-04 , 3.20026449272949954E-05 )
( 4.41434026957301899E-05 , 2.71806172370224328E-05 )
( -5.20158771323074966E-05 , 7.55140511776772176E-05 )
( 1.57777156264354704E-04 , 5.28157371024037941E-05 )
( -1.52593700993429530E-04 , 3.18528604331861731E-05 )
( -1.40879517205223091E-05 , -1.30204946573538982E-04 )
( 4.93506478664899276E-05 , 3.71440086875297152E-05 )
x=1,y=0,z=0,t=0
( 5.48498428553449014E-05 , 1.71155177255140995E-04 )
( 1.61679109525716352E-05 , 1.07791665990282777E-04 )
( 2.60280256082902708E-05 , 1.15067510027960324E-04 )
( 3.08713292724716168E-05 , -3.14502465905097900E-05 )
( 4.16073986152578907E-05 , 9.04062646647026716E-06 )
( -7.62358027015116145E-05 , 3.15004282327992509E-05 )
( -2.51151673490333945E-04 , -7.65602770355203367E-05 )
( 2.16715381846113215E-04 , -3.16055649606100799E-06 )
( 2.78350248724699558E-05 , 2.95606015139078442E-05 )
( -3.60623331325977755E-05 , 3.74496078013816260E-05 )
( 6.83613009338094929E-05 , 1.33527783590315421E-05 )
( -7.88997259820479471E-05 , 4.97578679637682191E-05 )
x=2,y=0,z=0,t=0
( 1.00658700654194546E-04 , 1.20368993994516250E-04 )
( 2.21018677664121233E-05 , 7.22289331252844933E-05 )
( -1.10030642353190118E-05 , -4.40106503700090756E-05 )
( -1.16767876405748363E-04 , 6.38929684945248029E-05 )
( 3.47697166239451948E-05 , 9.03486212894309769E-05 )
( 4.79844989211090030E-05 , -7.90466249594088240E-05 )
( -4.03296428174972226E-05 , 1.74909019568073021E-04 )
( -2.35650141116129126E-04 , -3.22433364405132325E-04 )
( 3.96054614650013476E-05 , 4.32716557839806122E-05 )
( -2.25803586750709386E-04 , -1.79666524625914255E-05 )
( -1.77467448830157346E-05 , 7.60392330930435460E-05 )
( -4.71554632354584540E-05 , 1.04750365088330076E-04 )
x=3,y=0,z=0,t=0
( -2.86774562961553435E-05 , 9.47057021348059669E-05 )
( 1.45215051590698888E-04 , 7.01757160416549764E-05 )
( -1.61297166846448845E-04 , -6.97711007403289138E-05 )
( -1.46385205104603130E-04 , 3.70552044915342779E-05 )
( 4.29046564295870731E-05 , -3.69357244201681576E-05 )
( -9.98946043354541054E-05 , 1.53319270651589262E-06 )
( 1.20404031708124781E-04 , -2.47385278511110310E-04 )
( 1.88820944751367170E-04 , 8.02253362055518546E-06 )
( 7.93919996016351209E-05 , 9.63563610301156986E-05 )
( 1.00922767916937660E-04 , -1.49764579548441069E-04 )
( -2.36750899892690050E-04 , 1.26952832531236333E-04 )
( 1.61549497366499366E-04 , 1.47192930013086869E-05 )
x=0,y=1,z=0,t=0
( 1.71098030324017766E-05 , -1.43218729613658088E-04 )
( -1.82837424147003257E-04 , 3.01743307269054934E-05 )
( 1.12493831201141412E-04 , 2.41755635835953298E-04 )
( 3.39114101487245954E-05 , 7.04800554966603164E-05 )
( -8.64171638089910124E-05 , 8.93772559243888944E-05 )
( 9.13469056686416742E-06 , 9.36786489802858590E-05 )
( -8.53419377896925892E-05 , 9.25739887696417480E-05 )
( 5.02350698838522342E-05 , 1.78241088167752358E-05 )
( -2.25970348124500154E-04 , 3.26219706554457277E-05 )
( -1.31587632274572419E-04 , 1.57756673205757496E-04 )
( -4.78559224484552349E-05 , -1.72907250087962739E-04 )
( -2.10887730245235363E-04 , 2.54959108227021986E-05 )
x=1,y=1,z=0,t=0
( 4.96593694436998689E-05 , 4.17035875812823395E-05 )
( -3.30846926439227915E-05 , -1.56248599690147149E-04 )
( 4.98128685180976340E-05 , -3.09813319435978059E-05 )
( -1.92304190585830314E-05 , 6.52423800159453572E-05 )
( -2.97398029845905709E-05 , 1.87215095424393230E-04 )
( 7.49968320912280039E-05 , 6.11329801747306296E-05 )
( 1.24988379010200466E-05 , 6.54563009681974990E-05 )
( 3.74307496309038185E-05 , -6.72543006754270105E-05 )
( 1.29394029203392466E-05 , 3.42951856146284404E-05 )
( -2.04194738998019574E-05 , -1.21897822172273502E-04 )
( 8.28704882781074788E-05 , 4.24538922814021955E-05 )
( -5.60107115131430007E-05 , -1.49693975136732651E-04 )
x=2,y=1,z=0,t=0
( 2.45497781189315124E-04 , 4.12845055328513589E-06 )
( -1.03882746454743305E-04 , -1.80165378419383591E-04 )
( -1.15983807043758784E-04 , -3.45915909038960667E-06 )
( 1.57997753639672179E-04 , -4.85416122086332094E-05 )
( -3.46543501158967277E-05 , 1.41805499873909764E-04 )
( 1.56173638283420134E-04 , 1.37820980926015035E-04 )
( -3.31455828845250656E-05 , -3.79304412387355898E-05 )
( -1.30975911520664835E-05 , -6.85549200926776877E-05 )
( 3.26238582893587634E-05 , 1.79308879224191457E-04 )
( -6.45618923038445629E-05 , -8.78984947908027217E-05 )
( 1.05665906654254791E-04 , 1.10608078995493248E-04 )
( 2.14009800563599587E-05 , -2.63345241504256948E-05 )
x=3,y=1,z=0,t=0
( 2.48638713567186913E-05 , 1.25250649784036888E-04 )
( 1.47334476500453457E-04 , 4.27634520017628383E-05 )
( -5.47017970096202517E-05 , -1.09803898839399522E-05 )
( 8.19938104092234109E-05 , 4.47118402718760924E-05 )
( -4.19271894926968568E-05 , -6.22370862786324663E-05 )
( -1.46671691701884916E-04 , 3.40854465053561876E-04 )
( 8.51127981836528609E-05 , -8.34959917902652839E-05 )
( -1.16463834187484130E-04 , -1.78146443348367850E-04 )
( -1.45053528573005483E-04 , 6.42050097636271213E-05 )
( -7.43414168712910254E-05 , 9.49108851387017927E-05 )
( -1.48567752536352436E-04 , 1.30448212934222983E-04 )
( -1.46323895611108891E-04 , -8.03152519802302124E-05 )
x=0,y=2,z=0,t=0
( 3.84018084397730390E-05 , -9.03545190878787829E-05 )
( 2.77552367553380359E-05 , -1.29968534484239013E-04 )
( -1.59561829879956867E-04 , -1.34798093234783547E-04 )
( -2.31933970589846020E-05 , 2.10364100080536788E-04 )
( -1.92380578685740384E-04 , -1.34729152270075716E-04 )
( -2.13599337189508681E-05 , 8.30190153310508811E-05 )
( -9.41170718939250787E-05 , -5.10392991285189623E-05 )
( -3.75244985224045048E-06 , -2.07994818848888707E-04 )
( -3.16895539046250623E-05 , 4.77704416019278209E-05 )
( 2.25371635341345453E-05 , 6.41995137092004763E-05 )
( -6.25089390735697112E-05 , -8.42260502138100959E-05 )
( 1.83936660112877712E-05 , -9.76857492826735288E-05 )
x=1,y=2,z=0,t=0
( 2.87617557658261848E-04 , -1.07750167179878004E-04 )
( 5.33545784193942139E-05 , -1.43396943302274299E-04 )
( -2.42524716390215037E-04 , -1.25148153845229472E-04 )
( 1.79454937580232371E-04 , 1.08171821499948557E-04 )
( -1.57443141098579940E-05 , -2.54083062869046123E-04 )
( -1.52028684728342130E-04 , 1.12146912929991999E-04 )
( 3.41255882431913698E-05 , 5.08833328732915264E-05 )
