index: 0
( -1.68566886430480001E-04 , 2.87335468874775918E-04 )
( 1.02188452416839118E-04 , 4.43200680241719112E-04 )
( 2.31710393476478568E-05 , -1.93599533435869045E-04 )
( -1.01480063882194684E-04 , -9.54898790541509022E-05 )
( 4.22314431800870256E-04 , 9.07657965236210974E-05 )
( 3.61646406001124132E-05 , 8.78522366796152630E-05 )
( -5.02936214992868286E-04 , -2.35902811485163319E-04 )
( -7.78990279219373934E-05 , 2.91541476695221036E-04 )
( -1.26377697701713190E-04 , 1.64812750238459567E-04 )
( 1.90195009703575906E-04 , 6.29593258990929683E-05 )
( 1.93327434344783448E-04 , -2.84554216395828109E-05 )
( -4.93546597214677648E-04 , 2.25064869003457354E-04 )
index: 1
( 6.50814410037891600E-05 , -2.51839271769244925E-04 )
( 1.40343689814224264E-04 , -7.38623095092925497E-05 )
( -1.10458577997330789E-04 , 1.28582024420721735E-04 )
( -3.67902620315791601E-04 , 1.53524664358794150E-04 )
( 2.93151362959188217E-04 , 1.48809753610993140E-05 )
( 2.59536358496352331E-04 , -2.66491169527834344E-05 )
( 2.22464568185965416E-04 , 1.73840059566066654E-04 )
( 2.15347610705028713E-04 , -2.83504022956382741E-04 )
( 2.55238284731632665E-04 , -4.38544218563890180E-05 )
( -8.89771433211332397E-06 , -8.68443405186946054E-05 )
( 3.60616627251097137E-05 , 1.03259473431242690E-04 )
( 3.38339361857339612E-04 , 2.00364282399286703E-04 )
index: 2
( 9.75493840515455812E-05 , -5.31217766738712512E-04 )
( 2.93515359848524403E-04 , 4.75690118228742410E-07 )
( -1.11519790257185361E-04 , -1.31589595602879154E-05 )
( 1.78498040916925743E-04 , -2.50049988259468743E-04 )
( 2.68536913933995207E-04 , 3.66760729749644900E-05 )
( -1.02847364066488653E-04 , 2.41154693847229091E-04 )
( -1.39671466595084413E-04 , -2.23699428642768904E-04 )
( -1.57866977455667779E-04 , -3.72759556505744061E-04 )
( 4.94814875624586642E-05 , 5.50328007421375790E-06 )
( 2.56870101956402819E-04 , -1.05724560712058536E-04 )
( 2.85093602682144143E-04 , 5.04655738973270283E-04 )
( -3.43439930038662690E-04 , 1.74538676449722288E-04 )
index: 3
( 6.95401219730539324E-04 , 4.11166748943428406E-04 )
( 2.25854524386260159E-04 , -1.14689652525685679E-07 )
( 3.34400350183507297E-04 , 2.78987085170973373E-04 )
( 4.04735613444749513E-04 , 1.49606194040574492E-05 )
( 3.22573960611888797E-04 , 3.14020921118563076E-04 )
( -4.37018911689599908E-05 , -1.36102578586087873E-04 )
( 1.21165044978178608E-05 , 6.07925736969517358E-04 )
( 4.37967085567507984E-04 , 1.03297515355970705E-04 )
( -2.91000293443735916E-04 , 2.17659528121798928E-05 )
( 3.14033548934133873E-06 , -1.43251804888420888E-04 )
( 2.89033978883145991E-05 , -4.04049123202028352E-04 )
( -3.30660819240585183E-04 , 2.21583013382806008E-04 )
index: 4
( 7.24592214772706812E-04 , -4.09020543117991726E-04 )
( -1.80159599638478622E-04 , -5.89433880142647883E-04 )
( -5.90592088213164664E-04 , 2.80683173395285105E-04 )
( -1.44483839514403381E-04 , 3.29018851152585844E-04 )
( 4.17984608822430392E-04 , -2.50561320614618298E-04 )
( -3.64779726323486136E-04 , -2.01695881828399580E-04 )
( -2.47807434348419977E-04 , 4.16798792607209700E-04 )
( -2.45432765583349880E-04 , 3.52403105508176137E-04 )
( 2.72374646791266411E-04 , -2.19883614212894882E-04 )
( -1.44760189958080180E-04 , -2.63528132676213835E-04 )
( 1.94881915266532072E-04 , -3.16219459886391626E-04 )
( 1.10653306621834516E-04 , -3.29156116214163229E-04 )
index: 5
( -6.66948871723642135E-05 , -4.01621850161035791E-05 )
( -4.10100870137313975E-04 , 2.47371214080093253E-04 )
( 8.50012442136914597E-05 , -6.11489220814898050E-04 )
( 4.95521335697042499E-04 , -6.42738027273352316E-04 )
( -3.52028838929189787E-04 , 8.34807484549014971E-05 )
( -3.08866963649634908E-05 , 5.42477391060688474E-04 )
( 3.20864057347051718E-04 , -3.04984815924122868E-04 )
( -1.42146538773535989E-05 , -7.36741202037480020E-04 )
( -1.32816054092397672E-04 , 2.25504603646631719E-05 )
( 2.44769445309463065E-04 , -4.95410485687641203E-04 )
( -3.99866397378934794E-04 , -6.68663242690625359E-05 )
( 2.01682503343570123E-04 , -2.97671422900974117E-04 )
index: 6
( -1.95957224118935888E-05 , -3.93021228188263495E-04 )
( 6.18858978625079156E-05 , -4.22453857094751009E-05 )
( -2.69401223621394898E-04 , -4.94848320186320047E-04 )
( 2.56370050726012976E-04 , 1.22509617488778563E-04 )
( -2.62530371157679971E-04 , -2.33075936629573990E-04 )
( -4.27054787121003475E-05 , 7.69284466375725002E-05 )
( -1.95529263759921189E-04 , 4.83954273825032400E-04 )
( 7.04126016385119837E-04 , 8.58594390126340317E-05 )
( 5.03573887889780468E-04 , -3.61982758690114156E-04 )
( -4.43541317226764592E-04 , -2.32649229018589711E-04 )
( -5.95682810317897139E-04 , -4.04743368666443562E-04 )
( -1.79312587502723967E-05 , -1.39521308842207106E-04 )
index: 7
( -3.07950821547451682E-04 , 7.93765854350892211E-05 )
( 4.24501460568089967E-05 , 1.57666016254940310E-04 )
( -4.78709513477529715E-04 , -2.64126245038972239E-04 )
( -3.30805669840444764E-04 , -7.03577726566990155E-05 )
( -9.28936026012987958E-05 , -2.30598409722006665E-04 )
( 3.89239381904475375E-04 , 1.71611802985037411E-04 )
( -1.73230892223878431E-05 , 1.14874141991345492E-04 )
( 9.00368052639979963E-04 , -9.74312139471574852E-05 )
( 2.88884789838304401E-04 , 2.73319824305614818E-04 )
( -4.42617042186601537E-05 , 6.23075101976187565E-05 )
( -1.36482467225789036E-04 , -1.63979694724628922E-06 )
( -4.38569340044813144E-04 , -8.70008111454666320E-05 )
index: 8
( 1.73583054068710821E-04 , -1.29034609015608599E-04 )
( -5.01456198003474027E-04 , -4.11383610473712300E-04 )
( 4.10595039823422156E-04 , 7.18268290297403508E-05 )
( 2.16663475047181898E-04 , -3.64926579161316950E-04 )
( -8.81337808895945826E-05 , 4.34287789152569027E-04 )
( -1.88794817281463909E-04 , 2.87999979179550801E-04 )
( 1.23938095689575599E-04 , 7.21570621637414333E-05 )
( -3.03612304069776715E-04 , 1.80173500797624992E-04 )
( -1.52408328787474333E-04 , 3.41862766202084920E-04 )
( 5.18769399553736755E-04 , -1.00274264553937238E-04 )
( 1.63666458464846085E-05 , 7.87303040925316867E-05 )
( 2.07171424765964534E-04 , 3.60935755517742280E-04 )
index: 9
( 9.21353266392725532E-05 , -2.50916239010861566E-04 )
( 3.77708516325713233E-04 , 2.01610410081097595E-04 )
( -3.47298927634739592E-04 , 2.10053876678735902E-04 )
( 4.97274073225423578E-04 , 2.40536394208553918E-04 )
( 2.15385515743210195E-04 , 3.49676298060053341E-05 )
( 5.48870416816486188E-04 , -2.58548580934934589E-04 )
( 3.94727353163904090E-04 , 4.75756939950187918E-05 )
( 1.85888014579919215E-04 , -3.43984875941372243E-05 )
( -7.74893325811111051E-05 , -6.79828480210143999E-05 )
( 1.38644944105716181E-04 , -1.62833020057482941E-04 )
( -1.30752526835482396E-04 , 1.07181882766351855E-04 )
( -5.58595453227337876E-04 , 3.26804974063194724E-04 )
index: 10
( 2.44177307734032094E-05 , -3.34491741898368389E-04 )
( 3.30717174606582785E-04 , 3.08437708537604729E-04 )
( -3.39760172610700567E-04 , 4.47669940669338416E-05 )
( -4.61067324105513920E-04 , -1.75980164535608993E-04 )
( -9.35733914107600819E-04 , -6.33918562118040724E-04 )
( 3.53560848724453127E-04 , 7.32519727126892928E-04 )
( 2.78186024295830738E-04 , 2.36690567147568342E-04 )
( -6.53224606299609143E-05 , -5.34261878097310751E-04 )
( -2.08299163773834208E-04 , -1.28340520505673943E-03 )
( -3.33987389658237262E-04 , -8.65722001294464295E-04 )
( 9.32183533427707607E-05 , 9.65543964693760227E-04 )
( 2.65665811501028699E-04 , 8.77161152535451934E-04 )
index: 11
( -1.29434678690347677E-04 , 8.16645875236952099E-04 )
( 8.50952110852582519E-05 , -1.82952055243376367E-04 )
( 8.02226275983014179E-07 , -4.08981112207672996E-04 )
( 4.59733706238167608E-05 , 2.20557176599768957E-04 )
( 4.02853229348413904E-04 , 1.22214123283436349E-04 )
( 4.19382402323368567E-04 , -1.28691843027927775E-05 )
( -3.93686373477164313E-04 , -2.12253300677715286E-04 )
( 3.93291732850503954E-04 , 5.30328823217494222E-04 )
( -3.51362990780285317E-04 , -3.01918497187354470E-06 )
( 1.95011021332004773E-04 , -3.94071444655034271E-05 )
( -5.25554090245207699E-06 , -4.15397760331009545E-04 )
( -4.19472095026872762E-05 , -3.12891923895717888E-04 )
index: 12
( 1.17701672683351110E-04 , 1.98151972662946423E-04 )
( 4.32010447846265097E-05 , -2.67009340445381214E-04 )
( -3.83282487123213925E-04 , -1.10551659871357553E-04 )
( -3.68117754906394556E-04 , -5.68902937988251993E-04 )
( 1.75583107745556363E-05 , 1.74838441019506988E-04 )
( 1.57256809306639215E-04 , -3.56966486626043833E-04 )
( 2.16217370375080398E-04 , -9.67085640450209049E-05 )
( -3.81912841039324432E-04 , -1.56037978313149604E-04 )
( 2.31551956283100103E-04 , -1.06467806185592441E-04 )
( -1.63683065795627218E-04 , -1.65676747430434240E-04 )
( 3.46248238634240578E-04 , -1.41321122661011798E-06 )
( -1.68633785118238498E-04 , -3.45225719324984237E-05 )
index: 13
( -1.68291853014250942E-04 , 3.43006344758984221E-05 )
( 1.43716738578808739E-04 , 4.64258084262724618E-05 )
( 9.27074774385362212E-05 , 1.66443918565230910E-04 )
( -4.24313656079106300E-04 , 4.50197991228504333E-04 )
( -3.97047465313839795E-04 , 4.09738658328471042E-04 )
( 1.55563628868208296E-04 , 4.17215958689064030E-04 )
( 1.09637810998858146E-03 , -6.52759456663393016E-04 )
( 5.11937204297439197E-05 , -3.08961435734413569E-04 )
( -5.51745985335680314E-04 , 3.35557036370870128E-04 )
( 7.60476854184150442E-04 , -6.35021543745361064E-04 )
( 5.72910491910924797E-04 , -4.87811012170082212E-04 )
