x=0,y=0,z=0,t=0
( -1.09273105877732518E-10 , 4.32411875216878756E-11 )
( 1.21224927548050483E-10 , 3.11811366832782442E-10 )
( 1.75253485429006088E-10 , -4.39956664531653626E-11 )
( -2.62364331269192914E-11 , 3.18439743650039162E-10 )
( -2.71040982899180416E-10 , -2.07719489099263680E-12 )
( 5.10367147877831420E-10 , -4.13344836723177040E-11 )
( 4.13529407096676107E-10 , 2.27897952762086064E-11 )
( -3.35074272546297370E-10 , -1.39061479525945593E-10 )
( -1.07398096653967284E-10 , -2.84796766995702786E-10 )
( -3.00999703173370682E-10 , -1.07239786967624586E-10 )
( 5.64937134215718315E-11 , 1.43753928045996761E-10 )
( -4.24278432111961462E-10 , 5.49290116312119039E-10 )
x=1,y=0,z=0,t=0
( -2.19903863044587722E-10 , -9.88428524324534071E-11 )
( 3.24736140604957742E-10 , 3.38830135789588810E-10 )
( -1.19162191886731526E-10 , -2.60046713937978256E-10 )
( 5.40549686127187960E-11 , 1.36358658678320565E-10 )
( 5.79086587904802351E-11 , 1.41460220021319048E-11 )
( -1.77172747847816788E-10 , -3.00462703533992110E-10 )
( -5.73735971912287321E-11 , -3.19317099160331851E-11 )
( 1.73042308818450567E-10 , -1.17002392115434393E-11 )
( 1.92458939286432110E-10 , -3.89047228268610457E-10 )
( 3.13766803177878200E-11 , 2.13946488405478259E-10 )
( -1.06448609476002747E-10 , 1.64754596886574523E-10 )
( 3.74549684395182449E-10 , -4.49402167358592293E-10 )
x=2,y=0,z=0,t=0
( 8.21651351230292497E-11 , -1.29414583461153875E-10 )
( 2.31621818648663895E-10 , 2.59758731206535019E-10 )
( -1.58958518760276432E-10 , 5.21023378140806548E-11 )
( 2.68211732755035925E-10 , 1.13653844055049877E-10 )
( -1.23679133973590770E-10 , 4.96042049351737062E-11 )
( 8.02074154217820187E-11 , 4.46754600050613063E-10 )
( 1.08354336248618686E-11 , -2.96959150297249022E-10 )
( 6.37867355100266279E-10 , -1.71809039913297630E-10 )
( 1.77711676795302426E-10 , -1.16929958363234309E-11 )
( -4.27715627012424757E-11 , -3.96850568204443062E-10 )
( 3.51014922891569692E-10 , -5.64218457781444955E-11 )
( -8.08242836980899102E-11 , 1.19310368885271392E-10 )
x=3,y=0,z=0,t=0
( 1.64429468927704044E-10 , -1.92517970958164872E-10 )
( 1.10483119387242549E-12 , -3.09530562083498110E-10 )
( 1.76733746696076722E-10 , 4.30500899555393228E-11 )
( 1.53769088837058900E-10 , -3.87020184174196949E-11 )
( -3.55157468348572673E-10 , 1.36791224860547200E-10 )
( 3.82912005525769400E-10 , -7.05998314443424838E-11 )
( 1.51566553829096564E-10 , -8.68787078158852914E-11 )
( -1.25079985819207813E-10 , -3.98856465887245248E-11 )
( -1.34509264681963832E-11 , 3.74427964691793022E-10 )
( -9.52710527207049782E-11 , 5.02803241550424657E-10 )
( -3.64722907513093632E-10 , -1.97488735650635436E-10 )
( 4.13165040508923505E-10 , -3.36798914440470209E-11 )
x=0,y=1,z=0,t=0
( 3.05691994644269066E-10 , -1.87551124182070043E-10 )
( 1.60528991724194564E-10 , -5.67046691286666025E-11 )
( -6.18047234442776231E-10 , 3.20398156468296150E-10 )
( 2.24674384738573111E-11 , -7.42901587395672676E-11 )
( -3.82600793897899684E-10 , -6.89297924959267117E-11 )
( -1.83698758660904866E-11 , 4.21819563007607978E-10 )
( 2.71832300534116340E-11 , -1.59478771094560182E-13 )
( -2.73225749174839833E-11 , -2.55618115567025042E-10 )
( 4.58470384010119440E-11 , 1.01374463186303181E-10 )
( -3.75935732779981830E-10 , 1.75409348290624018E-10 )
( 3.40137943357121254E-10 , -3.35582704643820523E-10 )
( 4.06877884836706103E-10 , -6.56876700545460414E-11 )
x=1,y=1,z=0,t=0
( 9.46856080274275474E-11 , 1.57144729194525708E-11 )
( -2.08555825271624001E-10 , 8.21607953230839815E-11 )
( -4.40041469435305039E-10 , -1.58101496223558472E-10 )
( -2.52720055689384129E-10 , -2.33202112377564895E-10 )
( -1.43503829295963778E-10 , 2.93595385827600321E-11 )
( 3.11150878633494911E-11 , 3.49723766702315603E-10 )
( -5.70561424079960228E-11 , 2.61931814472185811E-11 )
( 2.50349078436513876E-10 , -4.62068550686377170E-11 )
( -9.18098613199155218E-11 , -9.40995303333234302E-12 )
( 1.28256479781937731E-10 , 9.67434830230055417E-12 )
( 3.24464193842260755E-10 , 9.30567489073707159E-11 )
( 1.46101642964266718E-10 , 1.57233373440314016E-10 )
x=2,y=1,z=0,t=0
( -1.89667247474966019E-10 , 4.73515178886849472E-10 )
( -3.68321862206872885E-11 , -1.18772333484950263E-10 )
( 4.45533855354078610E-10 , -1.35029008882141847E-10 )
( -3.29670068592556723E-11 , 3.96479415956500933E-10 )
( 5.76707932645901383E-11 , -1.62010967130332917E-10 )
( -2.58647090888717674E-10 , -9.23845579595270506E-11 )
( 2.25187928042988414E-10 , -2.02661669348328885E-10 )
( 3.38039685095969749E-10 , -3.70783167514714594E-10 )
( -1.37021174133514061E-10 , -2.70013127635930079E-10 )
( 2.28151646739316831E-10 , -9.26191252823192421E-12 )
( 6.90628723429296130E-11 , 2.93451123332543474E-11 )
( -5.41196164566740094E-10 , -6.18965769281177938E-11 )
x=3,y=1,z=0,t=0
( -6.84023286112315595E-11 , -9.07782705711689160E-11 )
( -6.15385584862155687E-10 , -1.78265540659431776E-10 )
( 7.86434404206925513E-12 , 9.37125699702566556E-11 )
( 1.80574314344126185E-10 , 1.20152158232300090E-11 )
( -2.15181213549783729E-10 , -4.31223515440166926E-10 )
( -4.80412479340580594E-10 , -2.63859640586422774E-10 )
( -3.00320305929693537E-11 , 8.10430614321215705E-11 )
( -2.64963259988073274E-10 , 6.47452198684516216E-10 )
( 7.57789585825137206E-12 , -1.20803159143047866E-11 )
( -4.04721352311275320E-11 , -4.34229482928946376E-11 )
( 2.32770357128609247E-10 , 3.75415883974511525E-10 )
( -3.65100001252682693E-12 , -1.73465985893209011E-10 )
x=0,y=2,z=0,t=0
( -3.35478462333103686E-10 , -3.96250443523290979E-10 )
( -5.02545898462817514E-11 , 3.98881788020699776E-10 )
( 2.11107355850837629E-10 , -1.96954710626264795E-10 )
( -1.91293239201625463E-10 , -1.21291433359906668E-10 )
( -8.31637094606205800E-11 , 7.87333881711358752E-12 )
( -4.26694094248375972E-10 , 1.30526914197551542E-10 )
( 1.08121413506599624E-10 , 1.26284075317583365E-10 )
( 1.33861062601203783E-11 , 6.39973023193947702E-11 )
( -2.86513369833988878E-10 , 2.44120458805660293E-11 )
( 6.49956676233652691E-12 , 3.68660588295846781E-10 )
( -1.91580672107667146E-10 , -3.17822985330492367E-10 )
( 2.65874982038141119E-10 , -2.56068287606745795E-10 )
