index: 0
( 3.65535964967078359E-04 , 1.03572389269929012E-04 )
( -2.72992293434846508E-05 , 1.39251296420333441E-04 )
( 1.17515727887819330E-04 , -6.57666968168313479E-05 )
( 9.51064784173969737E-05 , -5.57890249856859757E-05 )
( -2.12530764558429018E-04 , -9.92247624399541595E-05 )
( -3.49496677961985138E-05 , 8.72682953098098007E-05 )
( 8.70121599520488524E-05 , 2.81289439198768062E-04 )
( -7.11141272567713883E-05 , -2.42791345692731561E-04 )
( -1.08076686271868136E-04 , -6.79879789494221070E-05 )
( 1.81986244043064649E-04 , 1.52768969141468369E-04 )
( -1.15773222852605596E-04 , 1.47029797986491790E-04 )
( -7.48110802537043211E-06 , -1.46424322605344815E-04 )
index: 1
( -1.76837680737326969E-04 , 2.42134926467276116E-05 )
( -5.67833004898297909E-05 , -3.58133931575588705E-04 )
( 1.13980886116604887E-04 , 2.15575015546176944E-04 )
( -2.99997832184428282E-05 , 3.89244323389800889E-05 )
( -1.48274650090321063E-04 , 2.14228033550559015E-04 )
( 1.09389938983713895E-04 , -1.89849334989562800E-04 )
( 1.64974480410575954E-04 , -1.27371969235655369E-04 )
( -1.47433749354064974E-04 , -9.60933894330253812E-06 )
( -7.21562376157352392E-05 , -1.77091815266731988E-04 )
( -1.82103041066701473E-04 , -5.89117800827720792E-05 )
( -7.36821884043175820E-05 , 2.15583805243830720E-04 )
( 2.38748545041824247E-05 , -2.80202590872759153E-04 )
index: 2
( -3.26556782801561740E-05 , 2.83979300306142326E-04 )
( -1.40576645671289631E-04 , 1.97423649732752907E-04 )
( -1.91514944178523475E-04 , -9.41097005836282635E-05 )
( 1.21982153695861646E-04 , 1.64235470258309278E-04 )
( 1.61956063874067242E-04 , 2.08907970481979159E-04 )
( 3.73343030545998395E-05 , -4.91191196878317740E-06 )
( 1.37144469598286648E-04 , -1.47145383059341355E-04 )
( 1.97490781956388375E-05 , -4.70942755524549991E-05 )
( 9.54700993828351649E-05 , -5.31463211093749933E-05 )
( 3.95275361875320873E-05 , 5.68768012549972902E-05 )
( -2.51920078148391770E-04 , -1.93655685455274858E-04 )
( 2.38574172154114257E-04 , 2.76677110424984851E-05 )
index: 3
( 9.50322945631716729E-05 , -4.82406742409442437E-05 )
( 7.52588733151979798E-05 , -1.57201829538173817E-04 )
( 2.10269628368794378E-05 , -7.33514910079082242E-05 )
( 2.77994710657534103E-05 , -9.00582856561559940E-05 )
( -3.52597163816016049E-05 , -1.12310322419885306E-04 )
( -1.21008627202098340E-04 , -7.17060826951694861E-05 )
( 5.95882750310478690E-05 , 1.50925911218933420E-04 )
( -2.15700388269602001E-05 , -2.10970731259327364E-05 )
( -5.11444829718324934E-05 , 4.68383759105233389E-05 )
( 5.45902740087844503E-05 , -3.07620715234568768E-05 )
( 2.05962565411797695E-04 , 2.84573277401094541E-05 )
( -9.01085563826055949E-05 , 1.05682193404255876E-04 )
index: 4
( -9.95318596108115886E-05 , 3.38153190246991080E-05 )
( 7.33626280950999172E-05 , 1.12031755631968169E-04 )
( 5.99630868992750429E-05 , -4.12873444005790456E-05 )
( -4.11398706339922960E-06 , -1.64606003395876980E-04 )
( -5.20058478358682310E-05 , -7.46910040993723650E-05 )
( 5.55582662791864572E-05 , -4.86236471706768560E-06 )
( -1.14637185467429480E-05 , -1.81223587403716376E-04 )
( 3.08967809426037045E-04 , 8.58566651029203832E-05 )
( -5.81918879281231099E-05 , 1.96778176031970568E-04 )
( -2.83093255937125437E-05 , 3.02893585959268826E-05 )
( 1.11721091898571255E-04 , -1.70848269407265622E-05 )
( -9.24791750447107752E-05 , 8.47581953384349523E-05 )
index: 5
( 7.17942293778977766E-06 , 1.73952590404972257E-04 )
( 8.60320697837679220E-06 , 2.65735304370172528E-04 )
( -2.43015532748007564E-04 , -2.95885279548373562E-04 )
( -2.14328065052896567E-05 , -1.70859684962380772E-04 )
( 3.45160359709906510E-05 , -2.07454572873921731E-04 )
( -4.29139029955853904E-05 , -1.51393505908953163E-06 )
( -1.01489631162242388E-04 , -2.90394048100233904E-05 )
( -1.80436088432429963E-04 , -7.60749873990542065E-05 )
( 1.21993184675117398E-04 , 8.15537208483935595E-05 )
( -2.34869564147239500E-05 , -2.89235718601129981E-04 )
( -3.04012984681026159E-04 , -8.23686338517825927E-06 )
( -2.58061525075422816E-06 , 2.48194044948478400E-04 )
index: 6
( -2.02700242821722847E-04 , 8.32417843740985075E-05 )
( -2.66664541747983476E-05 , -6.19046496075107772E-05 )
( 2.47122798533161493E-05 , -5.79198324685296830E-05 )
( -1.87334211022308940E-04 , 2.14539696501599424E-05 )
( 1.19354810337879063E-05 , 8.65320255612018005E-05 )
( -9.64338691867559523E-05 , 1.11343351542386233E-04 )
( -1.15013311864862742E-04 , -8.23743237838239924E-05 )
( 1.07043819008448827E-04 , -1.43726724166487598E-05 )
( 5.70702186534347889E-05 , -9.63532068767086525E-05 )
( -1.71812213285753609E-05 , -7.46288435602763503E-05 )
( 6.48967568332992344E-05 , -8.25477800640497664E-05 )
( -2.13560013348784597E-05 , 3.19980934976528921E-05 )
index: 7
( 1.43163961379046194E-04 , -1.57664604251185018E-04 )
( 2.36385306310886575E-04 , 1.24112123935240909E-05 )
( -5.97477669943225555E-05 , 1.05697685820941326E-04 )
( -8.32213659536447153E-05 , -1.20905710936679273E-04 )
( -1.43780425148150337E-04 , 1.77305925643671275E-04 )
( -5.82161351392162775E-05 , 6.84807588254006763E-05 )
( 1.47946857762083620E-04 , 2.54369803309070877E-05 )
( -4.68676598752233893E-05 , -1.66850403227575980E-05 )
( 2.37485582323153897E-04 , 2.44610461586109319E-05 )
( 1.14036293738639237E-05 , -1.49064152519460082E-04 )
( -1.40046112527934189E-04 , 4.94315650088833906E-05 )
( -3.61968384219343571E-04 , 1.03907535191859966E-04 )
index: 8
( 1.73761884530612768E-04 , 1.43883256970723459E-04 )
( -7.09313526727139651E-05 , 1.08383752461192580E-04 )
( -1.62568857582250580E-04 , 3.06560029650234517E-04 )
( 8.04776720271510994E-05 , 9.40591116241561685E-05 )
( 2.06745990334895809E-04 , -1.87168189005592462E-04 )
( 1.50571504348860695E-04 , 2.92700871855770318E-05 )
( -1.48146339354752674E-04 , 1.31015914806464418E-04 )
( 1.81978261730293049E-04 , -3.33802747657645932E-05 )
( 1.77875983611526159E-04 , -2.99124827900115899E-05 )
( -7.55249926652074970E-05 , -4.36021039966819532E-05 )
( 7.34476394697092846E-05 , 7.10470342997685368E-05 )
( -2.42643997044308918E-04 , 3.47674163125905083E-05 )
index: 9
( -1.83684108357857245E-05 , 3.32594922262855231E-05 )
( -2.04017243681930694E-06 , -5.03384366880358291E-04 )
( -2.05728835760006197E-05 , -2.07593086902317512E-04 )
( -5.14318659340468688E-05 , 7.24607273466407013E-05 )
( -1.43437819375751442E-04 , -1.74064096662766366E-04 )
